|dates|Brunswick_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Brunswick_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Brunswick_NorthCarolina_UnitedStates.Male_Total_Population.data|Brunswick_NorthCarolina_UnitedStates.Male_Total_Population.missing|Brunswick_NorthCarolina_UnitedStates.Female_Total_Population.data|Brunswick_NorthCarolina_UnitedStates.Female_Total_Population.missing|Brunswick_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Brunswick_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-17|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2021-11-18|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2021-11-19|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2021-11-20|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2021-11-21|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2021-11-22|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2021-11-23|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2021-11-24|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2021-11-25|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2021-11-26|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2021-11-27|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2021-11-28|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2021-11-29|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2021-11-30|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2021-12-01|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2021-12-02|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2021-12-03|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2021-12-04|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2021-12-05|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2021-12-06|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2021-12-07|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2021-12-08|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2021-12-09|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2021-12-10|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2021-12-11|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2021-12-12|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2021-12-13|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2021-12-14|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2021-12-15|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2021-12-16|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2021-12-17|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2021-12-18|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2021-12-19|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2021-12-20|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2021-12-21|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2021-12-22|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2021-12-23|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2021-12-24|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2021-12-25|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2021-12-26|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2021-12-27|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2021-12-28|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2021-12-29|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2021-12-30|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2021-12-31|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2022-01-01|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2022-01-02|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2022-01-03|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2022-01-04|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2022-01-05|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2022-01-06|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2022-01-07|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2022-01-08|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2022-01-09|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2022-01-10|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2022-01-11|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2022-01-12|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2022-01-13|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2022-01-14|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2022-01-15|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2022-01-16|43070.0|0|65301.0|0|71443.0|0|20873.0|0
0|2022-01-17|43070.0|0|65301.0|0|71443.0|0|20873.0|0
