|dates|Pacific_Washington_UnitedStates.JHU_ConfirmedCases.data|Pacific_Washington_UnitedStates.JHU_ConfirmedCases.missing|Pacific_Washington_UnitedStates.NYT_ConfirmedCases.data|Pacific_Washington_UnitedStates.NYT_ConfirmedCases.missing|Pacific_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Pacific_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Pacific_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Pacific_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-19|1875.0|0|1875.0|0|34.0|0|0.0|100
0|2021-11-20|1875.0|0|1875.0|0|34.0|0|0.0|100
0|2021-11-21|1875.0|0|1875.0|0|34.0|0|0.0|100
0|2021-11-22|1881.0|0|1881.0|0|34.0|0|0.0|100
0|2021-11-23|1884.0|0|1884.0|0|34.0|0|0.0|100
0|2021-11-24|1884.0|0|1884.0|0|34.0|0|0.0|100
0|2021-11-25|1884.0|0|1884.0|0|34.0|0|0.0|100
0|2021-11-26|1884.0|0|1884.0|0|34.0|0|0.0|100
0|2021-11-27|1884.0|0|1884.0|0|34.0|0|0.0|100
0|2021-11-28|1884.0|0|1884.0|0|34.0|0|0.0|100
0|2021-11-29|1895.0|0|1895.0|0|34.0|0|0.0|100
0|2021-11-30|1897.0|0|1897.0|0|35.0|0|0.0|100
0|2021-12-01|1897.0|0|1897.0|0|35.0|0|0.0|100
0|2021-12-02|1907.0|0|1907.0|0|36.0|0|0.0|100
0|2021-12-03|1911.0|0|1911.0|0|37.0|0|0.0|100
0|2021-12-04|1911.0|0|1911.0|0|37.0|0|0.0|100
0|2021-12-05|1911.0|0|1911.0|0|37.0|0|0.0|100
0|2021-12-06|1921.0|0|1921.0|0|37.0|0|0.0|100
0|2021-12-07|1925.0|0|1925.0|0|37.0|0|0.0|100
0|2021-12-08|1925.0|0|1925.0|0|37.0|0|0.0|100
0|2021-12-09|1934.0|0|1934.0|0|38.0|0|0.0|100
0|2021-12-10|1938.0|0|1938.0|0|38.0|0|0.0|100
0|2021-12-11|1938.0|0|1938.0|0|38.0|0|0.0|100
0|2021-12-12|1938.0|0|1938.0|0|38.0|0|0.0|100
0|2021-12-13|1947.0|0|1947.0|0|38.0|0|0.0|100
0|2021-12-14|1947.0|0|1952.0|0|38.0|0|0.0|100
0|2021-12-15|1959.0|0|1959.0|0|38.0|0|0.0|100
0|2021-12-16|1965.0|0|1965.0|0|38.0|0|0.0|100
0|2021-12-17|1970.0|0|1970.0|0|38.0|0|0.0|100
0|2021-12-18|1970.0|0|1970.0|0|38.0|0|0.0|100
0|2021-12-19|1970.0|0|1970.0|0|38.0|0|0.0|100
0|2021-12-20|1980.0|0|1980.0|0|38.0|0|0.0|100
0|2021-12-21|1984.0|0|1984.0|0|38.0|0|0.0|100
0|2021-12-22|1985.0|0|1985.0|0|38.0|0|0.0|100
0|2021-12-23|1994.0|0|1994.0|0|39.0|0|0.0|100
0|2021-12-24|1994.0|0|1994.0|0|39.0|0|0.0|100
0|2021-12-25|1994.0|0|1994.0|0|39.0|0|0.0|100
0|2021-12-26|1994.0|0|1994.0|0|39.0|0|0.0|100
0|2021-12-27|2014.0|0|2014.0|0|39.0|0|0.0|100
0|2021-12-28|2018.0|0|2018.0|0|39.0|0|0.0|100
0|2021-12-29|2025.0|0|2025.0|0|39.0|0|0.0|100
0|2021-12-30|2025.0|0|2042.0|0|39.0|0|0.0|100
0|2021-12-31|2042.0|0|2042.0|0|39.0|0|0.0|100
0|2022-01-01|2042.0|0|2042.0|0|39.0|0|0.0|100
0|2022-01-02|2042.0|0|2042.0|0|39.0|0|0.0|100
0|2022-01-03|2080.0|0|2080.0|0|39.0|0|0.0|100
0|2022-01-04|2083.0|0|2083.0|0|40.0|0|0.0|100
0|2022-01-05|2101.0|0|2101.0|0|40.0|0|0.0|100
0|2022-01-06|2114.0|0|2114.0|0|42.0|0|0.0|100
0|2022-01-07|2148.0|0|2148.0|0|43.0|0|0.0|100
0|2022-01-08|2148.0|0|2148.0|0|43.0|0|0.0|100
0|2022-01-09|2148.0|0|2148.0|0|43.0|0|0.0|100
0|2022-01-10|2246.0|0|2246.0|0|43.0|0|0.0|100
0|2022-01-11|2260.0|0|2260.0|0|43.0|0|0.0|100
0|2022-01-12|2287.0|0|2287.0|0|43.0|0|0.0|100
0|2022-01-13|2287.0|0|2305.0|0|43.0|0|0.0|100
0|2022-01-14|2334.0|0|2334.0|0|43.0|0|0.0|100
0|2022-01-15|2334.0|0|2334.0|0|43.0|0|0.0|100
0|2022-01-16|2334.0|0|2334.0|0|43.0|0|0.0|100
0|2022-01-17|2334.0|0|0.0|100|43.0|0|0.0|100
