|dates|Chase_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Chase_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Chase_Nebraska_UnitedStates.Male_Total_Population.data|Chase_Nebraska_UnitedStates.Male_Total_Population.missing|Chase_Nebraska_UnitedStates.Female_Total_Population.data|Chase_Nebraska_UnitedStates.Female_Total_Population.missing|Chase_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Chase_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-21|814.0|0|1970.0|0|2007.0|0|1018.0|0
0|2021-12-22|814.0|0|1970.0|0|2007.0|0|1018.0|0
0|2021-12-23|814.0|0|1970.0|0|2007.0|0|1018.0|0
0|2021-12-24|814.0|0|1970.0|0|2007.0|0|1018.0|0
0|2021-12-25|814.0|0|1970.0|0|2007.0|0|1018.0|0
0|2021-12-26|814.0|0|1970.0|0|2007.0|0|1018.0|0
0|2021-12-27|814.0|0|1970.0|0|2007.0|0|1018.0|0
0|2021-12-28|814.0|0|1970.0|0|2007.0|0|1018.0|0
0|2021-12-29|814.0|0|1970.0|0|2007.0|0|1018.0|0
0|2021-12-30|814.0|0|1970.0|0|2007.0|0|1018.0|0
0|2021-12-31|814.0|0|1970.0|0|2007.0|0|1018.0|0
0|2022-01-01|814.0|0|1970.0|0|2007.0|0|1018.0|0
0|2022-01-02|814.0|0|1970.0|0|2007.0|0|1018.0|0
0|2022-01-03|814.0|0|1970.0|0|2007.0|0|1018.0|0
0|2022-01-04|814.0|0|1970.0|0|2007.0|0|1018.0|0
0|2022-01-05|814.0|0|1970.0|0|2007.0|0|1018.0|0
0|2022-01-06|814.0|0|1970.0|0|2007.0|0|1018.0|0
0|2022-01-07|814.0|0|1970.0|0|2007.0|0|1018.0|0
0|2022-01-08|814.0|0|1970.0|0|2007.0|0|1018.0|0
0|2022-01-09|814.0|0|1970.0|0|2007.0|0|1018.0|0
0|2022-01-10|814.0|0|1970.0|0|2007.0|0|1018.0|0
0|2022-01-11|814.0|0|1970.0|0|2007.0|0|1018.0|0
0|2022-01-12|814.0|0|1970.0|0|2007.0|0|1018.0|0
0|2022-01-13|814.0|0|1970.0|0|2007.0|0|1018.0|0
0|2022-01-14|814.0|0|1970.0|0|2007.0|0|1018.0|0
0|2022-01-15|814.0|0|1970.0|0|2007.0|0|1018.0|0
0|2022-01-16|814.0|0|1970.0|0|2007.0|0|1018.0|0
0|2022-01-17|814.0|0|1970.0|0|2007.0|0|1018.0|0
