|dates|Moniteau_Missouri_UnitedStates.JHU_ConfirmedCases.data|Moniteau_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Moniteau_Missouri_UnitedStates.NYT_ConfirmedCases.data|Moniteau_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Moniteau_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Moniteau_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Moniteau_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Moniteau_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-21|2913.0|0|2913.0|0|46.0|0|0.0|100
0|2021-12-22|2923.0|0|2923.0|0|46.0|0|0.0|100
0|2021-12-23|2935.0|0|2935.0|0|46.0|0|0.0|100
0|2021-12-24|2935.0|0|2935.0|0|46.0|0|0.0|100
0|2021-12-25|2935.0|0|2935.0|0|46.0|0|0.0|100
0|2021-12-26|2935.0|0|2935.0|0|46.0|0|0.0|100
0|2021-12-27|2942.0|0|2942.0|0|46.0|0|0.0|100
0|2021-12-28|2958.0|0|2958.0|0|46.0|0|0.0|100
0|2021-12-29|2966.0|0|2966.0|0|46.0|0|0.0|100
0|2021-12-30|2979.0|0|2979.0|0|46.0|0|0.0|100
0|2021-12-31|2979.0|0|2979.0|0|46.0|0|0.0|100
0|2022-01-01|2979.0|0|2979.0|0|46.0|0|0.0|100
0|2022-01-02|2979.0|0|2979.0|0|46.0|0|0.0|100
0|2022-01-03|2979.0|0|2985.0|0|46.0|0|0.0|100
0|2022-01-04|2991.0|0|2991.0|0|46.0|0|0.0|100
0|2022-01-05|3008.0|0|3008.0|0|46.0|0|0.0|100
0|2022-01-06|3022.0|0|3022.0|0|46.0|0|0.0|100
0|2022-01-07|3028.0|0|3028.0|0|46.0|0|0.0|100
0|2022-01-08|3057.0|0|3057.0|0|46.0|0|0.0|100
0|2022-01-09|3057.0|0|3057.0|0|46.0|0|0.0|100
0|2022-01-10|3064.0|0|3064.0|0|46.0|0|0.0|100
0|2022-01-11|3096.0|0|3096.0|0|46.0|0|0.0|100
0|2022-01-12|3123.0|0|3123.0|0|46.0|0|0.0|100
0|2022-01-13|3123.0|0|3153.0|0|46.0|0|0.0|100
0|2022-01-14|3169.0|0|3169.0|0|47.0|0|0.0|100
0|2022-01-15|3216.0|0|3216.0|0|47.0|0|0.0|100
0|2022-01-16|3216.0|0|3216.0|0|47.0|0|0.0|100
0|2022-01-17|3216.0|0|0.0|100|47.0|0|0.0|100
