|dates|Bethel_Alaska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bethel_Alaska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bethel_Alaska_UnitedStates.Male_Total_Population.data|Bethel_Alaska_UnitedStates.Male_Total_Population.missing|Bethel_Alaska_UnitedStates.Female_Total_Population.data|Bethel_Alaska_UnitedStates.Female_Total_Population.missing|Bethel_Alaska_UnitedStates.MaleAndFemale_Under18_Population.data|Bethel_Alaska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-02|1402.0|0|9376.0|0|8840.0|0|6542.0|0
0|2021-12-03|1402.0|0|9376.0|0|8840.0|0|6542.0|0
0|2021-12-04|1402.0|0|9376.0|0|8840.0|0|6542.0|0
0|2021-12-05|1402.0|0|9376.0|0|8840.0|0|6542.0|0
0|2021-12-06|1402.0|0|9376.0|0|8840.0|0|6542.0|0
0|2021-12-07|1402.0|0|9376.0|0|8840.0|0|6542.0|0
0|2021-12-08|1402.0|0|9376.0|0|8840.0|0|6542.0|0
0|2021-12-09|1402.0|0|9376.0|0|8840.0|0|6542.0|0
0|2021-12-10|1402.0|0|9376.0|0|8840.0|0|6542.0|0
0|2021-12-11|1402.0|0|9376.0|0|8840.0|0|6542.0|0
0|2021-12-12|1402.0|0|9376.0|0|8840.0|0|6542.0|0
0|2021-12-13|1402.0|0|9376.0|0|8840.0|0|6542.0|0
0|2021-12-14|1402.0|0|9376.0|0|8840.0|0|6542.0|0
0|2021-12-15|1402.0|0|9376.0|0|8840.0|0|6542.0|0
0|2021-12-16|1402.0|0|9376.0|0|8840.0|0|6542.0|0
0|2021-12-17|1402.0|0|9376.0|0|8840.0|0|6542.0|0
0|2021-12-18|1402.0|0|9376.0|0|8840.0|0|6542.0|0
0|2021-12-19|1402.0|0|9376.0|0|8840.0|0|6542.0|0
0|2021-12-20|1402.0|0|9376.0|0|8840.0|0|6542.0|0
0|2021-12-21|1402.0|0|9376.0|0|8840.0|0|6542.0|0
0|2021-12-22|1402.0|0|9376.0|0|8840.0|0|6542.0|0
0|2021-12-23|1402.0|0|9376.0|0|8840.0|0|6542.0|0
0|2021-12-24|1402.0|0|9376.0|0|8840.0|0|6542.0|0
0|2021-12-25|1402.0|0|9376.0|0|8840.0|0|6542.0|0
0|2021-12-26|1402.0|0|9376.0|0|8840.0|0|6542.0|0
0|2021-12-27|1402.0|0|9376.0|0|8840.0|0|6542.0|0
0|2021-12-28|1402.0|0|9376.0|0|8840.0|0|6542.0|0
0|2021-12-29|1402.0|0|9376.0|0|8840.0|0|6542.0|0
0|2021-12-30|1402.0|0|9376.0|0|8840.0|0|6542.0|0
0|2021-12-31|1402.0|0|9376.0|0|8840.0|0|6542.0|0
0|2022-01-01|1402.0|0|9376.0|0|8840.0|0|6542.0|0
0|2022-01-02|1402.0|0|9376.0|0|8840.0|0|6542.0|0
0|2022-01-03|1402.0|0|9376.0|0|8840.0|0|6542.0|0
0|2022-01-04|1402.0|0|9376.0|0|8840.0|0|6542.0|0
0|2022-01-05|1402.0|0|9376.0|0|8840.0|0|6542.0|0
0|2022-01-06|1402.0|0|9376.0|0|8840.0|0|6542.0|0
0|2022-01-07|1402.0|0|9376.0|0|8840.0|0|6542.0|0
0|2022-01-08|1402.0|0|9376.0|0|8840.0|0|6542.0|0
0|2022-01-09|1402.0|0|9376.0|0|8840.0|0|6542.0|0
0|2022-01-10|1402.0|0|9376.0|0|8840.0|0|6542.0|0
0|2022-01-11|1402.0|0|9376.0|0|8840.0|0|6542.0|0
0|2022-01-12|1402.0|0|9376.0|0|8840.0|0|6542.0|0
0|2022-01-13|1402.0|0|9376.0|0|8840.0|0|6542.0|0
0|2022-01-14|1402.0|0|9376.0|0|8840.0|0|6542.0|0
0|2022-01-15|1402.0|0|9376.0|0|8840.0|0|6542.0|0
0|2022-01-16|1402.0|0|9376.0|0|8840.0|0|6542.0|0
0|2022-01-17|1402.0|0|9376.0|0|8840.0|0|6542.0|0
