|dates|Clark_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Clark_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Clark_Washington_UnitedStates.Male_Total_Population.data|Clark_Washington_UnitedStates.Male_Total_Population.missing|Clark_Washington_UnitedStates.Female_Total_Population.data|Clark_Washington_UnitedStates.Female_Total_Population.missing|Clark_Washington_UnitedStates.MaleAndFemale_Under18_Population.data|Clark_Washington_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-13|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2021-11-14|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2021-11-15|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2021-11-16|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2021-11-17|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2021-11-18|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2021-11-19|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2021-11-20|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2021-11-21|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2021-11-22|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2021-11-23|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2021-11-24|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2021-11-25|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2021-11-26|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2021-11-27|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2021-11-28|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2021-11-29|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2021-11-30|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2021-12-01|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2021-12-02|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2021-12-03|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2021-12-04|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2021-12-05|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2021-12-06|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2021-12-07|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2021-12-08|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2021-12-09|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2021-12-10|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2021-12-11|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2021-12-12|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2021-12-13|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2021-12-14|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2021-12-15|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2021-12-16|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2021-12-17|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2021-12-18|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2021-12-19|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2021-12-20|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2021-12-21|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2021-12-22|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2021-12-23|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2021-12-24|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2021-12-25|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2021-12-26|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2021-12-27|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2021-12-28|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2021-12-29|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2021-12-30|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2021-12-31|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2022-01-01|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2022-01-02|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2022-01-03|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2022-01-04|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2022-01-05|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2022-01-06|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2022-01-07|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2022-01-08|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2022-01-09|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2022-01-10|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2022-01-11|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2022-01-12|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2022-01-13|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2022-01-14|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2022-01-15|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2022-01-16|74530.0|0|238118.0|0|243739.0|0|115356.0|0
0|2022-01-17|74530.0|0|238118.0|0|243739.0|0|115356.0|0
