|dates|Clackamas_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Clackamas_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Clackamas_Oregon_UnitedStates.Male_Total_Population.data|Clackamas_Oregon_UnitedStates.Male_Total_Population.missing|Clackamas_Oregon_UnitedStates.Female_Total_Population.data|Clackamas_Oregon_UnitedStates.Female_Total_Population.missing|Clackamas_Oregon_UnitedStates.MaleAndFemale_Under18_Population.data|Clackamas_Oregon_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-13|75318.0|0|205076.0|0|210999.0|0|89515.0|0
0|2021-12-14|75318.0|0|205076.0|0|210999.0|0|89515.0|0
0|2021-12-15|75318.0|0|205076.0|0|210999.0|0|89515.0|0
0|2021-12-16|75318.0|0|205076.0|0|210999.0|0|89515.0|0
0|2021-12-17|75318.0|0|205076.0|0|210999.0|0|89515.0|0
0|2021-12-18|75318.0|0|205076.0|0|210999.0|0|89515.0|0
0|2021-12-19|75318.0|0|205076.0|0|210999.0|0|89515.0|0
0|2021-12-20|75318.0|0|205076.0|0|210999.0|0|89515.0|0
0|2021-12-21|75318.0|0|205076.0|0|210999.0|0|89515.0|0
0|2021-12-22|75318.0|0|205076.0|0|210999.0|0|89515.0|0
0|2021-12-23|75318.0|0|205076.0|0|210999.0|0|89515.0|0
0|2021-12-24|75318.0|0|205076.0|0|210999.0|0|89515.0|0
0|2021-12-25|75318.0|0|205076.0|0|210999.0|0|89515.0|0
0|2021-12-26|75318.0|0|205076.0|0|210999.0|0|89515.0|0
0|2021-12-27|75318.0|0|205076.0|0|210999.0|0|89515.0|0
0|2021-12-28|75318.0|0|205076.0|0|210999.0|0|89515.0|0
0|2021-12-29|75318.0|0|205076.0|0|210999.0|0|89515.0|0
0|2021-12-30|75318.0|0|205076.0|0|210999.0|0|89515.0|0
0|2021-12-31|75318.0|0|205076.0|0|210999.0|0|89515.0|0
0|2022-01-01|75318.0|0|205076.0|0|210999.0|0|89515.0|0
0|2022-01-02|75318.0|0|205076.0|0|210999.0|0|89515.0|0
0|2022-01-03|75318.0|0|205076.0|0|210999.0|0|89515.0|0
0|2022-01-04|75318.0|0|205076.0|0|210999.0|0|89515.0|0
0|2022-01-05|75318.0|0|205076.0|0|210999.0|0|89515.0|0
0|2022-01-06|75318.0|0|205076.0|0|210999.0|0|89515.0|0
0|2022-01-07|75318.0|0|205076.0|0|210999.0|0|89515.0|0
0|2022-01-08|75318.0|0|205076.0|0|210999.0|0|89515.0|0
0|2022-01-09|75318.0|0|205076.0|0|210999.0|0|89515.0|0
0|2022-01-10|75318.0|0|205076.0|0|210999.0|0|89515.0|0
0|2022-01-11|75318.0|0|205076.0|0|210999.0|0|89515.0|0
0|2022-01-12|75318.0|0|205076.0|0|210999.0|0|89515.0|0
0|2022-01-13|75318.0|0|205076.0|0|210999.0|0|89515.0|0
0|2022-01-14|75318.0|0|205076.0|0|210999.0|0|89515.0|0
0|2022-01-15|75318.0|0|205076.0|0|210999.0|0|89515.0|0
0|2022-01-16|75318.0|0|205076.0|0|210999.0|0|89515.0|0
0|2022-01-17|75318.0|0|205076.0|0|210999.0|0|89515.0|0
