|dates|Hamilton_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hamilton_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hamilton_Indiana_UnitedStates.Male_Total_Population.data|Hamilton_Indiana_UnitedStates.Male_Total_Population.missing|Hamilton_Indiana_UnitedStates.Female_Total_Population.data|Hamilton_Indiana_UnitedStates.Female_Total_Population.missing|Hamilton_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Hamilton_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2022-01-05|40862.0|0|161345.0|0|168741.0|0|89053.0|0
0|2022-01-06|40862.0|0|161345.0|0|168741.0|0|89053.0|0
0|2022-01-07|40862.0|0|161345.0|0|168741.0|0|89053.0|0
0|2022-01-08|40862.0|0|161345.0|0|168741.0|0|89053.0|0
0|2022-01-09|40862.0|0|161345.0|0|168741.0|0|89053.0|0
0|2022-01-10|40862.0|0|161345.0|0|168741.0|0|89053.0|0
0|2022-01-11|40862.0|0|161345.0|0|168741.0|0|89053.0|0
0|2022-01-12|40862.0|0|161345.0|0|168741.0|0|89053.0|0
0|2022-01-13|40862.0|0|161345.0|0|168741.0|0|89053.0|0
0|2022-01-14|40862.0|0|161345.0|0|168741.0|0|89053.0|0
0|2022-01-15|40862.0|0|161345.0|0|168741.0|0|89053.0|0
0|2022-01-16|40862.0|0|161345.0|0|168741.0|0|89053.0|0
0|2022-01-17|40862.0|0|161345.0|0|168741.0|0|89053.0|0
