|dates|PointeCoupee_Louisiana_UnitedStates.JHU_ConfirmedCases.data|PointeCoupee_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|PointeCoupee_Louisiana_UnitedStates.NYT_ConfirmedCases.data|PointeCoupee_Louisiana_UnitedStates.NYT_ConfirmedCases.missing|PointeCoupee_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|PointeCoupee_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|PointeCoupee_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|PointeCoupee_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-25|3985.0|0|3985.0|0|84.0|0|0.0|100
0|2021-11-26|3985.0|0|3985.0|0|84.0|0|0.0|100
0|2021-11-27|3985.0|0|3985.0|0|84.0|0|0.0|100
0|2021-11-28|3985.0|0|3985.0|0|84.0|0|0.0|100
0|2021-11-29|3988.0|0|3988.0|0|84.0|0|0.0|100
0|2021-11-30|3988.0|0|3988.0|0|85.0|0|0.0|100
0|2021-12-01|3991.0|0|3991.0|0|85.0|0|0.0|100
0|2021-12-02|3991.0|0|3993.0|0|85.0|0|0.0|100
0|2021-12-03|3994.0|0|3994.0|0|85.0|0|0.0|100
0|2021-12-04|3994.0|0|3994.0|0|85.0|0|0.0|100
0|2021-12-05|3994.0|0|3994.0|0|85.0|0|0.0|100
0|2021-12-06|3999.0|0|3999.0|0|85.0|0|0.0|100
0|2021-12-07|4003.0|0|4003.0|0|85.0|0|0.0|100
0|2021-12-08|4006.0|0|4006.0|0|85.0|0|0.0|100
0|2021-12-09|4007.0|0|4007.0|0|85.0|0|0.0|100
0|2021-12-10|4012.0|0|4012.0|0|85.0|0|0.0|100
0|2021-12-11|4012.0|0|4012.0|0|85.0|0|0.0|100
0|2021-12-12|4012.0|0|4012.0|0|85.0|0|0.0|100
0|2021-12-13|4013.0|0|4013.0|0|85.0|0|0.0|100
0|2021-12-14|4013.0|0|4013.0|0|85.0|0|0.0|100
0|2021-12-15|4016.0|0|4016.0|0|85.0|0|0.0|100
0|2021-12-16|4017.0|0|4017.0|0|85.0|0|0.0|100
0|2021-12-17|4017.0|0|4017.0|0|85.0|0|0.0|100
0|2021-12-18|4017.0|0|4017.0|0|85.0|0|0.0|100
0|2021-12-19|4017.0|0|4017.0|0|85.0|0|0.0|100
0|2021-12-20|4023.0|0|4023.0|0|85.0|0|0.0|100
0|2021-12-21|4027.0|0|4027.0|0|85.0|0|0.0|100
0|2021-12-22|4030.0|0|4030.0|0|85.0|0|0.0|100
0|2021-12-23|4037.0|0|4037.0|0|85.0|0|0.0|100
0|2021-12-24|4037.0|0|4037.0|0|85.0|0|0.0|100
0|2021-12-25|4037.0|0|4037.0|0|85.0|0|0.0|100
0|2021-12-26|4037.0|0|4037.0|0|85.0|0|0.0|100
0|2021-12-27|4053.0|0|4053.0|0|85.0|0|0.0|100
0|2021-12-28|4057.0|0|4057.0|0|85.0|0|0.0|100
0|2021-12-29|4102.0|0|4102.0|0|85.0|0|0.0|100
0|2021-12-30|4129.0|0|4129.0|0|85.0|0|0.0|100
0|2021-12-31|4129.0|0|4129.0|0|85.0|0|0.0|100
0|2022-01-01|4129.0|0|4129.0|0|85.0|0|0.0|100
0|2022-01-02|4129.0|0|4129.0|0|85.0|0|0.0|100
0|2022-01-03|4189.0|0|4189.0|0|85.0|0|0.0|100
0|2022-01-04|4218.0|0|4218.0|0|85.0|0|0.0|100
0|2022-01-05|4249.0|0|4249.0|0|85.0|0|0.0|100
0|2022-01-06|4428.0|0|4428.0|0|85.0|0|0.0|100
0|2022-01-07|4476.0|0|4476.0|0|85.0|0|0.0|100
0|2022-01-08|4476.0|0|4476.0|0|85.0|0|0.0|100
0|2022-01-09|4476.0|0|4476.0|0|85.0|0|0.0|100
0|2022-01-10|4547.0|0|4547.0|0|85.0|0|0.0|100
0|2022-01-11|4630.0|0|4630.0|0|85.0|0|0.0|100
0|2022-01-12|4630.0|0|4630.0|0|85.0|0|0.0|100
0|2022-01-13|4630.0|0|4630.0|0|85.0|0|0.0|100
0|2022-01-14|4813.0|0|4813.0|0|85.0|0|0.0|100
0|2022-01-15|4813.0|0|4813.0|0|85.0|0|0.0|100
0|2022-01-16|4813.0|0|4813.0|0|85.0|0|0.0|100
0|2022-01-17|4813.0|0|0.0|100|85.0|0|0.0|100
