|dates|Saratoga_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Saratoga_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Saratoga_NewYork_UnitedStates.Male_Total_Population.data|Saratoga_NewYork_UnitedStates.Male_Total_Population.missing|Saratoga_NewYork_UnitedStates.Female_Total_Population.data|Saratoga_NewYork_UnitedStates.Female_Total_Population.missing|Saratoga_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Saratoga_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-02|41728.0|0|113980.0|0|116183.0|0|46168.0|0
0|2021-12-03|41728.0|0|113980.0|0|116183.0|0|46168.0|0
0|2021-12-04|41728.0|0|113980.0|0|116183.0|0|46168.0|0
0|2021-12-05|41728.0|0|113980.0|0|116183.0|0|46168.0|0
0|2021-12-06|41728.0|0|113980.0|0|116183.0|0|46168.0|0
0|2021-12-07|41728.0|0|113980.0|0|116183.0|0|46168.0|0
0|2021-12-08|41728.0|0|113980.0|0|116183.0|0|46168.0|0
0|2021-12-09|41728.0|0|113980.0|0|116183.0|0|46168.0|0
0|2021-12-10|41728.0|0|113980.0|0|116183.0|0|46168.0|0
0|2021-12-11|41728.0|0|113980.0|0|116183.0|0|46168.0|0
0|2021-12-12|41728.0|0|113980.0|0|116183.0|0|46168.0|0
0|2021-12-13|41728.0|0|113980.0|0|116183.0|0|46168.0|0
0|2021-12-14|41728.0|0|113980.0|0|116183.0|0|46168.0|0
0|2021-12-15|41728.0|0|113980.0|0|116183.0|0|46168.0|0
0|2021-12-16|41728.0|0|113980.0|0|116183.0|0|46168.0|0
0|2021-12-17|41728.0|0|113980.0|0|116183.0|0|46168.0|0
0|2021-12-18|41728.0|0|113980.0|0|116183.0|0|46168.0|0
0|2021-12-19|41728.0|0|113980.0|0|116183.0|0|46168.0|0
0|2021-12-20|41728.0|0|113980.0|0|116183.0|0|46168.0|0
0|2021-12-21|41728.0|0|113980.0|0|116183.0|0|46168.0|0
0|2021-12-22|41728.0|0|113980.0|0|116183.0|0|46168.0|0
0|2021-12-23|41728.0|0|113980.0|0|116183.0|0|46168.0|0
0|2021-12-24|41728.0|0|113980.0|0|116183.0|0|46168.0|0
0|2021-12-25|41728.0|0|113980.0|0|116183.0|0|46168.0|0
0|2021-12-26|41728.0|0|113980.0|0|116183.0|0|46168.0|0
0|2021-12-27|41728.0|0|113980.0|0|116183.0|0|46168.0|0
0|2021-12-28|41728.0|0|113980.0|0|116183.0|0|46168.0|0
0|2021-12-29|41728.0|0|113980.0|0|116183.0|0|46168.0|0
0|2021-12-30|41728.0|0|113980.0|0|116183.0|0|46168.0|0
0|2021-12-31|41728.0|0|113980.0|0|116183.0|0|46168.0|0
0|2022-01-01|41728.0|0|113980.0|0|116183.0|0|46168.0|0
0|2022-01-02|41728.0|0|113980.0|0|116183.0|0|46168.0|0
0|2022-01-03|41728.0|0|113980.0|0|116183.0|0|46168.0|0
0|2022-01-04|41728.0|0|113980.0|0|116183.0|0|46168.0|0
0|2022-01-05|41728.0|0|113980.0|0|116183.0|0|46168.0|0
0|2022-01-06|41728.0|0|113980.0|0|116183.0|0|46168.0|0
0|2022-01-07|41728.0|0|113980.0|0|116183.0|0|46168.0|0
0|2022-01-08|41728.0|0|113980.0|0|116183.0|0|46168.0|0
0|2022-01-09|41728.0|0|113980.0|0|116183.0|0|46168.0|0
0|2022-01-10|41728.0|0|113980.0|0|116183.0|0|46168.0|0
0|2022-01-11|41728.0|0|113980.0|0|116183.0|0|46168.0|0
0|2022-01-12|41728.0|0|113980.0|0|116183.0|0|46168.0|0
0|2022-01-13|41728.0|0|113980.0|0|116183.0|0|46168.0|0
0|2022-01-14|41728.0|0|113980.0|0|116183.0|0|46168.0|0
0|2022-01-15|41728.0|0|113980.0|0|116183.0|0|46168.0|0
0|2022-01-16|41728.0|0|113980.0|0|116183.0|0|46168.0|0
0|2022-01-17|41728.0|0|113980.0|0|116183.0|0|46168.0|0
