|dates|Butler_Alabama_UnitedStates.JHU_ConfirmedCases.data|Butler_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Butler_Alabama_UnitedStates.NYT_ConfirmedCases.data|Butler_Alabama_UnitedStates.NYT_ConfirmedCases.missing|Butler_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Butler_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Butler_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Butler_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-11|3387.0|0|3387.0|0|99.0|0|0.0|100
0|2021-11-12|3387.0|0|3387.0|0|99.0|0|0.0|100
0|2021-11-13|3387.0|0|3387.0|0|99.0|0|0.0|100
0|2021-11-14|3390.0|0|3390.0|0|99.0|0|0.0|100
0|2021-11-15|3391.0|0|3391.0|0|99.0|0|0.0|100
0|2021-11-16|3393.0|0|3393.0|0|100.0|0|0.0|100
0|2021-11-17|3398.0|0|3398.0|0|100.0|0|0.0|100
0|2021-11-18|3404.0|0|3404.0|0|100.0|0|0.0|100
0|2021-11-19|3409.0|0|3409.0|0|100.0|0|0.0|100
0|2021-11-20|3419.0|0|3419.0|0|100.0|0|0.0|100
0|2021-11-21|3422.0|0|3422.0|0|100.0|0|0.0|100
0|2021-11-22|3426.0|0|3426.0|0|100.0|0|0.0|100
0|2021-11-23|3430.0|0|3430.0|0|100.0|0|0.0|100
0|2021-11-24|3430.0|0|3430.0|0|100.0|0|0.0|100
0|2021-11-25|3433.0|0|3433.0|0|100.0|0|0.0|100
0|2021-11-26|3433.0|0|3433.0|0|100.0|0|0.0|100
0|2021-11-27|3434.0|0|3434.0|0|100.0|0|0.0|100
0|2021-11-28|3434.0|0|3434.0|0|100.0|0|0.0|100
0|2021-11-29|3435.0|0|3435.0|0|100.0|0|0.0|100
0|2021-11-30|3435.0|0|3439.0|0|100.0|0|0.0|100
0|2021-12-01|3442.0|0|3442.0|0|101.0|0|0.0|100
0|2021-12-02|3445.0|0|3445.0|0|101.0|0|0.0|100
0|2021-12-03|3444.0|0|3444.0|0|101.0|0|0.0|100
0|2021-12-04|3444.0|0|3444.0|0|101.0|0|0.0|100
0|2021-12-05|3445.0|0|3445.0|0|101.0|0|0.0|100
0|2021-12-06|3445.0|0|3445.0|0|101.0|0|0.0|100
0|2021-12-07|3446.0|0|3446.0|0|101.0|0|0.0|100
0|2021-12-08|3448.0|0|3448.0|0|101.0|0|0.0|100
0|2021-12-09|3459.0|0|3459.0|0|101.0|0|0.0|100
0|2021-12-10|3467.0|0|3467.0|0|101.0|0|0.0|100
0|2021-12-11|3466.0|0|3466.0|0|102.0|0|0.0|100
0|2021-12-12|3467.0|0|3467.0|0|102.0|0|0.0|100
0|2021-12-13|3467.0|0|3467.0|0|102.0|0|0.0|100
0|2021-12-14|3467.0|0|3479.0|0|102.0|0|0.0|100
0|2021-12-15|3480.0|0|3480.0|0|102.0|0|0.0|100
0|2021-12-16|3481.0|0|3481.0|0|102.0|0|0.0|100
0|2021-12-17|3487.0|0|3487.0|0|102.0|0|0.0|100
0|2021-12-18|3490.0|0|3490.0|0|102.0|0|0.0|100
0|2021-12-19|3491.0|0|3491.0|0|102.0|0|0.0|100
0|2021-12-20|3493.0|0|3493.0|0|102.0|0|0.0|100
0|2021-12-21|3494.0|0|3494.0|0|102.0|0|0.0|100
0|2021-12-22|3494.0|0|3494.0|0|102.0|0|0.0|100
0|2021-12-23|3498.0|0|3498.0|0|102.0|0|0.0|100
0|2021-12-24|3507.0|0|3507.0|0|102.0|0|0.0|100
0|2021-12-25|3510.0|0|3510.0|0|102.0|0|0.0|100
0|2021-12-26|3514.0|0|3514.0|0|102.0|0|0.0|100
0|2021-12-27|3520.0|0|3520.0|0|102.0|0|0.0|100
0|2021-12-28|3535.0|0|3535.0|0|102.0|0|0.0|100
0|2021-12-29|3558.0|0|3558.0|0|102.0|0|0.0|100
0|2021-12-30|3591.0|0|3591.0|0|102.0|0|0.0|100
0|2021-12-31|3613.0|0|3613.0|0|102.0|0|0.0|100
0|2022-01-01|3613.0|0|3613.0|0|102.0|0|0.0|100
0|2022-01-02|3654.0|0|3654.0|0|102.0|0|0.0|100
0|2022-01-03|3672.0|0|3672.0|0|102.0|0|0.0|100
0|2022-01-04|3695.0|0|3695.0|0|102.0|0|0.0|100
0|2022-01-05|3773.0|0|3773.0|0|102.0|0|0.0|100
0|2022-01-06|3838.0|0|3838.0|0|102.0|0|0.0|100
0|2022-01-07|3896.0|0|3896.0|0|102.0|0|0.0|100
0|2022-01-08|3919.0|0|3919.0|0|102.0|0|0.0|100
0|2022-01-09|3985.0|0|3985.0|0|102.0|0|0.0|100
0|2022-01-10|4021.0|0|4021.0|0|102.0|0|0.0|100
0|2022-01-11|4037.0|0|4037.0|0|102.0|0|0.0|100
0|2022-01-12|4073.0|0|4073.0|0|102.0|0|0.0|100
0|2022-01-13|4073.0|0|4073.0|0|102.0|0|0.0|100
0|2022-01-14|4073.0|0|4073.0|0|102.0|0|0.0|100
0|2022-01-15|4073.0|0|4073.0|0|102.0|0|0.0|100
0|2022-01-16|4232.0|0|4232.0|0|102.0|0|0.0|100
0|2022-01-17|4262.0|0|0.0|100|102.0|0|0.0|100
