|dates|Dawson_Georgia_UnitedStates.JHU_ConfirmedCases.data|Dawson_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Dawson_Georgia_UnitedStates.NYT_ConfirmedCases.data|Dawson_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Dawson_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Dawson_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Dawson_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Dawson_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-27|4996.0|0|5045.0|0|79.0|0|0.0|100
0|2021-12-28|5005.0|0|5054.0|0|79.0|0|0.0|100
0|2021-12-29|5036.0|0|5085.0|0|79.0|0|0.0|100
0|2021-12-30|5081.0|0|5130.0|0|80.0|0|0.0|100
0|2021-12-31|5147.0|0|5196.0|0|80.0|0|0.0|100
0|2022-01-01|5147.0|0|5196.0|0|80.0|0|0.0|100
0|2022-01-02|5147.0|0|5196.0|0|80.0|0|0.0|100
0|2022-01-03|5147.0|0|5196.0|0|80.0|0|0.0|100
0|2022-01-04|5338.0|0|5387.0|0|80.0|0|0.0|100
0|2022-01-05|5438.0|0|5487.0|0|80.0|0|0.0|100
0|2022-01-06|5438.0|0|5487.0|0|80.0|0|0.0|100
0|2022-01-07|5438.0|0|5487.0|0|80.0|0|0.0|100
0|2022-01-08|5438.0|0|5487.0|0|80.0|0|0.0|100
0|2022-01-09|5438.0|0|5487.0|0|80.0|0|0.0|100
0|2022-01-10|5740.0|0|5790.0|0|82.0|0|0.0|100
0|2022-01-11|5784.0|0|5834.0|0|82.0|0|0.0|100
0|2022-01-12|5814.0|0|5864.0|0|82.0|0|0.0|100
0|2022-01-13|5814.0|0|5922.0|0|82.0|0|0.0|100
0|2022-01-14|5905.0|0|5955.0|0|83.0|0|0.0|100
0|2022-01-15|5905.0|0|5955.0|0|83.0|0|0.0|100
0|2022-01-16|5905.0|0|5955.0|0|83.0|0|0.0|100
0|2022-01-17|5987.0|0|0.0|100|83.0|0|0.0|100
