|dates|Dauphin_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Dauphin_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Dauphin_Pennsylvania_UnitedStates.Male_Total_Population.data|Dauphin_Pennsylvania_UnitedStates.Male_Total_Population.missing|Dauphin_Pennsylvania_UnitedStates.Female_Total_Population.data|Dauphin_Pennsylvania_UnitedStates.Female_Total_Population.missing|Dauphin_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Dauphin_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-21|47002.0|0|134218.0|0|142879.0|0|62355.0|0
0|2021-11-22|47002.0|0|134218.0|0|142879.0|0|62355.0|0
0|2021-11-23|47002.0|0|134218.0|0|142879.0|0|62355.0|0
0|2021-11-24|47002.0|0|134218.0|0|142879.0|0|62355.0|0
0|2021-11-25|47002.0|0|134218.0|0|142879.0|0|62355.0|0
0|2021-11-26|47002.0|0|134218.0|0|142879.0|0|62355.0|0
0|2021-11-27|47002.0|0|134218.0|0|142879.0|0|62355.0|0
0|2021-11-28|47002.0|0|134218.0|0|142879.0|0|62355.0|0
0|2021-11-29|47002.0|0|134218.0|0|142879.0|0|62355.0|0
0|2021-11-30|47002.0|0|134218.0|0|142879.0|0|62355.0|0
0|2021-12-01|47002.0|0|134218.0|0|142879.0|0|62355.0|0
0|2021-12-02|47002.0|0|134218.0|0|142879.0|0|62355.0|0
0|2021-12-03|47002.0|0|134218.0|0|142879.0|0|62355.0|0
0|2021-12-04|47002.0|0|134218.0|0|142879.0|0|62355.0|0
0|2021-12-05|47002.0|0|134218.0|0|142879.0|0|62355.0|0
0|2021-12-06|47002.0|0|134218.0|0|142879.0|0|62355.0|0
0|2021-12-07|47002.0|0|134218.0|0|142879.0|0|62355.0|0
0|2021-12-08|47002.0|0|134218.0|0|142879.0|0|62355.0|0
0|2021-12-09|47002.0|0|134218.0|0|142879.0|0|62355.0|0
0|2021-12-10|47002.0|0|134218.0|0|142879.0|0|62355.0|0
0|2021-12-11|47002.0|0|134218.0|0|142879.0|0|62355.0|0
0|2021-12-12|47002.0|0|134218.0|0|142879.0|0|62355.0|0
0|2021-12-13|47002.0|0|134218.0|0|142879.0|0|62355.0|0
0|2021-12-14|47002.0|0|134218.0|0|142879.0|0|62355.0|0
0|2021-12-15|47002.0|0|134218.0|0|142879.0|0|62355.0|0
0|2021-12-16|47002.0|0|134218.0|0|142879.0|0|62355.0|0
0|2021-12-17|47002.0|0|134218.0|0|142879.0|0|62355.0|0
0|2021-12-18|47002.0|0|134218.0|0|142879.0|0|62355.0|0
0|2021-12-19|47002.0|0|134218.0|0|142879.0|0|62355.0|0
0|2021-12-20|47002.0|0|134218.0|0|142879.0|0|62355.0|0
0|2021-12-21|47002.0|0|134218.0|0|142879.0|0|62355.0|0
0|2021-12-22|47002.0|0|134218.0|0|142879.0|0|62355.0|0
0|2021-12-23|47002.0|0|134218.0|0|142879.0|0|62355.0|0
0|2021-12-24|47002.0|0|134218.0|0|142879.0|0|62355.0|0
0|2021-12-25|47002.0|0|134218.0|0|142879.0|0|62355.0|0
0|2021-12-26|47002.0|0|134218.0|0|142879.0|0|62355.0|0
0|2021-12-27|47002.0|0|134218.0|0|142879.0|0|62355.0|0
0|2021-12-28|47002.0|0|134218.0|0|142879.0|0|62355.0|0
0|2021-12-29|47002.0|0|134218.0|0|142879.0|0|62355.0|0
0|2021-12-30|47002.0|0|134218.0|0|142879.0|0|62355.0|0
0|2021-12-31|47002.0|0|134218.0|0|142879.0|0|62355.0|0
0|2022-01-01|47002.0|0|134218.0|0|142879.0|0|62355.0|0
0|2022-01-02|47002.0|0|134218.0|0|142879.0|0|62355.0|0
0|2022-01-03|47002.0|0|134218.0|0|142879.0|0|62355.0|0
0|2022-01-04|47002.0|0|134218.0|0|142879.0|0|62355.0|0
0|2022-01-05|47002.0|0|134218.0|0|142879.0|0|62355.0|0
0|2022-01-06|47002.0|0|134218.0|0|142879.0|0|62355.0|0
0|2022-01-07|47002.0|0|134218.0|0|142879.0|0|62355.0|0
0|2022-01-08|47002.0|0|134218.0|0|142879.0|0|62355.0|0
0|2022-01-09|47002.0|0|134218.0|0|142879.0|0|62355.0|0
0|2022-01-10|47002.0|0|134218.0|0|142879.0|0|62355.0|0
0|2022-01-11|47002.0|0|134218.0|0|142879.0|0|62355.0|0
0|2022-01-12|47002.0|0|134218.0|0|142879.0|0|62355.0|0
0|2022-01-13|47002.0|0|134218.0|0|142879.0|0|62355.0|0
0|2022-01-14|47002.0|0|134218.0|0|142879.0|0|62355.0|0
0|2022-01-15|47002.0|0|134218.0|0|142879.0|0|62355.0|0
0|2022-01-16|47002.0|0|134218.0|0|142879.0|0|62355.0|0
0|2022-01-17|47002.0|0|134218.0|0|142879.0|0|62355.0|0
