|dates|Jefferson_NewYork_UnitedStates.JHU_ConfirmedCases.data|Jefferson_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Jefferson_NewYork_UnitedStates.NYT_ConfirmedCases.data|Jefferson_NewYork_UnitedStates.NYT_ConfirmedCases.missing|Jefferson_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Jefferson_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Jefferson_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Jefferson_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-31|13251.0|0|13251.0|0|118.0|0|0.0|100
0|2022-01-01|13251.0|0|13354.0|0|118.0|0|0.0|100
0|2022-01-02|13251.0|0|13437.0|0|118.0|0|0.0|100
0|2022-01-03|13524.0|0|13524.0|0|118.0|0|0.0|100
0|2022-01-04|13641.0|0|13641.0|0|118.0|0|0.0|100
0|2022-01-05|13814.0|0|13814.0|0|118.0|0|0.0|100
0|2022-01-06|14082.0|0|14082.0|0|118.0|0|0.0|100
0|2022-01-07|14355.0|0|14355.0|0|118.0|0|0.0|100
0|2022-01-08|14586.0|0|14586.0|0|119.0|0|0.0|100
0|2022-01-09|14816.0|0|14816.0|0|119.0|0|0.0|100
0|2022-01-10|15032.0|0|15032.0|0|119.0|0|0.0|100
0|2022-01-11|15223.0|0|15223.0|0|119.0|0|0.0|100
0|2022-01-12|15433.0|0|15433.0|0|119.0|0|0.0|100
0|2022-01-13|15433.0|0|15671.0|0|119.0|0|0.0|100
0|2022-01-14|15920.0|0|15920.0|0|119.0|0|0.0|100
0|2022-01-15|16135.0|0|16135.0|0|119.0|0|0.0|100
0|2022-01-16|16337.0|0|16337.0|0|120.0|0|0.0|100
0|2022-01-17|16495.0|0|0.0|100|120.0|0|0.0|100
