|dates|Defiance_Ohio_UnitedStates.JHU_ConfirmedCases.data|Defiance_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Defiance_Ohio_UnitedStates.NYT_ConfirmedCases.data|Defiance_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Defiance_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Defiance_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Defiance_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Defiance_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-05|8229.0|0|8229.0|0|129.0|0|0.0|100
0|2022-01-06|8262.0|0|8262.0|0|129.0|0|0.0|100
0|2022-01-07|8324.0|0|8324.0|0|130.0|0|0.0|100
0|2022-01-08|8376.0|0|8376.0|0|130.0|0|0.0|100
0|2022-01-09|8414.0|0|8414.0|0|130.0|0|0.0|100
0|2022-01-10|8447.0|0|8447.0|0|130.0|0|0.0|100
0|2022-01-11|8493.0|0|8493.0|0|131.0|0|0.0|100
0|2022-01-12|8573.0|0|8573.0|0|131.0|0|0.0|100
0|2022-01-13|8573.0|0|8623.0|0|131.0|0|0.0|100
0|2022-01-14|8800.0|0|8800.0|0|134.0|0|0.0|100
0|2022-01-15|8917.0|0|8917.0|0|134.0|0|0.0|100
0|2022-01-16|8990.0|0|8990.0|0|134.0|0|0.0|100
0|2022-01-17|9057.0|0|0.0|100|134.0|0|0.0|100
