|dates|Ferry_Washington_UnitedStates.JHU_ConfirmedCases.data|Ferry_Washington_UnitedStates.JHU_ConfirmedCases.missing|Ferry_Washington_UnitedStates.NYT_ConfirmedCases.data|Ferry_Washington_UnitedStates.NYT_ConfirmedCases.missing|Ferry_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Ferry_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Ferry_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Ferry_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-16|906.0|0|906.0|0|18.0|0|0.0|100
0|2021-12-17|910.0|0|910.0|0|18.0|0|0.0|100
0|2021-12-18|910.0|0|910.0|0|18.0|0|0.0|100
0|2021-12-19|910.0|0|910.0|0|18.0|0|0.0|100
0|2021-12-20|915.0|0|915.0|0|18.0|0|0.0|100
0|2021-12-21|915.0|0|915.0|0|18.0|0|0.0|100
0|2021-12-22|918.0|0|918.0|0|18.0|0|0.0|100
0|2021-12-23|918.0|0|918.0|0|18.0|0|0.0|100
0|2021-12-24|918.0|0|918.0|0|18.0|0|0.0|100
0|2021-12-25|918.0|0|918.0|0|18.0|0|0.0|100
0|2021-12-26|918.0|0|918.0|0|18.0|0|0.0|100
0|2021-12-27|921.0|0|921.0|0|18.0|0|0.0|100
0|2021-12-28|921.0|0|921.0|0|18.0|0|0.0|100
0|2021-12-29|925.0|0|925.0|0|18.0|0|0.0|100
0|2021-12-30|928.0|0|928.0|0|18.0|0|0.0|100
0|2021-12-31|928.0|0|928.0|0|18.0|0|0.0|100
0|2022-01-01|928.0|0|928.0|0|18.0|0|0.0|100
0|2022-01-02|928.0|0|928.0|0|18.0|0|0.0|100
0|2022-01-03|934.0|0|934.0|0|18.0|0|0.0|100
0|2022-01-04|935.0|0|935.0|0|18.0|0|0.0|100
0|2022-01-05|945.0|0|945.0|0|18.0|0|0.0|100
0|2022-01-06|952.0|0|952.0|0|18.0|0|0.0|100
0|2022-01-07|955.0|0|955.0|0|18.0|0|0.0|100
0|2022-01-08|955.0|0|955.0|0|18.0|0|0.0|100
0|2022-01-09|955.0|0|955.0|0|18.0|0|0.0|100
0|2022-01-10|968.0|0|968.0|0|18.0|0|0.0|100
0|2022-01-11|970.0|0|970.0|0|18.0|0|0.0|100
0|2022-01-12|986.0|0|986.0|0|18.0|0|0.0|100
0|2022-01-13|986.0|0|992.0|0|18.0|0|0.0|100
0|2022-01-14|1009.0|0|1009.0|0|19.0|0|0.0|100
0|2022-01-15|1009.0|0|1009.0|0|19.0|0|0.0|100
0|2022-01-16|1009.0|0|1009.0|0|19.0|0|0.0|100
0|2022-01-17|1009.0|0|0.0|100|19.0|0|0.0|100
