|dates|Ulster_NewYork_UnitedStates.JHU_ConfirmedCases.data|Ulster_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Ulster_NewYork_UnitedStates.NYT_ConfirmedCases.data|Ulster_NewYork_UnitedStates.NYT_ConfirmedCases.missing|Ulster_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Ulster_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Ulster_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Ulster_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-23|18629.0|0|18629.0|0|287.0|0|0.0|100
0|2021-11-24|18701.0|0|18701.0|0|288.0|0|0.0|100
0|2021-11-25|18785.0|0|18785.0|0|288.0|0|0.0|100
0|2021-11-26|18865.0|0|18865.0|0|288.0|0|0.0|100
0|2021-11-27|18908.0|0|18908.0|0|290.0|0|0.0|100
0|2021-11-28|18957.0|0|18957.0|0|290.0|0|0.0|100
0|2021-11-29|19008.0|0|19008.0|0|291.0|0|0.0|100
0|2021-11-30|19063.0|0|19063.0|0|291.0|0|0.0|100
0|2021-12-01|19155.0|0|19155.0|0|292.0|0|0.0|100
0|2021-12-02|19260.0|0|19260.0|0|293.0|0|0.0|100
0|2021-12-03|19396.0|0|19396.0|0|293.0|0|0.0|100
0|2021-12-04|19468.0|0|19468.0|0|293.0|0|0.0|100
0|2021-12-05|19554.0|0|19554.0|0|294.0|0|0.0|100
0|2021-12-06|19624.0|0|19624.0|0|294.0|0|0.0|100
0|2021-12-07|19676.0|0|19676.0|0|295.0|0|0.0|100
0|2021-12-08|19752.0|0|19752.0|0|296.0|0|0.0|100
0|2021-12-09|19849.0|0|19849.0|0|297.0|0|0.0|100
0|2021-12-10|19961.0|0|19961.0|0|298.0|0|0.0|100
0|2021-12-11|20042.0|0|20042.0|0|298.0|0|0.0|100
0|2021-12-12|20157.0|0|20157.0|0|299.0|0|0.0|100
0|2021-12-13|20201.0|0|20201.0|0|299.0|0|0.0|100
0|2021-12-14|20201.0|0|20254.0|0|299.0|0|0.0|100
0|2021-12-15|20331.0|0|20331.0|0|302.0|0|0.0|100
0|2021-12-16|20435.0|0|20435.0|0|303.0|0|0.0|100
0|2021-12-17|20531.0|0|20531.0|0|304.0|0|0.0|100
0|2021-12-18|20642.0|0|20642.0|0|305.0|0|0.0|100
0|2021-12-19|20722.0|0|20722.0|0|305.0|0|0.0|100
0|2021-12-20|20798.0|0|20798.0|0|305.0|0|0.0|100
0|2021-12-21|20872.0|0|20872.0|0|306.0|0|0.0|100
0|2021-12-22|20989.0|0|20989.0|0|308.0|0|0.0|100
0|2021-12-23|21150.0|0|21150.0|0|309.0|0|0.0|100
0|2021-12-24|21275.0|0|21275.0|0|309.0|0|0.0|100
0|2021-12-25|21275.0|0|21275.0|0|309.0|0|0.0|100
0|2021-12-26|21494.0|0|21494.0|0|310.0|0|0.0|100
0|2021-12-27|21565.0|0|21565.0|0|311.0|0|0.0|100
0|2021-12-28|21676.0|0|21676.0|0|312.0|0|0.0|100
0|2021-12-29|21912.0|0|21912.0|0|312.0|0|0.0|100
0|2021-12-30|22112.0|0|22112.0|0|312.0|0|0.0|100
0|2021-12-31|22326.0|0|22326.0|0|312.0|0|0.0|100
0|2022-01-01|22326.0|0|22596.0|0|313.0|0|0.0|100
0|2022-01-02|22326.0|0|22855.0|0|313.0|0|0.0|100
0|2022-01-03|23089.0|0|23089.0|0|314.0|0|0.0|100
0|2022-01-04|23308.0|0|23308.0|0|314.0|0|0.0|100
0|2022-01-05|23689.0|0|23689.0|0|314.0|0|0.0|100
0|2022-01-06|23967.0|0|23967.0|0|315.0|0|0.0|100
0|2022-01-07|24346.0|0|24346.0|0|316.0|0|0.0|100
0|2022-01-08|24817.0|0|24817.0|0|316.0|0|0.0|100
0|2022-01-09|25225.0|0|25225.0|0|316.0|0|0.0|100
0|2022-01-10|25526.0|0|25526.0|0|316.0|0|0.0|100
0|2022-01-11|25719.0|0|25719.0|0|317.0|0|0.0|100
0|2022-01-12|26093.0|0|26093.0|0|317.0|0|0.0|100
0|2022-01-13|26093.0|0|26406.0|0|317.0|0|0.0|100
0|2022-01-14|26779.0|0|26779.0|0|320.0|0|0.0|100
0|2022-01-15|27133.0|0|27133.0|0|323.0|0|0.0|100
0|2022-01-16|27478.0|0|27478.0|0|323.0|0|0.0|100
0|2022-01-17|27618.0|0|0.0|100|324.0|0|0.0|100
