|dates|Columbia_Washington_UnitedStates.JHU_ConfirmedCases.data|Columbia_Washington_UnitedStates.JHU_ConfirmedCases.missing|Columbia_Washington_UnitedStates.NYT_ConfirmedCases.data|Columbia_Washington_UnitedStates.NYT_ConfirmedCases.missing|Columbia_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Columbia_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Columbia_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Columbia_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-24|384.0|0|384.0|0|9.0|0|0.0|100
0|2021-11-25|384.0|0|384.0|0|9.0|0|0.0|100
0|2021-11-26|384.0|0|384.0|0|9.0|0|0.0|100
0|2021-11-27|384.0|0|384.0|0|9.0|0|0.0|100
0|2021-11-28|384.0|0|384.0|0|9.0|0|0.0|100
0|2021-11-29|386.0|0|386.0|0|9.0|0|0.0|100
0|2021-11-30|391.0|0|391.0|0|9.0|0|0.0|100
0|2021-12-01|391.0|0|391.0|0|9.0|0|0.0|100
0|2021-12-02|396.0|0|396.0|0|9.0|0|0.0|100
0|2021-12-03|393.0|0|393.0|0|9.0|0|0.0|100
0|2021-12-04|393.0|0|393.0|0|9.0|0|0.0|100
0|2021-12-05|393.0|0|393.0|0|9.0|0|0.0|100
0|2021-12-06|394.0|0|394.0|0|9.0|0|0.0|100
0|2021-12-07|396.0|0|396.0|0|9.0|0|0.0|100
0|2021-12-08|397.0|0|397.0|0|9.0|0|0.0|100
0|2021-12-09|398.0|0|398.0|0|9.0|0|0.0|100
0|2021-12-10|398.0|0|398.0|0|9.0|0|0.0|100
0|2021-12-11|398.0|0|398.0|0|9.0|0|0.0|100
0|2021-12-12|398.0|0|398.0|0|9.0|0|0.0|100
0|2021-12-13|403.0|0|403.0|0|9.0|0|0.0|100
0|2021-12-14|403.0|0|403.0|0|9.0|0|0.0|100
0|2021-12-15|404.0|0|404.0|0|9.0|0|0.0|100
0|2021-12-16|407.0|0|407.0|0|9.0|0|0.0|100
0|2021-12-17|408.0|0|408.0|0|9.0|0|0.0|100
0|2021-12-18|408.0|0|408.0|0|9.0|0|0.0|100
0|2021-12-19|408.0|0|408.0|0|9.0|0|0.0|100
0|2021-12-20|408.0|0|408.0|0|9.0|0|0.0|100
0|2021-12-21|412.0|0|412.0|0|9.0|0|0.0|100
0|2021-12-22|414.0|0|414.0|0|9.0|0|0.0|100
0|2021-12-23|414.0|0|414.0|0|9.0|0|0.0|100
0|2021-12-24|414.0|0|414.0|0|9.0|0|0.0|100
0|2021-12-25|414.0|0|414.0|0|9.0|0|0.0|100
0|2021-12-26|414.0|0|414.0|0|9.0|0|0.0|100
0|2021-12-27|417.0|0|417.0|0|9.0|0|0.0|100
0|2021-12-28|418.0|0|418.0|0|9.0|0|0.0|100
0|2021-12-29|420.0|0|420.0|0|9.0|0|0.0|100
0|2021-12-30|422.0|0|422.0|0|9.0|0|0.0|100
0|2021-12-31|422.0|0|422.0|0|9.0|0|0.0|100
0|2022-01-01|422.0|0|422.0|0|9.0|0|0.0|100
0|2022-01-02|422.0|0|422.0|0|9.0|0|0.0|100
0|2022-01-03|424.0|0|424.0|0|9.0|0|0.0|100
0|2022-01-04|430.0|0|430.0|0|10.0|0|0.0|100
0|2022-01-05|432.0|0|432.0|0|10.0|0|0.0|100
0|2022-01-06|438.0|0|438.0|0|10.0|0|0.0|100
0|2022-01-07|441.0|0|441.0|0|10.0|0|0.0|100
0|2022-01-08|441.0|0|441.0|0|10.0|0|0.0|100
0|2022-01-09|441.0|0|441.0|0|10.0|0|0.0|100
0|2022-01-10|449.0|0|449.0|0|10.0|0|0.0|100
0|2022-01-11|450.0|0|450.0|0|10.0|0|0.0|100
0|2022-01-12|455.0|0|455.0|0|10.0|0|0.0|100
0|2022-01-13|455.0|0|456.0|0|10.0|0|0.0|100
0|2022-01-14|458.0|0|458.0|0|10.0|0|0.0|100
0|2022-01-15|458.0|0|458.0|0|10.0|0|0.0|100
0|2022-01-16|458.0|0|458.0|0|10.0|0|0.0|100
0|2022-01-17|458.0|0|0.0|100|10.0|0|0.0|100
