|dates|Louisa_Virginia_UnitedStates.JHU_ConfirmedCases.data|Louisa_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Louisa_Virginia_UnitedStates.NYT_ConfirmedCases.data|Louisa_Virginia_UnitedStates.NYT_ConfirmedCases.missing|Louisa_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Louisa_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Louisa_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Louisa_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-20|3862.0|0|3862.0|0|54.0|0|0.0|100
0|2021-12-21|3872.0|0|3872.0|0|54.0|0|0.0|100
0|2021-12-22|3872.0|0|3885.0|0|54.0|0|0.0|100
0|2021-12-23|3905.0|0|3905.0|0|54.0|0|0.0|100
0|2021-12-24|3936.0|0|3936.0|0|54.0|0|0.0|100
0|2021-12-25|3936.0|0|3936.0|0|54.0|0|0.0|100
0|2021-12-26|3936.0|0|3936.0|0|54.0|0|0.0|100
0|2021-12-27|4000.0|0|4000.0|0|54.0|0|0.0|100
0|2021-12-28|4023.0|0|4023.0|0|54.0|0|0.0|100
0|2021-12-29|4080.0|0|4080.0|0|54.0|0|0.0|100
0|2021-12-30|4138.0|0|4138.0|0|54.0|0|0.0|100
0|2021-12-31|4209.0|0|4209.0|0|54.0|0|0.0|100
0|2022-01-01|4209.0|0|4209.0|0|54.0|0|0.0|100
0|2022-01-02|4209.0|0|4209.0|0|54.0|0|0.0|100
0|2022-01-03|4360.0|0|4360.0|0|54.0|0|0.0|100
0|2022-01-04|4410.0|0|4410.0|0|54.0|0|0.0|100
0|2022-01-05|4440.0|0|4440.0|0|54.0|0|0.0|100
0|2022-01-06|4475.0|0|4475.0|0|54.0|0|0.0|100
0|2022-01-07|4530.0|0|4530.0|0|54.0|0|0.0|100
0|2022-01-08|4530.0|0|4530.0|0|54.0|0|0.0|100
0|2022-01-09|4530.0|0|4530.0|0|54.0|0|0.0|100
0|2022-01-10|4705.0|0|4705.0|0|54.0|0|0.0|100
0|2022-01-11|4744.0|0|4744.0|0|54.0|0|0.0|100
0|2022-01-12|4802.0|0|4802.0|0|53.0|0|0.0|100
0|2022-01-13|4802.0|0|4873.0|0|53.0|0|0.0|100
0|2022-01-14|4945.0|0|4945.0|0|53.0|0|0.0|100
0|2022-01-15|4945.0|0|4945.0|0|53.0|0|0.0|100
0|2022-01-16|4945.0|0|4945.0|0|53.0|0|0.0|100
0|2022-01-17|5122.0|0|0.0|100|53.0|0|0.0|100
