|dates|Bonneville_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bonneville_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bonneville_Idaho_UnitedStates.Male_Total_Population.data|Bonneville_Idaho_UnitedStates.Male_Total_Population.missing|Bonneville_Idaho_UnitedStates.Female_Total_Population.data|Bonneville_Idaho_UnitedStates.Female_Total_Population.missing|Bonneville_Idaho_UnitedStates.MaleAndFemale_Under18_Population.data|Bonneville_Idaho_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-06|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2021-11-07|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2021-11-08|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2021-11-09|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2021-11-10|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2021-11-11|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2021-11-12|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2021-11-13|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2021-11-14|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2021-11-15|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2021-11-16|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2021-11-17|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2021-11-18|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2021-11-19|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2021-11-20|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2021-11-21|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2021-11-22|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2021-11-23|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2021-11-24|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2021-11-25|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2021-11-26|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2021-11-27|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2021-11-28|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2021-11-29|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2021-11-30|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2021-12-01|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2021-12-02|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2021-12-03|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2021-12-04|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2021-12-05|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2021-12-06|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2021-12-07|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2021-12-08|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2021-12-09|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2021-12-10|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2021-12-11|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2021-12-12|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2021-12-13|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2021-12-14|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2021-12-15|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2021-12-16|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2021-12-17|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2021-12-18|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2021-12-19|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2021-12-20|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2021-12-21|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2021-12-22|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2021-12-23|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2021-12-24|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2021-12-25|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2021-12-26|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2021-12-27|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2021-12-28|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2021-12-29|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2021-12-30|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2021-12-31|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2022-01-01|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2022-01-02|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2022-01-03|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2022-01-04|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2022-01-05|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2022-01-06|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2022-01-07|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2022-01-08|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2022-01-09|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2022-01-10|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2022-01-11|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2022-01-12|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2022-01-13|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2022-01-14|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2022-01-15|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2022-01-16|15543.0|0|58375.0|0|58479.0|0|35940.0|0
0|2022-01-17|15543.0|0|58375.0|0|58479.0|0|35940.0|0
