|dates|Dyer_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Dyer_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Dyer_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Dyer_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Dyer_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Dyer_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Dyer_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Dyer_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-04|8224.0|0|8224.0|0|154.0|0|0.0|100
0|2021-12-05|8224.0|0|8224.0|0|154.0|0|0.0|100
0|2021-12-06|8239.0|0|8239.0|0|155.0|0|0.0|100
0|2021-12-07|8241.0|0|8241.0|0|156.0|0|0.0|100
0|2021-12-08|8251.0|0|8251.0|0|156.0|0|0.0|100
0|2021-12-09|8251.0|0|8251.0|0|156.0|0|0.0|100
0|2021-12-10|8285.0|0|8285.0|0|156.0|0|0.0|100
0|2021-12-11|8285.0|0|8285.0|0|156.0|0|0.0|100
0|2021-12-12|8285.0|0|8285.0|0|156.0|0|0.0|100
0|2021-12-13|8302.0|0|8302.0|0|156.0|0|0.0|100
0|2021-12-14|8302.0|0|8304.0|0|156.0|0|0.0|100
0|2021-12-15|8313.0|0|8313.0|0|157.0|0|0.0|100
0|2021-12-16|8313.0|0|8313.0|0|157.0|0|0.0|100
0|2021-12-17|8318.0|0|8318.0|0|157.0|0|0.0|100
0|2021-12-18|8318.0|0|8318.0|0|157.0|0|0.0|100
0|2021-12-19|8318.0|0|8318.0|0|157.0|0|0.0|100
0|2021-12-20|8328.0|0|8328.0|0|157.0|0|0.0|100
0|2021-12-21|8333.0|0|8333.0|0|157.0|0|0.0|100
0|2021-12-22|8342.0|0|8342.0|0|157.0|0|0.0|100
0|2021-12-23|8363.0|0|8363.0|0|164.0|0|0.0|100
0|2021-12-24|8363.0|0|8363.0|0|164.0|0|0.0|100
0|2021-12-25|8363.0|0|8363.0|0|164.0|0|0.0|100
0|2021-12-26|8363.0|0|8363.0|0|164.0|0|0.0|100
0|2021-12-27|8390.0|0|8390.0|0|165.0|0|0.0|100
0|2021-12-28|8427.0|0|8427.0|0|165.0|0|0.0|100
0|2021-12-29|8508.0|0|8508.0|0|165.0|0|0.0|100
0|2021-12-30|8570.0|0|8570.0|0|165.0|0|0.0|100
0|2021-12-31|8570.0|0|8570.0|0|165.0|0|0.0|100
0|2022-01-01|8570.0|0|8570.0|0|165.0|0|0.0|100
0|2022-01-02|8570.0|0|8570.0|0|165.0|0|0.0|100
0|2022-01-03|8722.0|0|8722.0|0|165.0|0|0.0|100
0|2022-01-04|8782.0|0|8782.0|0|165.0|0|0.0|100
0|2022-01-05|8782.0|0|8782.0|0|165.0|0|0.0|100
0|2022-01-06|8782.0|0|8782.0|0|165.0|0|0.0|100
0|2022-01-07|8782.0|0|8782.0|0|165.0|0|0.0|100
0|2022-01-08|8782.0|0|8782.0|0|165.0|0|0.0|100
0|2022-01-09|8782.0|0|8782.0|0|165.0|0|0.0|100
0|2022-01-10|8782.0|0|8782.0|0|165.0|0|0.0|100
0|2022-01-11|8782.0|0|8782.0|0|165.0|0|0.0|100
0|2022-01-12|9307.0|0|9307.0|0|167.0|0|0.0|100
0|2022-01-13|9307.0|0|9307.0|0|167.0|0|0.0|100
0|2022-01-14|9307.0|0|9307.0|0|167.0|0|0.0|100
0|2022-01-15|9307.0|0|9307.0|0|167.0|0|0.0|100
0|2022-01-16|9307.0|0|9307.0|0|167.0|0|0.0|100
0|2022-01-17|9307.0|0|0.0|100|167.0|0|0.0|100
