|dates|GrandForks_NorthDakota_UnitedStates.JHU_ConfirmedCases.data|GrandForks_NorthDakota_UnitedStates.JHU_ConfirmedCases.missing|GrandForks_NorthDakota_UnitedStates.NYT_ConfirmedCases.data|GrandForks_NorthDakota_UnitedStates.NYT_ConfirmedCases.missing|GrandForks_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.data|GrandForks_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|GrandForks_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|GrandForks_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-19|13717.0|0|13717.0|0|94.0|0|0.0|100
0|2021-11-20|13755.0|0|13755.0|0|94.0|0|0.0|100
0|2021-11-21|13759.0|0|13759.0|0|94.0|0|0.0|100
0|2021-11-22|13782.0|0|13782.0|0|94.0|0|0.0|100
0|2021-11-23|13831.0|0|13831.0|0|95.0|0|0.0|100
0|2021-11-24|13846.0|0|13846.0|0|95.0|0|0.0|100
0|2021-11-25|13898.0|0|13898.0|0|95.0|0|0.0|100
0|2021-11-26|13903.0|0|13903.0|0|95.0|0|0.0|100
0|2021-11-27|13934.0|0|13934.0|0|96.0|0|0.0|100
0|2021-11-28|13942.0|0|13942.0|0|96.0|0|0.0|100
0|2021-11-29|13945.0|0|13945.0|0|96.0|0|0.0|100
0|2021-11-30|14015.0|0|14015.0|0|97.0|0|0.0|100
0|2021-12-01|14089.0|0|14089.0|0|97.0|0|0.0|100
0|2021-12-02|14140.0|0|14140.0|0|97.0|0|0.0|100
0|2021-12-03|14190.0|0|14190.0|0|98.0|0|0.0|100
0|2021-12-04|14242.0|0|14242.0|0|98.0|0|0.0|100
0|2021-12-05|14252.0|0|14252.0|0|98.0|0|0.0|100
0|2021-12-06|14262.0|0|14262.0|0|98.0|0|0.0|100
0|2021-12-07|14287.0|0|14287.0|0|100.0|0|0.0|100
0|2021-12-08|14328.0|0|14328.0|0|100.0|0|0.0|100
0|2021-12-09|14352.0|0|14352.0|0|100.0|0|0.0|100
0|2021-12-10|14383.0|0|14383.0|0|100.0|0|0.0|100
0|2021-12-11|14432.0|0|14432.0|0|100.0|0|0.0|100
0|2021-12-12|14435.0|0|14435.0|0|100.0|0|0.0|100
0|2021-12-13|14444.0|0|14444.0|0|100.0|0|0.0|100
0|2021-12-14|14444.0|0|14477.0|0|100.0|0|0.0|100
0|2021-12-15|14507.0|0|14507.0|0|101.0|0|0.0|100
0|2021-12-16|14551.0|0|14551.0|0|101.0|0|0.0|100
0|2021-12-17|14587.0|0|14587.0|0|101.0|0|0.0|100
0|2021-12-18|14598.0|0|14598.0|0|102.0|0|0.0|100
0|2021-12-19|14620.0|0|14620.0|0|102.0|0|0.0|100
0|2021-12-20|14636.0|0|14636.0|0|102.0|0|0.0|100
0|2021-12-21|14680.0|0|14680.0|0|102.0|0|0.0|100
0|2021-12-22|14711.0|0|14711.0|0|102.0|0|0.0|100
0|2021-12-23|14753.0|0|14753.0|0|102.0|0|0.0|100
0|2021-12-24|14786.0|0|14786.0|0|102.0|0|0.0|100
0|2021-12-25|14805.0|0|14805.0|0|102.0|0|0.0|100
0|2021-12-26|14818.0|0|14818.0|0|102.0|0|0.0|100
0|2021-12-27|14834.0|0|14834.0|0|102.0|0|0.0|100
0|2021-12-28|14880.0|0|14880.0|0|103.0|0|0.0|100
0|2021-12-29|14931.0|0|14931.0|0|103.0|0|0.0|100
0|2021-12-30|15012.0|0|15012.0|0|103.0|0|0.0|100
0|2021-12-31|15090.0|0|15090.0|0|104.0|0|0.0|100
0|2022-01-01|15146.0|0|15146.0|0|104.0|0|0.0|100
0|2022-01-02|15164.0|0|15164.0|0|104.0|0|0.0|100
0|2022-01-03|15206.0|0|15206.0|0|104.0|0|0.0|100
0|2022-01-04|15327.0|0|15327.0|0|104.0|0|0.0|100
0|2022-01-05|15494.0|0|15494.0|0|105.0|0|0.0|100
0|2022-01-06|15586.0|0|15586.0|0|105.0|0|0.0|100
0|2022-01-07|15760.0|0|15760.0|0|105.0|0|0.0|100
0|2022-01-08|15851.0|0|15851.0|0|105.0|0|0.0|100
0|2022-01-09|15958.0|0|15958.0|0|105.0|0|0.0|100
0|2022-01-10|15993.0|0|15993.0|0|105.0|0|0.0|100
0|2022-01-11|16147.0|0|16147.0|0|105.0|0|0.0|100
0|2022-01-12|16446.0|0|16446.0|0|106.0|0|0.0|100
0|2022-01-13|16446.0|0|16714.0|0|106.0|0|0.0|100
0|2022-01-14|16967.0|0|16967.0|0|106.0|0|0.0|100
0|2022-01-15|17230.0|0|17230.0|0|106.0|0|0.0|100
0|2022-01-16|17348.0|0|17348.0|0|106.0|0|0.0|100
0|2022-01-17|17431.0|0|0.0|100|106.0|0|0.0|100
