|dates|Brown_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Brown_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Brown_Minnesota_UnitedStates.NYT_ConfirmedCases.data|Brown_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|Brown_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Brown_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Brown_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Brown_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-10|4852.0|0|4852.0|0|63.0|0|0.0|100
0|2021-12-11|4852.0|0|4852.0|0|63.0|0|0.0|100
0|2021-12-12|4852.0|0|4852.0|0|63.0|0|0.0|100
0|2021-12-13|4866.0|0|4866.0|0|63.0|0|0.0|100
0|2021-12-14|4866.0|0|4895.0|0|63.0|0|0.0|100
0|2021-12-15|4899.0|0|4899.0|0|63.0|0|0.0|100
0|2021-12-16|4921.0|0|4921.0|0|63.0|0|0.0|100
0|2021-12-17|4934.0|0|4934.0|0|65.0|0|0.0|100
0|2021-12-18|4934.0|0|4934.0|0|65.0|0|0.0|100
0|2021-12-19|4934.0|0|4934.0|0|65.0|0|0.0|100
0|2021-12-20|4945.0|0|4945.0|0|65.0|0|0.0|100
0|2021-12-21|4960.0|0|4960.0|0|65.0|0|0.0|100
0|2021-12-22|4965.0|0|4965.0|0|66.0|0|0.0|100
0|2021-12-23|4976.0|0|4976.0|0|66.0|0|0.0|100
0|2021-12-24|4976.0|0|4976.0|0|66.0|0|0.0|100
0|2021-12-25|4976.0|0|4976.0|0|66.0|0|0.0|100
0|2021-12-26|4976.0|0|4976.0|0|66.0|0|0.0|100
0|2021-12-27|4979.0|0|4979.0|0|66.0|0|0.0|100
0|2021-12-28|5004.0|0|5004.0|0|66.0|0|0.0|100
0|2021-12-29|5014.0|0|5014.0|0|66.0|0|0.0|100
0|2021-12-30|5031.0|0|5031.0|0|66.0|0|0.0|100
0|2021-12-31|5031.0|0|5031.0|0|66.0|0|0.0|100
0|2022-01-01|5031.0|0|5031.0|0|66.0|0|0.0|100
0|2022-01-02|5031.0|0|5031.0|0|66.0|0|0.0|100
0|2022-01-03|5046.0|0|5046.0|0|66.0|0|0.0|100
0|2022-01-04|5070.0|0|5070.0|0|67.0|0|0.0|100
0|2022-01-05|5078.0|0|5078.0|0|69.0|0|0.0|100
0|2022-01-06|5118.0|0|5118.0|0|69.0|0|0.0|100
0|2022-01-07|5139.0|0|5139.0|0|69.0|0|0.0|100
0|2022-01-08|5139.0|0|5139.0|0|69.0|0|0.0|100
0|2022-01-09|5139.0|0|5139.0|0|69.0|0|0.0|100
0|2022-01-10|5173.0|0|5173.0|0|69.0|0|0.0|100
0|2022-01-11|5214.0|0|5214.0|0|69.0|0|0.0|100
0|2022-01-12|5246.0|0|5246.0|0|69.0|0|0.0|100
0|2022-01-13|5246.0|0|5290.0|0|69.0|0|0.0|100
0|2022-01-14|5314.0|0|5314.0|0|69.0|0|0.0|100
0|2022-01-15|5314.0|0|5314.0|0|69.0|0|0.0|100
0|2022-01-16|5314.0|0|5314.0|0|69.0|0|0.0|100
0|2022-01-17|5314.0|0|0.0|100|69.0|0|0.0|100
