|dates|Hunterdon_NewJersey_UnitedStates.JHU_ConfirmedCases.data|Hunterdon_NewJersey_UnitedStates.JHU_ConfirmedCases.missing|Hunterdon_NewJersey_UnitedStates.NYT_ConfirmedCases.data|Hunterdon_NewJersey_UnitedStates.NYT_ConfirmedCases.missing|Hunterdon_NewJersey_UnitedStates.JHU_ConfirmedDeaths.data|Hunterdon_NewJersey_UnitedStates.JHU_ConfirmedDeaths.missing|Hunterdon_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.data|Hunterdon_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-24|14870.0|0|14870.0|0|198.0|0|0.0|100
0|2021-12-25|15049.0|0|15049.0|0|198.0|0|0.0|100
0|2021-12-26|15160.0|0|15160.0|0|198.0|0|0.0|100
0|2021-12-27|15279.0|0|15279.0|0|198.0|0|0.0|100
0|2021-12-28|15413.0|0|15413.0|0|199.0|0|0.0|100
0|2021-12-29|15817.0|0|15817.0|0|199.0|0|0.0|100
0|2021-12-30|16734.0|0|16074.0|0|200.0|0|0.0|100
0|2021-12-31|16354.0|0|16354.0|0|200.0|0|0.0|100
0|2022-01-01|16697.0|0|16697.0|0|201.0|0|0.0|100
0|2022-01-02|16975.0|0|16975.0|0|202.0|0|0.0|100
0|2022-01-03|17177.0|0|17177.0|0|203.0|0|0.0|100
0|2022-01-04|17685.0|0|17685.0|0|204.0|0|0.0|100
0|2022-01-05|18150.0|0|18150.0|0|207.0|0|0.0|100
0|2022-01-06|18503.0|0|18503.0|0|210.0|0|0.0|100
0|2022-01-07|19055.0|0|19055.0|0|209.0|0|0.0|100
0|2022-01-08|19417.0|0|19417.0|0|209.0|0|0.0|100
0|2022-01-09|19705.0|0|19705.0|0|210.0|0|0.0|100
0|2022-01-10|20071.0|0|20071.0|0|210.0|0|0.0|100
0|2022-01-11|20463.0|0|20463.0|0|212.0|0|0.0|100
0|2022-01-12|20787.0|0|20787.0|0|214.0|0|0.0|100
0|2022-01-13|20787.0|0|21006.0|0|214.0|0|0.0|100
0|2022-01-14|21410.0|0|21410.0|0|217.0|0|0.0|100
0|2022-01-15|21660.0|0|21660.0|0|220.0|0|0.0|100
0|2022-01-16|21836.0|0|21836.0|0|220.0|0|0.0|100
0|2022-01-17|21914.0|0|0.0|100|221.0|0|0.0|100
