|dates|Humphreys_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Humphreys_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Humphreys_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Humphreys_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Humphreys_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Humphreys_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Humphreys_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Humphreys_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-12|3296.0|0|3296.0|0|48.0|0|0.0|100
0|2021-11-13|3296.0|0|3296.0|0|48.0|0|0.0|100
0|2021-11-14|3296.0|0|3296.0|0|48.0|0|0.0|100
0|2021-11-15|3305.0|0|3305.0|0|48.0|0|0.0|100
0|2021-11-16|3308.0|0|3308.0|0|48.0|0|0.0|100
0|2021-11-17|3312.0|0|3312.0|0|48.0|0|0.0|100
0|2021-11-18|3315.0|0|3315.0|0|48.0|0|0.0|100
0|2021-11-19|3320.0|0|3320.0|0|48.0|0|0.0|100
0|2021-11-20|3320.0|0|3320.0|0|48.0|0|0.0|100
0|2021-11-21|3320.0|0|3320.0|0|48.0|0|0.0|100
0|2021-11-22|3327.0|0|3327.0|0|48.0|0|0.0|100
0|2021-11-23|3333.0|0|3333.0|0|48.0|0|0.0|100
0|2021-11-24|3333.0|0|3333.0|0|48.0|0|0.0|100
0|2021-11-25|3333.0|0|3333.0|0|48.0|0|0.0|100
0|2021-11-26|3333.0|0|3333.0|0|48.0|0|0.0|100
0|2021-11-27|3333.0|0|3333.0|0|48.0|0|0.0|100
0|2021-11-28|3333.0|0|3333.0|0|48.0|0|0.0|100
0|2021-11-29|3344.0|0|3344.0|0|48.0|0|0.0|100
0|2021-11-30|3345.0|0|3345.0|0|48.0|0|0.0|100
0|2021-12-01|3354.0|0|3354.0|0|49.0|0|0.0|100
0|2021-12-02|3358.0|0|3358.0|0|49.0|0|0.0|100
0|2021-12-03|3363.0|0|3363.0|0|50.0|0|0.0|100
0|2021-12-04|3363.0|0|3363.0|0|50.0|0|0.0|100
0|2021-12-05|3363.0|0|3363.0|0|50.0|0|0.0|100
0|2021-12-06|3371.0|0|3371.0|0|50.0|0|0.0|100
0|2021-12-07|3372.0|0|3372.0|0|50.0|0|0.0|100
0|2021-12-08|3386.0|0|3386.0|0|50.0|0|0.0|100
0|2021-12-09|3386.0|0|3386.0|0|50.0|0|0.0|100
0|2021-12-10|3400.0|0|3400.0|0|50.0|0|0.0|100
0|2021-12-11|3400.0|0|3400.0|0|50.0|0|0.0|100
0|2021-12-12|3400.0|0|3400.0|0|50.0|0|0.0|100
0|2021-12-13|3404.0|0|3404.0|0|50.0|0|0.0|100
0|2021-12-14|3404.0|0|3406.0|0|50.0|0|0.0|100
0|2021-12-15|3415.0|0|3415.0|0|50.0|0|0.0|100
0|2021-12-16|3425.0|0|3425.0|0|50.0|0|0.0|100
0|2021-12-17|3427.0|0|3427.0|0|51.0|0|0.0|100
0|2021-12-18|3427.0|0|3427.0|0|51.0|0|0.0|100
0|2021-12-19|3427.0|0|3427.0|0|51.0|0|0.0|100
0|2021-12-20|3434.0|0|3434.0|0|52.0|0|0.0|100
0|2021-12-21|3442.0|0|3442.0|0|52.0|0|0.0|100
0|2021-12-22|3447.0|0|3447.0|0|52.0|0|0.0|100
0|2021-12-23|3461.0|0|3461.0|0|58.0|0|0.0|100
0|2021-12-24|3461.0|0|3461.0|0|58.0|0|0.0|100
0|2021-12-25|3461.0|0|3461.0|0|58.0|0|0.0|100
0|2021-12-26|3461.0|0|3461.0|0|58.0|0|0.0|100
0|2021-12-27|3467.0|0|3467.0|0|59.0|0|0.0|100
0|2021-12-28|3467.0|0|3477.0|0|59.0|0|0.0|100
0|2021-12-29|3501.0|0|3501.0|0|59.0|0|0.0|100
0|2021-12-30|3527.0|0|3527.0|0|59.0|0|0.0|100
0|2021-12-31|3527.0|0|3527.0|0|59.0|0|0.0|100
0|2022-01-01|3527.0|0|3527.0|0|59.0|0|0.0|100
0|2022-01-02|3527.0|0|3527.0|0|59.0|0|0.0|100
0|2022-01-03|3566.0|0|3566.0|0|59.0|0|0.0|100
0|2022-01-04|3591.0|0|3591.0|0|59.0|0|0.0|100
0|2022-01-05|3591.0|0|3591.0|0|59.0|0|0.0|100
0|2022-01-06|3591.0|0|3591.0|0|59.0|0|0.0|100
0|2022-01-07|3591.0|0|3591.0|0|59.0|0|0.0|100
0|2022-01-08|3591.0|0|3591.0|0|59.0|0|0.0|100
0|2022-01-09|3591.0|0|3591.0|0|59.0|0|0.0|100
0|2022-01-10|3591.0|0|3591.0|0|59.0|0|0.0|100
0|2022-01-11|3591.0|0|3591.0|0|59.0|0|0.0|100
0|2022-01-12|3673.0|0|3673.0|0|60.0|0|0.0|100
0|2022-01-13|3673.0|0|3673.0|0|60.0|0|0.0|100
0|2022-01-14|3673.0|0|3673.0|0|60.0|0|0.0|100
0|2022-01-15|3673.0|0|3673.0|0|60.0|0|0.0|100
0|2022-01-16|3673.0|0|3673.0|0|60.0|0|0.0|100
0|2022-01-17|3673.0|0|0.0|100|60.0|0|0.0|100
