|dates|Columbus_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Columbus_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Columbus_NorthCarolina_UnitedStates.Male_Total_Population.data|Columbus_NorthCarolina_UnitedStates.Male_Total_Population.missing|Columbus_NorthCarolina_UnitedStates.Female_Total_Population.data|Columbus_NorthCarolina_UnitedStates.Female_Total_Population.missing|Columbus_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Columbus_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-10|11191.0|0|27545.0|0|28110.0|0|11645.0|0
0|2021-12-11|11191.0|0|27545.0|0|28110.0|0|11645.0|0
0|2021-12-12|11191.0|0|27545.0|0|28110.0|0|11645.0|0
0|2021-12-13|11191.0|0|27545.0|0|28110.0|0|11645.0|0
0|2021-12-14|11191.0|0|27545.0|0|28110.0|0|11645.0|0
0|2021-12-15|11191.0|0|27545.0|0|28110.0|0|11645.0|0
0|2021-12-16|11191.0|0|27545.0|0|28110.0|0|11645.0|0
0|2021-12-17|11191.0|0|27545.0|0|28110.0|0|11645.0|0
0|2021-12-18|11191.0|0|27545.0|0|28110.0|0|11645.0|0
0|2021-12-19|11191.0|0|27545.0|0|28110.0|0|11645.0|0
0|2021-12-20|11191.0|0|27545.0|0|28110.0|0|11645.0|0
0|2021-12-21|11191.0|0|27545.0|0|28110.0|0|11645.0|0
0|2021-12-22|11191.0|0|27545.0|0|28110.0|0|11645.0|0
0|2021-12-23|11191.0|0|27545.0|0|28110.0|0|11645.0|0
0|2021-12-24|11191.0|0|27545.0|0|28110.0|0|11645.0|0
0|2021-12-25|11191.0|0|27545.0|0|28110.0|0|11645.0|0
0|2021-12-26|11191.0|0|27545.0|0|28110.0|0|11645.0|0
0|2021-12-27|11191.0|0|27545.0|0|28110.0|0|11645.0|0
0|2021-12-28|11191.0|0|27545.0|0|28110.0|0|11645.0|0
0|2021-12-29|11191.0|0|27545.0|0|28110.0|0|11645.0|0
0|2021-12-30|11191.0|0|27545.0|0|28110.0|0|11645.0|0
0|2021-12-31|11191.0|0|27545.0|0|28110.0|0|11645.0|0
0|2022-01-01|11191.0|0|27545.0|0|28110.0|0|11645.0|0
0|2022-01-02|11191.0|0|27545.0|0|28110.0|0|11645.0|0
0|2022-01-03|11191.0|0|27545.0|0|28110.0|0|11645.0|0
0|2022-01-04|11191.0|0|27545.0|0|28110.0|0|11645.0|0
0|2022-01-05|11191.0|0|27545.0|0|28110.0|0|11645.0|0
0|2022-01-06|11191.0|0|27545.0|0|28110.0|0|11645.0|0
0|2022-01-07|11191.0|0|27545.0|0|28110.0|0|11645.0|0
0|2022-01-08|11191.0|0|27545.0|0|28110.0|0|11645.0|0
0|2022-01-09|11191.0|0|27545.0|0|28110.0|0|11645.0|0
0|2022-01-10|11191.0|0|27545.0|0|28110.0|0|11645.0|0
0|2022-01-11|11191.0|0|27545.0|0|28110.0|0|11645.0|0
0|2022-01-12|11191.0|0|27545.0|0|28110.0|0|11645.0|0
0|2022-01-13|11191.0|0|27545.0|0|28110.0|0|11645.0|0
0|2022-01-14|11191.0|0|27545.0|0|28110.0|0|11645.0|0
0|2022-01-15|11191.0|0|27545.0|0|28110.0|0|11645.0|0
0|2022-01-16|11191.0|0|27545.0|0|28110.0|0|11645.0|0
0|2022-01-17|11191.0|0|27545.0|0|28110.0|0|11645.0|0
