|dates|St.Francois_Missouri_UnitedStates.JHU_ConfirmedCases.data|St.Francois_Missouri_UnitedStates.JHU_ConfirmedCases.missing|St.Francois_Missouri_UnitedStates.NYT_ConfirmedCases.data|St.Francois_Missouri_UnitedStates.NYT_ConfirmedCases.missing|St.Francois_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|St.Francois_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|St.Francois_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|St.Francois_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-03|13760.0|0|13989.0|0|228.0|0|0.0|100
0|2022-01-04|14039.0|0|14039.0|0|232.0|0|0.0|100
0|2022-01-05|14146.0|0|14146.0|0|232.0|0|0.0|100
0|2022-01-06|14244.0|0|14244.0|0|232.0|0|0.0|100
0|2022-01-07|14347.0|0|14347.0|0|232.0|0|0.0|100
0|2022-01-08|14445.0|0|14445.0|0|232.0|0|0.0|100
0|2022-01-09|14468.0|0|14468.0|0|232.0|0|0.0|100
0|2022-01-10|14518.0|0|14518.0|0|232.0|0|0.0|100
0|2022-01-11|14641.0|0|14641.0|0|239.0|0|0.0|100
0|2022-01-12|14739.0|0|14739.0|0|239.0|0|0.0|100
0|2022-01-13|14739.0|0|14883.0|0|239.0|0|0.0|100
0|2022-01-14|14969.0|0|14969.0|0|239.0|0|0.0|100
0|2022-01-15|15142.0|0|15142.0|0|239.0|0|0.0|100
0|2022-01-16|15143.0|0|15143.0|0|239.0|0|0.0|100
0|2022-01-17|15143.0|0|0.0|100|239.0|0|0.0|100
