|dates|Traverse_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Traverse_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Traverse_Minnesota_UnitedStates.NYT_ConfirmedCases.data|Traverse_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|Traverse_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Traverse_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Traverse_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Traverse_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-07|563.0|0|563.0|0|5.0|0|0.0|100
0|2021-11-08|564.0|0|564.0|0|6.0|0|0.0|100
0|2021-11-09|569.0|0|569.0|0|6.0|0|0.0|100
0|2021-11-10|572.0|0|572.0|0|6.0|0|0.0|100
0|2021-11-11|575.0|0|575.0|0|6.0|0|0.0|100
0|2021-11-12|580.0|0|580.0|0|6.0|0|0.0|100
0|2021-11-13|580.0|0|580.0|0|6.0|0|0.0|100
0|2021-11-14|580.0|0|580.0|0|6.0|0|0.0|100
0|2021-11-15|581.0|0|581.0|0|6.0|0|0.0|100
0|2021-11-16|590.0|0|590.0|0|6.0|0|0.0|100
0|2021-11-17|591.0|0|591.0|0|6.0|0|0.0|100
0|2021-11-18|593.0|0|593.0|0|6.0|0|0.0|100
0|2021-11-19|593.0|0|593.0|0|6.0|0|0.0|100
0|2021-11-20|593.0|0|593.0|0|6.0|0|0.0|100
0|2021-11-21|593.0|0|593.0|0|6.0|0|0.0|100
0|2021-11-22|593.0|0|593.0|0|6.0|0|0.0|100
0|2021-11-23|597.0|0|597.0|0|6.0|0|0.0|100
0|2021-11-24|598.0|0|598.0|0|6.0|0|0.0|100
0|2021-11-25|598.0|0|598.0|0|6.0|0|0.0|100
0|2021-11-26|599.0|0|599.0|0|6.0|0|0.0|100
0|2021-11-27|599.0|0|599.0|0|6.0|0|0.0|100
0|2021-11-28|599.0|0|599.0|0|6.0|0|0.0|100
0|2021-11-29|600.0|0|600.0|0|6.0|0|0.0|100
0|2021-11-30|605.0|0|605.0|0|6.0|0|0.0|100
0|2021-12-01|605.0|0|605.0|0|6.0|0|0.0|100
0|2021-12-02|607.0|0|607.0|0|6.0|0|0.0|100
0|2021-12-03|608.0|0|608.0|0|6.0|0|0.0|100
0|2021-12-04|608.0|0|608.0|0|6.0|0|0.0|100
0|2021-12-05|608.0|0|608.0|0|6.0|0|0.0|100
0|2021-12-06|609.0|0|609.0|0|6.0|0|0.0|100
0|2021-12-07|612.0|0|612.0|0|6.0|0|0.0|100
0|2021-12-08|613.0|0|613.0|0|6.0|0|0.0|100
0|2021-12-09|614.0|0|614.0|0|6.0|0|0.0|100
0|2021-12-10|613.0|0|613.0|0|6.0|0|0.0|100
0|2021-12-11|613.0|0|613.0|0|6.0|0|0.0|100
0|2021-12-12|613.0|0|613.0|0|6.0|0|0.0|100
0|2021-12-13|615.0|0|615.0|0|6.0|0|0.0|100
0|2021-12-14|615.0|0|616.0|0|6.0|0|0.0|100
0|2021-12-15|617.0|0|617.0|0|6.0|0|0.0|100
0|2021-12-16|623.0|0|623.0|0|6.0|0|0.0|100
0|2021-12-17|626.0|0|626.0|0|6.0|0|0.0|100
0|2021-12-18|626.0|0|626.0|0|6.0|0|0.0|100
0|2021-12-19|626.0|0|626.0|0|6.0|0|0.0|100
0|2021-12-20|626.0|0|626.0|0|8.0|0|0.0|100
0|2021-12-21|626.0|0|626.0|0|8.0|0|0.0|100
0|2021-12-22|626.0|0|626.0|0|8.0|0|0.0|100
0|2021-12-23|626.0|0|626.0|0|8.0|0|0.0|100
0|2021-12-24|626.0|0|626.0|0|8.0|0|0.0|100
0|2021-12-25|626.0|0|626.0|0|8.0|0|0.0|100
0|2021-12-26|626.0|0|626.0|0|8.0|0|0.0|100
0|2021-12-27|626.0|0|626.0|0|8.0|0|0.0|100
0|2021-12-28|628.0|0|628.0|0|8.0|0|0.0|100
0|2021-12-29|629.0|0|629.0|0|8.0|0|0.0|100
0|2021-12-30|632.0|0|632.0|0|8.0|0|0.0|100
0|2021-12-31|632.0|0|632.0|0|8.0|0|0.0|100
0|2022-01-01|632.0|0|632.0|0|8.0|0|0.0|100
0|2022-01-02|632.0|0|632.0|0|8.0|0|0.0|100
0|2022-01-03|632.0|0|632.0|0|8.0|0|0.0|100
0|2022-01-04|635.0|0|635.0|0|8.0|0|0.0|100
0|2022-01-05|635.0|0|635.0|0|8.0|0|0.0|100
0|2022-01-06|637.0|0|637.0|0|8.0|0|0.0|100
0|2022-01-07|637.0|0|637.0|0|8.0|0|0.0|100
0|2022-01-08|637.0|0|637.0|0|8.0|0|0.0|100
0|2022-01-09|637.0|0|637.0|0|8.0|0|0.0|100
0|2022-01-10|641.0|0|641.0|0|8.0|0|0.0|100
0|2022-01-11|652.0|0|652.0|0|8.0|0|0.0|100
0|2022-01-12|653.0|0|653.0|0|8.0|0|0.0|100
0|2022-01-13|653.0|0|655.0|0|8.0|0|0.0|100
0|2022-01-14|659.0|0|659.0|0|8.0|0|0.0|100
0|2022-01-15|659.0|0|659.0|0|8.0|0|0.0|100
0|2022-01-16|659.0|0|659.0|0|8.0|0|0.0|100
0|2022-01-17|659.0|0|0.0|100|8.0|0|0.0|100
