|dates|Polk_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Polk_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Polk_Iowa_UnitedStates.Male_Total_Population.data|Polk_Iowa_UnitedStates.Male_Total_Population.missing|Polk_Iowa_UnitedStates.Female_Total_Population.data|Polk_Iowa_UnitedStates.Female_Total_Population.missing|Polk_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Polk_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-10|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2021-11-11|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2021-11-12|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2021-11-13|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2021-11-14|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2021-11-15|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2021-11-16|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2021-11-17|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2021-11-18|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2021-11-19|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2021-11-20|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2021-11-21|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2021-11-22|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2021-11-23|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2021-11-24|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2021-11-25|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2021-11-26|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2021-11-27|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2021-11-28|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2021-11-29|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2021-11-30|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2021-12-01|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2021-12-02|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2021-12-03|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2021-12-04|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2021-12-05|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2021-12-06|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2021-12-07|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2021-12-08|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2021-12-09|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2021-12-10|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2021-12-11|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2021-12-12|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2021-12-13|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2021-12-14|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2021-12-15|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2021-12-16|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2021-12-17|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2021-12-18|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2021-12-19|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2021-12-20|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2021-12-21|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2021-12-22|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2021-12-23|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2021-12-24|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2021-12-25|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2021-12-26|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2021-12-27|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2021-12-28|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2021-12-29|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2021-12-30|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2021-12-31|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2022-01-01|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2022-01-02|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2022-01-03|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2022-01-04|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2022-01-05|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2022-01-06|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2022-01-07|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2022-01-08|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2022-01-09|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2022-01-10|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2022-01-11|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2022-01-12|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2022-01-13|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2022-01-14|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2022-01-15|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2022-01-16|63631.0|0|240245.0|0|246959.0|0|121315.0|0
0|2022-01-17|63631.0|0|240245.0|0|246959.0|0|121315.0|0
