|dates|Oscoda_Michigan_UnitedStates.JHU_ConfirmedCases.data|Oscoda_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Oscoda_Michigan_UnitedStates.NYT_ConfirmedCases.data|Oscoda_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Oscoda_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Oscoda_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Oscoda_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Oscoda_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-26|1159.0|0|1159.0|0|49.0|0|0.0|100
0|2021-12-27|1168.0|0|1168.0|0|50.0|0|0.0|100
0|2021-12-28|1168.0|0|1168.0|0|50.0|0|0.0|100
0|2021-12-29|1172.0|0|1172.0|0|51.0|0|0.0|100
0|2021-12-30|1172.0|0|1172.0|0|51.0|0|0.0|100
0|2021-12-31|1172.0|0|1172.0|0|51.0|0|0.0|100
0|2022-01-01|1172.0|0|1172.0|0|51.0|0|0.0|100
0|2022-01-02|1172.0|0|1172.0|0|51.0|0|0.0|100
0|2022-01-03|1186.0|0|1186.0|0|51.0|0|0.0|100
0|2022-01-04|1186.0|0|1186.0|0|51.0|0|0.0|100
0|2022-01-05|1193.0|0|1193.0|0|51.0|0|0.0|100
0|2022-01-06|1193.0|0|1193.0|0|51.0|0|0.0|100
0|2022-01-07|1204.0|0|1204.0|0|51.0|0|0.0|100
0|2022-01-08|1204.0|0|1204.0|0|51.0|0|0.0|100
0|2022-01-09|1204.0|0|1204.0|0|51.0|0|0.0|100
0|2022-01-10|1215.0|0|1215.0|0|51.0|0|0.0|100
0|2022-01-11|1215.0|0|1215.0|0|51.0|0|0.0|100
0|2022-01-12|1227.0|0|1227.0|0|51.0|0|0.0|100
0|2022-01-13|1227.0|0|1227.0|0|51.0|0|0.0|100
0|2022-01-14|1237.0|0|1237.0|0|51.0|0|0.0|100
0|2022-01-15|1237.0|0|1237.0|0|51.0|0|0.0|100
0|2022-01-16|1237.0|0|1237.0|0|51.0|0|0.0|100
0|2022-01-17|1237.0|0|0.0|100|51.0|0|0.0|100
