|dates|Motley_Texas_UnitedStates.BLS_EmployedPopulation.data|Motley_Texas_UnitedStates.BLS_EmployedPopulation.missing|Motley_Texas_UnitedStates.BLS_UnemployedPopulation.data|Motley_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Motley_Texas_UnitedStates.BLS_UnemploymentRate.data|Motley_Texas_UnitedStates.BLS_UnemploymentRate.missing|Motley_Texas_UnitedStates.BLS_LaborForcePopulation.data|Motley_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-12-19|411.0|0|28.0|0|6.378132118451025|0|439.0|0
0|2021-12-20|411.0|0|28.0|0|6.378132118451025|0|439.0|0
0|2021-12-21|411.0|0|28.0|0|6.378132118451025|0|439.0|0
0|2021-12-22|411.0|0|28.0|0|6.378132118451025|0|439.0|0
0|2021-12-23|411.0|0|28.0|0|6.378132118451025|0|439.0|0
0|2021-12-24|411.0|0|28.0|0|6.378132118451025|0|439.0|0
0|2021-12-25|411.0|0|28.0|0|6.378132118451025|0|439.0|0
0|2021-12-26|411.0|0|28.0|0|6.378132118451025|0|439.0|0
0|2021-12-27|411.0|0|28.0|0|6.378132118451025|0|439.0|0
0|2021-12-28|411.0|0|28.0|0|6.378132118451025|0|439.0|0
0|2021-12-29|411.0|0|28.0|0|6.378132118451025|0|439.0|0
0|2021-12-30|411.0|0|28.0|0|6.378132118451025|0|439.0|0
0|2021-12-31|411.0|0|28.0|0|6.378132118451025|0|439.0|0
0|2022-01-01|411.0|0|28.0|0|6.378132118451025|0|439.0|0
0|2022-01-02|411.0|0|28.0|0|6.378132118451025|0|439.0|0
0|2022-01-03|411.0|0|28.0|0|6.378132118451025|0|439.0|0
0|2022-01-04|411.0|0|28.0|0|6.378132118451025|0|439.0|0
0|2022-01-05|411.0|0|28.0|0|6.378132118451025|0|439.0|0
0|2022-01-06|411.0|0|28.0|0|6.378132118451025|0|439.0|0
0|2022-01-07|411.0|0|28.0|0|6.378132118451025|0|439.0|0
0|2022-01-08|411.0|0|28.0|0|6.378132118451025|0|439.0|0
0|2022-01-09|411.0|0|28.0|0|6.378132118451025|0|439.0|0
0|2022-01-10|411.0|0|28.0|0|6.378132118451025|0|439.0|0
0|2022-01-11|411.0|0|28.0|0|6.378132118451025|0|439.0|0
0|2022-01-12|411.0|0|28.0|0|6.378132118451025|0|439.0|0
0|2022-01-13|411.0|0|28.0|0|6.378132118451025|0|439.0|0
0|2022-01-14|411.0|0|28.0|0|6.378132118451025|0|439.0|0
0|2022-01-15|411.0|0|28.0|0|6.378132118451025|0|439.0|0
0|2022-01-16|411.0|0|28.0|0|6.378132118451025|0|439.0|0
0|2022-01-17|411.0|0|28.0|0|6.378132118451025|0|439.0|0
