|dates|Washakie_Wyoming_UnitedStates.JHU_ConfirmedCases.data|Washakie_Wyoming_UnitedStates.JHU_ConfirmedCases.missing|Washakie_Wyoming_UnitedStates.NYT_ConfirmedCases.data|Washakie_Wyoming_UnitedStates.NYT_ConfirmedCases.missing|Washakie_Wyoming_UnitedStates.JHU_ConfirmedDeaths.data|Washakie_Wyoming_UnitedStates.JHU_ConfirmedDeaths.missing|Washakie_Wyoming_UnitedStates.JHU_ConfirmedRecoveries.data|Washakie_Wyoming_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-19|1823.0|0|1822.0|0|35.0|0|0.0|100
0|2021-11-20|1823.0|0|1822.0|0|35.0|0|0.0|100
0|2021-11-21|1823.0|0|1822.0|0|35.0|0|0.0|100
0|2021-11-22|1831.0|0|1830.0|0|35.0|0|0.0|100
0|2021-11-23|1842.0|0|1841.0|0|35.0|0|0.0|100
0|2021-11-24|1845.0|0|1844.0|0|35.0|0|0.0|100
0|2021-11-25|1845.0|0|1844.0|0|35.0|0|0.0|100
0|2021-11-26|1845.0|0|1844.0|0|35.0|0|0.0|100
0|2021-11-27|1845.0|0|1844.0|0|35.0|0|0.0|100
0|2021-11-28|1845.0|0|1844.0|0|35.0|0|0.0|100
0|2021-11-29|1861.0|0|1860.0|0|35.0|0|0.0|100
0|2021-11-30|1862.0|0|1861.0|0|36.0|0|0.0|100
0|2021-12-01|1862.0|0|1861.0|0|36.0|0|0.0|100
0|2021-12-02|1854.0|0|1853.0|0|36.0|0|0.0|100
0|2021-12-03|1856.0|0|1855.0|0|36.0|0|0.0|100
0|2021-12-04|1856.0|0|1855.0|0|36.0|0|0.0|100
0|2021-12-05|1856.0|0|1855.0|0|36.0|0|0.0|100
0|2021-12-06|1858.0|0|1857.0|0|36.0|0|0.0|100
0|2021-12-07|1858.0|0|1857.0|0|36.0|0|0.0|100
0|2021-12-08|1858.0|0|1857.0|0|36.0|0|0.0|100
0|2021-12-09|1860.0|0|1859.0|0|36.0|0|0.0|100
0|2021-12-10|1863.0|0|1862.0|0|36.0|0|0.0|100
0|2021-12-11|1863.0|0|1862.0|0|36.0|0|0.0|100
0|2021-12-12|1863.0|0|1862.0|0|36.0|0|0.0|100
0|2021-12-13|1853.0|0|1852.0|0|36.0|0|0.0|100
0|2021-12-14|1853.0|0|1852.0|0|36.0|0|0.0|100
0|2021-12-15|1855.0|0|1854.0|0|37.0|0|0.0|100
0|2021-12-16|1856.0|0|1855.0|0|37.0|0|0.0|100
0|2021-12-17|1858.0|0|1857.0|0|37.0|0|0.0|100
0|2021-12-18|1858.0|0|1857.0|0|37.0|0|0.0|100
0|2021-12-19|1858.0|0|1857.0|0|37.0|0|0.0|100
0|2021-12-20|1859.0|0|1858.0|0|37.0|0|0.0|100
0|2021-12-21|1860.0|0|1859.0|0|37.0|0|0.0|100
0|2021-12-22|1861.0|0|1860.0|0|37.0|0|0.0|100
0|2021-12-23|1867.0|0|1866.0|0|37.0|0|0.0|100
0|2021-12-24|1867.0|0|1866.0|0|37.0|0|0.0|100
0|2021-12-25|1867.0|0|1866.0|0|37.0|0|0.0|100
0|2021-12-26|1867.0|0|1866.0|0|37.0|0|0.0|100
0|2021-12-27|1871.0|0|1870.0|0|37.0|0|0.0|100
0|2021-12-28|1874.0|0|1873.0|0|37.0|0|0.0|100
0|2021-12-29|1878.0|0|1877.0|0|37.0|0|0.0|100
0|2021-12-30|1880.0|0|1879.0|0|37.0|0|0.0|100
0|2021-12-31|1880.0|0|1879.0|0|37.0|0|0.0|100
0|2022-01-01|1880.0|0|1879.0|0|37.0|0|0.0|100
0|2022-01-02|1880.0|0|1879.0|0|37.0|0|0.0|100
0|2022-01-03|1886.0|0|1885.0|0|37.0|0|0.0|100
0|2022-01-04|1892.0|0|1891.0|0|39.0|0|0.0|100
0|2022-01-05|1903.0|0|1902.0|0|39.0|0|0.0|100
0|2022-01-06|1909.0|0|1908.0|0|39.0|0|0.0|100
0|2022-01-07|1915.0|0|1914.0|0|39.0|0|0.0|100
0|2022-01-08|1915.0|0|1914.0|0|39.0|0|0.0|100
0|2022-01-09|1915.0|0|1914.0|0|39.0|0|0.0|100
0|2022-01-10|1923.0|0|1922.0|0|39.0|0|0.0|100
0|2022-01-11|1938.0|0|1937.0|0|41.0|0|0.0|100
0|2022-01-12|1947.0|0|1946.0|0|41.0|0|0.0|100
0|2022-01-13|1947.0|0|1955.0|0|41.0|0|0.0|100
0|2022-01-14|1962.0|0|1961.0|0|41.0|0|0.0|100
0|2022-01-15|1962.0|0|1961.0|0|41.0|0|0.0|100
0|2022-01-16|1962.0|0|1961.0|0|41.0|0|0.0|100
0|2022-01-17|1962.0|0|0.0|100|41.0|0|0.0|100
