|dates|Coos_Oregon_UnitedStates.JHU_ConfirmedCases.data|Coos_Oregon_UnitedStates.JHU_ConfirmedCases.missing|Coos_Oregon_UnitedStates.NYT_ConfirmedCases.data|Coos_Oregon_UnitedStates.NYT_ConfirmedCases.missing|Coos_Oregon_UnitedStates.JHU_ConfirmedDeaths.data|Coos_Oregon_UnitedStates.JHU_ConfirmedDeaths.missing|Coos_Oregon_UnitedStates.JHU_ConfirmedRecoveries.data|Coos_Oregon_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-19|5509.0|0|5509.0|0|104.0|0|0.0|100
0|2021-11-20|5509.0|0|5509.0|0|104.0|0|0.0|100
0|2021-11-21|5509.0|0|5509.0|0|104.0|0|0.0|100
0|2021-11-22|5539.0|0|5539.0|0|104.0|0|0.0|100
0|2021-11-23|5560.0|0|5560.0|0|104.0|0|0.0|100
0|2021-11-24|5573.0|0|5573.0|0|106.0|0|0.0|100
0|2021-11-25|5573.0|0|5573.0|0|106.0|0|0.0|100
0|2021-11-26|5573.0|0|5573.0|0|106.0|0|0.0|100
0|2021-11-27|5573.0|0|5573.0|0|106.0|0|0.0|100
0|2021-11-28|5573.0|0|5573.0|0|106.0|0|0.0|100
0|2021-11-29|5600.0|0|5600.0|0|106.0|0|0.0|100
0|2021-11-30|5664.0|0|5664.0|0|106.0|0|0.0|100
0|2021-12-01|5693.0|0|5693.0|0|107.0|0|0.0|100
0|2021-12-02|5728.0|0|5728.0|0|108.0|0|0.0|100
0|2021-12-03|5768.0|0|5768.0|0|109.0|0|0.0|100
0|2021-12-04|5768.0|0|5768.0|0|109.0|0|0.0|100
0|2021-12-05|5768.0|0|5768.0|0|109.0|0|0.0|100
0|2021-12-06|5806.0|0|5806.0|0|109.0|0|0.0|100
0|2021-12-07|5854.0|0|5854.0|0|109.0|0|0.0|100
0|2021-12-08|5878.0|0|5878.0|0|109.0|0|0.0|100
0|2021-12-09|5913.0|0|5913.0|0|110.0|0|0.0|100
0|2021-12-10|5952.0|0|5952.0|0|113.0|0|0.0|100
0|2021-12-11|5952.0|0|5952.0|0|113.0|0|0.0|100
0|2021-12-12|5952.0|0|5952.0|0|113.0|0|0.0|100
0|2021-12-13|5994.0|0|5994.0|0|113.0|0|0.0|100
0|2021-12-14|5994.0|0|6037.0|0|113.0|0|0.0|100
0|2021-12-15|5994.0|0|6058.0|0|114.0|0|0.0|100
0|2021-12-16|6085.0|0|6085.0|0|114.0|0|0.0|100
0|2021-12-17|6101.0|0|6101.0|0|115.0|0|0.0|100
0|2021-12-18|6101.0|0|6101.0|0|115.0|0|0.0|100
0|2021-12-19|6101.0|0|6101.0|0|115.0|0|0.0|100
0|2021-12-20|6138.0|0|6138.0|0|115.0|0|0.0|100
0|2021-12-21|6160.0|0|6160.0|0|117.0|0|0.0|100
0|2021-12-22|6184.0|0|6184.0|0|118.0|0|0.0|100
0|2021-12-23|6201.0|0|6201.0|0|118.0|0|0.0|100
0|2021-12-24|6201.0|0|6201.0|0|118.0|0|0.0|100
0|2021-12-25|6201.0|0|6201.0|0|118.0|0|0.0|100
0|2021-12-26|6201.0|0|6201.0|0|118.0|0|0.0|100
0|2021-12-27|6227.0|0|6227.0|0|118.0|0|0.0|100
0|2021-12-28|6322.0|0|6322.0|0|118.0|0|0.0|100
0|2021-12-29|6358.0|0|6358.0|0|119.0|0|0.0|100
0|2021-12-30|6396.0|0|6396.0|0|122.0|0|0.0|100
0|2021-12-31|6396.0|0|6396.0|0|122.0|0|0.0|100
0|2022-01-01|6396.0|0|6396.0|0|122.0|0|0.0|100
0|2022-01-02|6396.0|0|6396.0|0|122.0|0|0.0|100
0|2022-01-03|6439.0|0|6439.0|0|122.0|0|0.0|100
0|2022-01-04|6443.0|0|6443.0|0|122.0|0|0.0|100
0|2022-01-05|6578.0|0|6578.0|0|123.0|0|0.0|100
0|2022-01-06|6797.0|0|6797.0|0|123.0|0|0.0|100
0|2022-01-07|6922.0|0|6922.0|0|124.0|0|0.0|100
0|2022-01-08|6922.0|0|6922.0|0|124.0|0|0.0|100
0|2022-01-09|6922.0|0|6922.0|0|124.0|0|0.0|100
0|2022-01-10|7133.0|0|7133.0|0|125.0|0|0.0|100
0|2022-01-11|7225.0|0|7225.0|0|127.0|0|0.0|100
0|2022-01-12|7468.0|0|7468.0|0|127.0|0|0.0|100
0|2022-01-13|7468.0|0|7596.0|0|127.0|0|0.0|100
0|2022-01-14|7772.0|0|7772.0|0|128.0|0|0.0|100
0|2022-01-15|7772.0|0|7772.0|0|128.0|0|0.0|100
0|2022-01-16|7772.0|0|7772.0|0|128.0|0|0.0|100
0|2022-01-17|7772.0|0|0.0|100|128.0|0|0.0|100
