|dates|Duplin_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Duplin_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Duplin_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Duplin_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Duplin_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Duplin_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Duplin_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Duplin_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-15|10081.0|0|10081.0|0|193.0|0|0.0|100
0|2021-11-16|10088.0|0|10088.0|0|194.0|0|0.0|100
0|2021-11-17|10090.0|0|10090.0|0|192.0|0|0.0|100
0|2021-11-18|10101.0|0|10101.0|0|193.0|0|0.0|100
0|2021-11-19|10116.0|0|10116.0|0|193.0|0|0.0|100
0|2021-11-20|10116.0|0|10116.0|0|193.0|0|0.0|100
0|2021-11-21|10116.0|0|10116.0|0|193.0|0|0.0|100
0|2021-11-22|10135.0|0|10135.0|0|193.0|0|0.0|100
0|2021-11-23|10132.0|0|10132.0|0|193.0|0|0.0|100
0|2021-11-24|10138.0|0|10138.0|0|195.0|0|0.0|100
0|2021-11-25|10138.0|0|10138.0|0|195.0|0|0.0|100
0|2021-11-26|10138.0|0|10138.0|0|195.0|0|0.0|100
0|2021-11-27|10138.0|0|10138.0|0|195.0|0|0.0|100
0|2021-11-28|10138.0|0|10138.0|0|195.0|0|0.0|100
0|2021-11-29|10171.0|0|10171.0|0|196.0|0|0.0|100
0|2021-11-30|10170.0|0|10170.0|0|196.0|0|0.0|100
0|2021-12-01|10184.0|0|10184.0|0|196.0|0|0.0|100
0|2021-12-02|10205.0|0|10205.0|0|196.0|0|0.0|100
0|2021-12-03|10205.0|0|10223.0|0|196.0|0|0.0|100
0|2021-12-04|10223.0|0|10223.0|0|198.0|0|0.0|100
0|2021-12-05|10223.0|0|10223.0|0|198.0|0|0.0|100
0|2021-12-06|10292.0|0|10292.0|0|198.0|0|0.0|100
0|2021-12-07|10319.0|0|10319.0|0|198.0|0|0.0|100
0|2021-12-08|10352.0|0|10352.0|0|198.0|0|0.0|100
0|2021-12-09|10396.0|0|10396.0|0|198.0|0|0.0|100
0|2021-12-10|10410.0|0|10410.0|0|198.0|0|0.0|100
0|2021-12-11|10410.0|0|10410.0|0|198.0|0|0.0|100
0|2021-12-12|10410.0|0|10410.0|0|198.0|0|0.0|100
0|2021-12-13|10461.0|0|10461.0|0|199.0|0|0.0|100
0|2021-12-14|10461.0|0|10467.0|0|199.0|0|0.0|100
0|2021-12-15|10475.0|0|10475.0|0|199.0|0|0.0|100
0|2021-12-16|10513.0|0|10513.0|0|199.0|0|0.0|100
0|2021-12-17|10529.0|0|10529.0|0|199.0|0|0.0|100
0|2021-12-18|10529.0|0|10529.0|0|199.0|0|0.0|100
0|2021-12-19|10529.0|0|10529.0|0|199.0|0|0.0|100
0|2021-12-20|10562.0|0|10562.0|0|199.0|0|0.0|100
0|2021-12-21|10569.0|0|10569.0|0|199.0|0|0.0|100
0|2021-12-22|10593.0|0|10593.0|0|199.0|0|0.0|100
0|2021-12-23|10593.0|0|10593.0|0|199.0|0|0.0|100
0|2021-12-24|10593.0|0|10593.0|0|199.0|0|0.0|100
0|2021-12-25|10593.0|0|10593.0|0|199.0|0|0.0|100
0|2021-12-26|10593.0|0|10593.0|0|199.0|0|0.0|100
0|2021-12-27|10593.0|0|10593.0|0|199.0|0|0.0|100
0|2021-12-28|10659.0|0|10659.0|0|199.0|0|0.0|100
0|2021-12-29|10668.0|0|10668.0|0|199.0|0|0.0|100
0|2021-12-30|10721.0|0|10721.0|0|199.0|0|0.0|100
0|2021-12-31|10721.0|0|10774.0|0|199.0|0|0.0|100
0|2022-01-01|10721.0|0|10774.0|0|199.0|0|0.0|100
0|2022-01-02|10721.0|0|10774.0|0|199.0|0|0.0|100
0|2022-01-03|10918.0|0|10918.0|0|199.0|0|0.0|100
0|2022-01-04|10964.0|0|10964.0|0|199.0|0|0.0|100
0|2022-01-05|11044.0|0|11044.0|0|202.0|0|0.0|100
0|2022-01-06|11144.0|0|11144.0|0|202.0|0|0.0|100
0|2022-01-07|11263.0|0|11263.0|0|202.0|0|0.0|100
0|2022-01-08|11263.0|0|11263.0|0|202.0|0|0.0|100
0|2022-01-09|11263.0|0|11263.0|0|202.0|0|0.0|100
0|2022-01-10|11686.0|0|11686.0|0|202.0|0|0.0|100
0|2022-01-11|11805.0|0|11805.0|0|202.0|0|0.0|100
0|2022-01-12|11925.0|0|11925.0|0|202.0|0|0.0|100
0|2022-01-13|11925.0|0|12092.0|0|202.0|0|0.0|100
0|2022-01-14|12313.0|0|12313.0|0|203.0|0|0.0|100
0|2022-01-15|12313.0|0|12313.0|0|203.0|0|0.0|100
0|2022-01-16|12313.0|0|12313.0|0|203.0|0|0.0|100
0|2022-01-17|12313.0|0|0.0|100|203.0|0|0.0|100
