|dates|Passaic_NewJersey_UnitedStates.JHU_ConfirmedCases.data|Passaic_NewJersey_UnitedStates.JHU_ConfirmedCases.missing|Passaic_NewJersey_UnitedStates.NYT_ConfirmedCases.data|Passaic_NewJersey_UnitedStates.NYT_ConfirmedCases.missing|Passaic_NewJersey_UnitedStates.JHU_ConfirmedDeaths.data|Passaic_NewJersey_UnitedStates.JHU_ConfirmedDeaths.missing|Passaic_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.data|Passaic_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-15|87679.0|0|87679.0|0|2052.0|0|0.0|100
0|2021-12-16|88081.0|0|88081.0|0|2054.0|0|0.0|100
0|2021-12-17|88527.0|0|88527.0|0|2055.0|0|0.0|100
0|2021-12-18|88934.0|0|88934.0|0|2057.0|0|0.0|100
0|2021-12-19|89400.0|0|89400.0|0|2057.0|0|0.0|100
0|2021-12-20|89801.0|0|89801.0|0|2057.0|0|0.0|100
0|2021-12-21|90226.0|0|90226.0|0|2058.0|0|0.0|100
0|2021-12-22|91000.0|0|91000.0|0|2059.0|0|0.0|100
0|2021-12-23|92075.0|0|92075.0|0|2061.0|0|0.0|100
0|2021-12-24|93425.0|0|93425.0|0|2061.0|0|0.0|100
0|2021-12-25|94680.0|0|94680.0|0|2062.0|0|0.0|100
0|2021-12-26|95596.0|0|95596.0|0|2063.0|0|0.0|100
0|2021-12-27|96311.0|0|96311.0|0|2062.0|0|0.0|100
0|2021-12-28|97340.0|0|97340.0|0|2065.0|0|0.0|100
0|2021-12-29|99325.0|0|99325.0|0|2067.0|0|0.0|100
0|2021-12-30|106582.0|0|101906.0|0|2068.0|0|0.0|100
0|2021-12-31|104417.0|0|104417.0|0|2071.0|0|0.0|100
0|2022-01-01|106973.0|0|106973.0|0|2071.0|0|0.0|100
0|2022-01-02|108804.0|0|108804.0|0|2071.0|0|0.0|100
0|2022-01-03|110181.0|0|110181.0|0|2072.0|0|0.0|100
0|2022-01-04|111944.0|0|111944.0|0|2076.0|0|0.0|100
0|2022-01-05|114539.0|0|114539.0|0|2083.0|0|0.0|100
0|2022-01-06|117133.0|0|117133.0|0|2095.0|0|0.0|100
0|2022-01-07|119749.0|0|119749.0|0|2098.0|0|0.0|100
0|2022-01-08|122101.0|0|122101.0|0|2103.0|0|0.0|100
0|2022-01-09|123940.0|0|123940.0|0|2104.0|0|0.0|100
0|2022-01-10|125529.0|0|125528.0|0|2107.0|0|0.0|100
0|2022-01-11|127127.0|0|127127.0|0|2119.0|0|0.0|100
0|2022-01-12|128519.0|0|128519.0|0|2128.0|0|0.0|100
0|2022-01-13|128519.0|0|129897.0|0|2128.0|0|0.0|100
0|2022-01-14|131175.0|0|131175.0|0|2139.0|0|0.0|100
0|2022-01-15|132081.0|0|132081.0|0|2150.0|0|0.0|100
0|2022-01-16|133002.0|0|133002.0|0|2151.0|0|0.0|100
0|2022-01-17|133479.0|0|0.0|100|2157.0|0|0.0|100
