|dates|Washington_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Washington_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Washington_Mississippi_UnitedStates.NYT_ConfirmedCases.data|Washington_Mississippi_UnitedStates.NYT_ConfirmedCases.missing|Washington_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-14|7532.0|0|7532.0|0|167.0|0|0.0|100
0|2021-11-15|7537.0|0|7537.0|0|168.0|0|0.0|100
0|2021-11-16|7540.0|0|7540.0|0|168.0|0|0.0|100
0|2021-11-17|7539.0|0|7539.0|0|168.0|0|0.0|100
0|2021-11-18|7542.0|0|7542.0|0|168.0|0|0.0|100
0|2021-11-19|7544.0|0|7544.0|0|168.0|0|0.0|100
0|2021-11-20|7544.0|0|7544.0|0|168.0|0|0.0|100
0|2021-11-21|7544.0|0|7544.0|0|168.0|0|0.0|100
0|2021-11-22|7549.0|0|7549.0|0|168.0|0|0.0|100
0|2021-11-23|7549.0|0|7549.0|0|168.0|0|0.0|100
0|2021-11-24|7550.0|0|7550.0|0|169.0|0|0.0|100
0|2021-11-25|7550.0|0|7550.0|0|169.0|0|0.0|100
0|2021-11-26|7550.0|0|7550.0|0|169.0|0|0.0|100
0|2021-11-27|7550.0|0|7550.0|0|169.0|0|0.0|100
0|2021-11-28|7550.0|0|7550.0|0|169.0|0|0.0|100
0|2021-11-29|7550.0|0|7550.0|0|169.0|0|0.0|100
0|2021-11-30|7553.0|0|7553.0|0|169.0|0|0.0|100
0|2021-12-01|7554.0|0|7554.0|0|169.0|0|0.0|100
0|2021-12-02|7554.0|0|7555.0|0|169.0|0|0.0|100
0|2021-12-03|7559.0|0|7559.0|0|169.0|0|0.0|100
0|2021-12-04|7559.0|0|7559.0|0|169.0|0|0.0|100
0|2021-12-05|7559.0|0|7559.0|0|169.0|0|0.0|100
0|2021-12-06|7561.0|0|7561.0|0|169.0|0|0.0|100
0|2021-12-07|7562.0|0|7562.0|0|169.0|0|0.0|100
0|2021-12-08|7565.0|0|7565.0|0|170.0|0|0.0|100
0|2021-12-09|7570.0|0|7570.0|0|170.0|0|0.0|100
0|2021-12-10|7571.0|0|7571.0|0|170.0|0|0.0|100
0|2021-12-11|7571.0|0|7571.0|0|170.0|0|0.0|100
0|2021-12-12|7571.0|0|7571.0|0|170.0|0|0.0|100
0|2021-12-13|7583.0|0|7583.0|0|170.0|0|0.0|100
0|2021-12-14|7583.0|0|7583.0|0|170.0|0|0.0|100
0|2021-12-15|7587.0|0|7587.0|0|170.0|0|0.0|100
0|2021-12-16|7592.0|0|7592.0|0|170.0|0|0.0|100
0|2021-12-17|7601.0|0|7601.0|0|170.0|0|0.0|100
0|2021-12-18|7601.0|0|7601.0|0|170.0|0|0.0|100
0|2021-12-19|7601.0|0|7601.0|0|170.0|0|0.0|100
0|2021-12-20|7609.0|0|7609.0|0|170.0|0|0.0|100
0|2021-12-21|7610.0|0|7610.0|0|170.0|0|0.0|100
0|2021-12-22|7618.0|0|7618.0|0|170.0|0|0.0|100
0|2021-12-23|7618.0|0|7618.0|0|170.0|0|0.0|100
0|2021-12-24|7618.0|0|7618.0|0|170.0|0|0.0|100
0|2021-12-25|7618.0|0|7618.0|0|170.0|0|0.0|100
0|2021-12-26|7618.0|0|7618.0|0|170.0|0|0.0|100
0|2021-12-27|7656.0|0|7656.0|0|170.0|0|0.0|100
0|2021-12-28|7668.0|0|7668.0|0|171.0|0|0.0|100
0|2021-12-29|7708.0|0|7708.0|0|171.0|0|0.0|100
0|2021-12-30|7739.0|0|7739.0|0|171.0|0|0.0|100
0|2021-12-31|7739.0|0|7739.0|0|171.0|0|0.0|100
0|2022-01-01|7739.0|0|7739.0|0|171.0|0|0.0|100
0|2022-01-02|7739.0|0|7739.0|0|171.0|0|0.0|100
0|2022-01-03|7869.0|0|7869.0|0|171.0|0|0.0|100
0|2022-01-04|7930.0|0|7930.0|0|171.0|0|0.0|100
0|2022-01-05|7993.0|0|7993.0|0|171.0|0|0.0|100
0|2022-01-06|8079.0|0|8079.0|0|171.0|0|0.0|100
0|2022-01-07|8132.0|0|8132.0|0|171.0|0|0.0|100
0|2022-01-08|8132.0|0|8132.0|0|171.0|0|0.0|100
0|2022-01-09|8132.0|0|8132.0|0|171.0|0|0.0|100
0|2022-01-10|8132.0|0|8218.0|0|171.0|0|0.0|100
0|2022-01-11|8338.0|0|8338.0|0|171.0|0|0.0|100
0|2022-01-12|8338.0|0|8366.0|0|171.0|0|0.0|100
0|2022-01-13|8338.0|0|8487.0|0|171.0|0|0.0|100
0|2022-01-14|8614.0|0|8614.0|0|171.0|0|0.0|100
0|2022-01-15|8614.0|0|8614.0|0|171.0|0|0.0|100
0|2022-01-16|8614.0|0|8614.0|0|171.0|0|0.0|100
0|2022-01-17|8614.0|0|0.0|100|171.0|0|0.0|100
