|dates|Richardson_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Richardson_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Richardson_Nebraska_UnitedStates.NYT_ConfirmedCases.data|Richardson_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|Richardson_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Richardson_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Richardson_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Richardson_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-27|1255.0|0|1255.0|0|19.0|0|0.0|100
0|2021-12-28|1271.0|0|1271.0|0|19.0|0|0.0|100
0|2021-12-29|1282.0|0|1282.0|0|19.0|0|0.0|100
0|2021-12-30|1290.0|0|1290.0|0|19.0|0|0.0|100
0|2021-12-31|1290.0|0|1290.0|0|19.0|0|0.0|100
0|2022-01-01|1290.0|0|1290.0|0|19.0|0|0.0|100
0|2022-01-02|1290.0|0|1290.0|0|19.0|0|0.0|100
0|2022-01-03|1307.0|0|1307.0|0|19.0|0|0.0|100
0|2022-01-04|1314.0|0|1314.0|0|19.0|0|0.0|100
0|2022-01-05|1324.0|0|1324.0|0|19.0|0|0.0|100
0|2022-01-06|1336.0|0|1336.0|0|19.0|0|0.0|100
0|2022-01-07|1347.0|0|1347.0|0|19.0|0|0.0|100
0|2022-01-08|1347.0|0|1347.0|0|19.0|0|0.0|100
0|2022-01-09|1347.0|0|1347.0|0|19.0|0|0.0|100
0|2022-01-10|1358.0|0|1358.0|0|19.0|0|0.0|100
0|2022-01-11|1371.0|0|1371.0|0|19.0|0|0.0|100
0|2022-01-12|1372.0|0|1372.0|0|19.0|0|0.0|100
0|2022-01-13|1372.0|0|1372.0|0|19.0|0|0.0|100
0|2022-01-14|1417.0|0|1417.0|0|19.0|0|0.0|100
0|2022-01-15|1417.0|0|1417.0|0|19.0|0|0.0|100
0|2022-01-16|1417.0|0|1417.0|0|19.0|0|0.0|100
0|2022-01-17|1435.0|0|0.0|100|19.0|0|0.0|100
