|dates|Lunenburg_Virginia_UnitedStates.JHU_ConfirmedCases.data|Lunenburg_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Lunenburg_Virginia_UnitedStates.NYT_ConfirmedCases.data|Lunenburg_Virginia_UnitedStates.NYT_ConfirmedCases.missing|Lunenburg_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Lunenburg_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Lunenburg_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Lunenburg_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-08|1393.0|0|1393.0|0|23.0|0|0.0|100
0|2022-01-09|1393.0|0|1393.0|0|23.0|0|0.0|100
0|2022-01-10|1437.0|0|1437.0|0|23.0|0|0.0|100
0|2022-01-11|1452.0|0|1452.0|0|23.0|0|0.0|100
0|2022-01-12|1480.0|0|1480.0|0|24.0|0|0.0|100
0|2022-01-13|1480.0|0|1511.0|0|24.0|0|0.0|100
0|2022-01-14|1531.0|0|1531.0|0|24.0|0|0.0|100
0|2022-01-15|1531.0|0|1531.0|0|24.0|0|0.0|100
0|2022-01-16|1531.0|0|1531.0|0|24.0|0|0.0|100
0|2022-01-17|1604.0|0|0.0|100|24.0|0|0.0|100
