|dates|Clay_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Clay_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Clay_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Clay_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Clay_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Clay_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Clay_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Clay_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-22|1696.0|0|1696.0|0|38.0|0|0.0|100
0|2021-11-23|1697.0|0|1697.0|0|38.0|0|0.0|100
0|2021-11-24|1698.0|0|1698.0|0|38.0|0|0.0|100
0|2021-11-25|1698.0|0|1698.0|0|38.0|0|0.0|100
0|2021-11-26|1698.0|0|1698.0|0|38.0|0|0.0|100
0|2021-11-27|1698.0|0|1698.0|0|38.0|0|0.0|100
0|2021-11-28|1698.0|0|1698.0|0|38.0|0|0.0|100
0|2021-11-29|1700.0|0|1700.0|0|38.0|0|0.0|100
0|2021-11-30|1700.0|0|1700.0|0|38.0|0|0.0|100
0|2021-12-01|1705.0|0|1705.0|0|38.0|0|0.0|100
0|2021-12-02|1709.0|0|1709.0|0|38.0|0|0.0|100
0|2021-12-03|1712.0|0|1712.0|0|38.0|0|0.0|100
0|2021-12-04|1712.0|0|1712.0|0|38.0|0|0.0|100
0|2021-12-05|1712.0|0|1712.0|0|38.0|0|0.0|100
0|2021-12-06|1720.0|0|1720.0|0|38.0|0|0.0|100
0|2021-12-07|1723.0|0|1723.0|0|38.0|0|0.0|100
0|2021-12-08|1724.0|0|1724.0|0|38.0|0|0.0|100
0|2021-12-09|1725.0|0|1725.0|0|38.0|0|0.0|100
0|2021-12-10|1727.0|0|1727.0|0|38.0|0|0.0|100
0|2021-12-11|1727.0|0|1727.0|0|38.0|0|0.0|100
0|2021-12-12|1727.0|0|1727.0|0|38.0|0|0.0|100
0|2021-12-13|1734.0|0|1734.0|0|38.0|0|0.0|100
0|2021-12-14|1734.0|0|1735.0|0|38.0|0|0.0|100
0|2021-12-15|1736.0|0|1736.0|0|38.0|0|0.0|100
0|2021-12-16|1736.0|0|1736.0|0|38.0|0|0.0|100
0|2021-12-17|1738.0|0|1738.0|0|38.0|0|0.0|100
0|2021-12-18|1738.0|0|1738.0|0|38.0|0|0.0|100
0|2021-12-19|1738.0|0|1738.0|0|38.0|0|0.0|100
0|2021-12-20|1743.0|0|1743.0|0|38.0|0|0.0|100
0|2021-12-21|1743.0|0|1743.0|0|38.0|0|0.0|100
0|2021-12-22|1744.0|0|1744.0|0|38.0|0|0.0|100
0|2021-12-23|1744.0|0|1744.0|0|38.0|0|0.0|100
0|2021-12-24|1744.0|0|1744.0|0|38.0|0|0.0|100
0|2021-12-25|1744.0|0|1744.0|0|38.0|0|0.0|100
0|2021-12-26|1744.0|0|1744.0|0|38.0|0|0.0|100
0|2021-12-27|1744.0|0|1744.0|0|38.0|0|0.0|100
0|2021-12-28|1759.0|0|1759.0|0|38.0|0|0.0|100
0|2021-12-29|1759.0|0|1759.0|0|38.0|0|0.0|100
0|2021-12-30|1763.0|0|1763.0|0|38.0|0|0.0|100
0|2021-12-31|1763.0|0|1773.0|0|38.0|0|0.0|100
0|2022-01-01|1763.0|0|1773.0|0|38.0|0|0.0|100
0|2022-01-02|1763.0|0|1773.0|0|38.0|0|0.0|100
0|2022-01-03|1799.0|0|1799.0|0|38.0|0|0.0|100
0|2022-01-04|1804.0|0|1804.0|0|38.0|0|0.0|100
0|2022-01-05|1826.0|0|1826.0|0|38.0|0|0.0|100
0|2022-01-06|1848.0|0|1848.0|0|38.0|0|0.0|100
0|2022-01-07|1860.0|0|1860.0|0|38.0|0|0.0|100
0|2022-01-08|1860.0|0|1860.0|0|38.0|0|0.0|100
0|2022-01-09|1860.0|0|1860.0|0|38.0|0|0.0|100
0|2022-01-10|1900.0|0|1900.0|0|38.0|0|0.0|100
0|2022-01-11|1926.0|0|1926.0|0|38.0|0|0.0|100
0|2022-01-12|1954.0|0|1954.0|0|38.0|0|0.0|100
0|2022-01-13|1954.0|0|1969.0|0|38.0|0|0.0|100
0|2022-01-14|1992.0|0|1992.0|0|38.0|0|0.0|100
0|2022-01-15|1992.0|0|1992.0|0|38.0|0|0.0|100
0|2022-01-16|1992.0|0|1992.0|0|38.0|0|0.0|100
0|2022-01-17|1992.0|0|0.0|100|38.0|0|0.0|100
