|dates|Stark_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Stark_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Stark_Ohio_UnitedStates.Male_Total_Population.data|Stark_Ohio_UnitedStates.Male_Total_Population.missing|Stark_Ohio_UnitedStates.Female_Total_Population.data|Stark_Ohio_UnitedStates.Female_Total_Population.missing|Stark_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Stark_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-20|72293.0|0|180539.0|0|191035.0|0|79684.0|0
0|2021-12-21|72293.0|0|180539.0|0|191035.0|0|79684.0|0
0|2021-12-22|72293.0|0|180539.0|0|191035.0|0|79684.0|0
0|2021-12-23|72293.0|0|180539.0|0|191035.0|0|79684.0|0
0|2021-12-24|72293.0|0|180539.0|0|191035.0|0|79684.0|0
0|2021-12-25|72293.0|0|180539.0|0|191035.0|0|79684.0|0
0|2021-12-26|72293.0|0|180539.0|0|191035.0|0|79684.0|0
0|2021-12-27|72293.0|0|180539.0|0|191035.0|0|79684.0|0
0|2021-12-28|72293.0|0|180539.0|0|191035.0|0|79684.0|0
0|2021-12-29|72293.0|0|180539.0|0|191035.0|0|79684.0|0
0|2021-12-30|72293.0|0|180539.0|0|191035.0|0|79684.0|0
0|2021-12-31|72293.0|0|180539.0|0|191035.0|0|79684.0|0
0|2022-01-01|72293.0|0|180539.0|0|191035.0|0|79684.0|0
0|2022-01-02|72293.0|0|180539.0|0|191035.0|0|79684.0|0
0|2022-01-03|72293.0|0|180539.0|0|191035.0|0|79684.0|0
0|2022-01-04|72293.0|0|180539.0|0|191035.0|0|79684.0|0
0|2022-01-05|72293.0|0|180539.0|0|191035.0|0|79684.0|0
0|2022-01-06|72293.0|0|180539.0|0|191035.0|0|79684.0|0
0|2022-01-07|72293.0|0|180539.0|0|191035.0|0|79684.0|0
0|2022-01-08|72293.0|0|180539.0|0|191035.0|0|79684.0|0
0|2022-01-09|72293.0|0|180539.0|0|191035.0|0|79684.0|0
0|2022-01-10|72293.0|0|180539.0|0|191035.0|0|79684.0|0
0|2022-01-11|72293.0|0|180539.0|0|191035.0|0|79684.0|0
0|2022-01-12|72293.0|0|180539.0|0|191035.0|0|79684.0|0
0|2022-01-13|72293.0|0|180539.0|0|191035.0|0|79684.0|0
0|2022-01-14|72293.0|0|180539.0|0|191035.0|0|79684.0|0
0|2022-01-15|72293.0|0|180539.0|0|191035.0|0|79684.0|0
0|2022-01-16|72293.0|0|180539.0|0|191035.0|0|79684.0|0
0|2022-01-17|72293.0|0|180539.0|0|191035.0|0|79684.0|0
