|dates|Graham_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Graham_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Graham_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Graham_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Graham_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Graham_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Graham_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Graham_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-09|1334.0|0|1334.0|0|28.0|0|0.0|100
0|2021-11-10|1334.0|0|1334.0|0|28.0|0|0.0|100
0|2021-11-11|1334.0|0|1334.0|0|28.0|0|0.0|100
0|2021-11-12|1336.0|0|1336.0|0|28.0|0|0.0|100
0|2021-11-13|1336.0|0|1336.0|0|28.0|0|0.0|100
0|2021-11-14|1336.0|0|1336.0|0|28.0|0|0.0|100
0|2021-11-15|1340.0|0|1340.0|0|28.0|0|0.0|100
0|2021-11-16|1341.0|0|1341.0|0|28.0|0|0.0|100
0|2021-11-17|1342.0|0|1342.0|0|28.0|0|0.0|100
0|2021-11-18|1342.0|0|1342.0|0|28.0|0|0.0|100
0|2021-11-19|1343.0|0|1343.0|0|28.0|0|0.0|100
0|2021-11-20|1343.0|0|1343.0|0|28.0|0|0.0|100
0|2021-11-21|1343.0|0|1343.0|0|28.0|0|0.0|100
0|2021-11-22|1346.0|0|1346.0|0|28.0|0|0.0|100
0|2021-11-23|1350.0|0|1350.0|0|28.0|0|0.0|100
0|2021-11-24|1352.0|0|1352.0|0|28.0|0|0.0|100
0|2021-11-25|1352.0|0|1352.0|0|28.0|0|0.0|100
0|2021-11-26|1352.0|0|1352.0|0|28.0|0|0.0|100
0|2021-11-27|1352.0|0|1352.0|0|28.0|0|0.0|100
0|2021-11-28|1352.0|0|1352.0|0|28.0|0|0.0|100
0|2021-11-29|1359.0|0|1359.0|0|28.0|0|0.0|100
0|2021-11-30|1360.0|0|1360.0|0|28.0|0|0.0|100
0|2021-12-01|1365.0|0|1365.0|0|28.0|0|0.0|100
0|2021-12-02|1368.0|0|1368.0|0|28.0|0|0.0|100
0|2021-12-03|1368.0|0|1373.0|0|28.0|0|0.0|100
0|2021-12-04|1373.0|0|1373.0|0|28.0|0|0.0|100
0|2021-12-05|1373.0|0|1373.0|0|28.0|0|0.0|100
0|2021-12-06|1379.0|0|1379.0|0|28.0|0|0.0|100
0|2021-12-07|1385.0|0|1385.0|0|28.0|0|0.0|100
0|2021-12-08|1388.0|0|1388.0|0|28.0|0|0.0|100
0|2021-12-09|1391.0|0|1391.0|0|28.0|0|0.0|100
0|2021-12-10|1395.0|0|1395.0|0|28.0|0|0.0|100
0|2021-12-11|1395.0|0|1395.0|0|28.0|0|0.0|100
0|2021-12-12|1395.0|0|1395.0|0|28.0|0|0.0|100
0|2021-12-13|1399.0|0|1399.0|0|28.0|0|0.0|100
0|2021-12-14|1399.0|0|1403.0|0|28.0|0|0.0|100
0|2021-12-15|1404.0|0|1404.0|0|28.0|0|0.0|100
0|2021-12-16|1407.0|0|1407.0|0|28.0|0|0.0|100
0|2021-12-17|1415.0|0|1415.0|0|28.0|0|0.0|100
0|2021-12-18|1415.0|0|1415.0|0|28.0|0|0.0|100
0|2021-12-19|1415.0|0|1415.0|0|28.0|0|0.0|100
0|2021-12-20|1422.0|0|1422.0|0|28.0|0|0.0|100
0|2021-12-21|1427.0|0|1427.0|0|28.0|0|0.0|100
0|2021-12-22|1436.0|0|1436.0|0|28.0|0|0.0|100
0|2021-12-23|1436.0|0|1436.0|0|28.0|0|0.0|100
0|2021-12-24|1436.0|0|1436.0|0|28.0|0|0.0|100
0|2021-12-25|1436.0|0|1436.0|0|28.0|0|0.0|100
0|2021-12-26|1436.0|0|1436.0|0|28.0|0|0.0|100
0|2021-12-27|1436.0|0|1436.0|0|28.0|0|0.0|100
0|2021-12-28|1445.0|0|1445.0|0|28.0|0|0.0|100
0|2021-12-29|1449.0|0|1449.0|0|28.0|0|0.0|100
0|2021-12-30|1463.0|0|1463.0|0|28.0|0|0.0|100
0|2021-12-31|1463.0|0|1474.0|0|28.0|0|0.0|100
0|2022-01-01|1463.0|0|1474.0|0|28.0|0|0.0|100
0|2022-01-02|1463.0|0|1474.0|0|28.0|0|0.0|100
0|2022-01-03|1485.0|0|1485.0|0|28.0|0|0.0|100
0|2022-01-04|1501.0|0|1501.0|0|28.0|0|0.0|100
0|2022-01-05|1515.0|0|1515.0|0|28.0|0|0.0|100
0|2022-01-06|1538.0|0|1538.0|0|28.0|0|0.0|100
0|2022-01-07|1541.0|0|1541.0|0|28.0|0|0.0|100
0|2022-01-08|1541.0|0|1541.0|0|28.0|0|0.0|100
0|2022-01-09|1541.0|0|1541.0|0|28.0|0|0.0|100
0|2022-01-10|1568.0|0|1568.0|0|28.0|0|0.0|100
0|2022-01-11|1597.0|0|1597.0|0|28.0|0|0.0|100
0|2022-01-12|1622.0|0|1622.0|0|28.0|0|0.0|100
0|2022-01-13|1622.0|0|1651.0|0|28.0|0|0.0|100
0|2022-01-14|1667.0|0|1667.0|0|28.0|0|0.0|100
0|2022-01-15|1667.0|0|1667.0|0|28.0|0|0.0|100
0|2022-01-16|1667.0|0|1667.0|0|28.0|0|0.0|100
0|2022-01-17|1667.0|0|0.0|100|28.0|0|0.0|100
