|dates|Rush_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Rush_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Rush_Kansas_UnitedStates.Male_Total_Population.data|Rush_Kansas_UnitedStates.Male_Total_Population.missing|Rush_Kansas_UnitedStates.Female_Total_Population.data|Rush_Kansas_UnitedStates.Female_Total_Population.missing|Rush_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Rush_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-31|768.0|0|1588.0|0|1505.0|0|646.0|0
0|2022-01-01|768.0|0|1588.0|0|1505.0|0|646.0|0
0|2022-01-02|768.0|0|1588.0|0|1505.0|0|646.0|0
0|2022-01-03|768.0|0|1588.0|0|1505.0|0|646.0|0
0|2022-01-04|768.0|0|1588.0|0|1505.0|0|646.0|0
0|2022-01-05|768.0|0|1588.0|0|1505.0|0|646.0|0
0|2022-01-06|768.0|0|1588.0|0|1505.0|0|646.0|0
0|2022-01-07|768.0|0|1588.0|0|1505.0|0|646.0|0
0|2022-01-08|768.0|0|1588.0|0|1505.0|0|646.0|0
0|2022-01-09|768.0|0|1588.0|0|1505.0|0|646.0|0
0|2022-01-10|768.0|0|1588.0|0|1505.0|0|646.0|0
0|2022-01-11|768.0|0|1588.0|0|1505.0|0|646.0|0
0|2022-01-12|768.0|0|1588.0|0|1505.0|0|646.0|0
0|2022-01-13|768.0|0|1588.0|0|1505.0|0|646.0|0
0|2022-01-14|768.0|0|1588.0|0|1505.0|0|646.0|0
0|2022-01-15|768.0|0|1588.0|0|1505.0|0|646.0|0
0|2022-01-16|768.0|0|1588.0|0|1505.0|0|646.0|0
0|2022-01-17|768.0|0|1588.0|0|1505.0|0|646.0|0
