|dates|SanLuisObispo_California_UnitedStates.JHU_ConfirmedCases.data|SanLuisObispo_California_UnitedStates.JHU_ConfirmedCases.missing|SanLuisObispo_California_UnitedStates.NYT_ConfirmedCases.data|SanLuisObispo_California_UnitedStates.NYT_ConfirmedCases.missing|SanLuisObispo_California_UnitedStates.JHU_ConfirmedDeaths.data|SanLuisObispo_California_UnitedStates.JHU_ConfirmedDeaths.missing|SanLuisObispo_California_UnitedStates.JHU_ConfirmedRecoveries.data|SanLuisObispo_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-02|31587.0|0|31587.0|0|360.0|0|0.0|100
0|2021-12-03|31667.0|0|31667.0|0|360.0|0|0.0|100
0|2021-12-04|31667.0|0|31667.0|0|360.0|0|0.0|100
0|2021-12-05|31667.0|0|31667.0|0|360.0|0|0.0|100
0|2021-12-06|31803.0|0|31803.0|0|360.0|0|0.0|100
0|2021-12-07|31803.0|0|31813.0|0|360.0|0|0.0|100
0|2021-12-08|31844.0|0|31844.0|0|361.0|0|0.0|100
0|2021-12-09|31892.0|0|31892.0|0|361.0|0|0.0|100
0|2021-12-10|31940.0|0|31940.0|0|362.0|0|0.0|100
0|2021-12-11|31940.0|0|31940.0|0|362.0|0|0.0|100
0|2021-12-12|31940.0|0|31940.0|0|362.0|0|0.0|100
0|2021-12-13|32092.0|0|32092.0|0|363.0|0|0.0|100
0|2021-12-14|32092.0|0|32119.0|0|363.0|0|0.0|100
0|2021-12-15|32126.0|0|32126.0|0|363.0|0|0.0|100
0|2021-12-16|32178.0|0|32178.0|0|365.0|0|0.0|100
0|2021-12-17|32267.0|0|32267.0|0|365.0|0|0.0|100
0|2021-12-18|32267.0|0|32267.0|0|365.0|0|0.0|100
0|2021-12-19|32267.0|0|32267.0|0|365.0|0|0.0|100
0|2021-12-20|32429.0|0|32429.0|0|366.0|0|0.0|100
0|2021-12-21|32469.0|0|32469.0|0|365.0|0|0.0|100
0|2021-12-22|32497.0|0|32497.0|0|365.0|0|0.0|100
0|2021-12-23|32617.0|0|32617.0|0|365.0|0|0.0|100
0|2021-12-24|32732.0|0|32732.0|0|365.0|0|0.0|100
0|2021-12-25|32732.0|0|32732.0|0|365.0|0|0.0|100
0|2021-12-26|32732.0|0|32732.0|0|365.0|0|0.0|100
0|2021-12-27|32732.0|0|32732.0|0|365.0|0|0.0|100
0|2021-12-28|33113.0|0|33113.0|0|365.0|0|0.0|100
0|2021-12-29|33201.0|0|33201.0|0|365.0|0|0.0|100
0|2021-12-30|33451.0|0|33451.0|0|365.0|0|0.0|100
0|2021-12-31|33857.0|0|33857.0|0|365.0|0|0.0|100
0|2022-01-01|33857.0|0|33857.0|0|365.0|0|0.0|100
0|2022-01-02|33857.0|0|33857.0|0|365.0|0|0.0|100
0|2022-01-03|33857.0|0|33857.0|0|365.0|0|0.0|100
0|2022-01-04|35182.0|0|35182.0|0|367.0|0|0.0|100
0|2022-01-05|35303.0|0|35303.0|0|371.0|0|0.0|100
0|2022-01-06|35764.0|0|35764.0|0|369.0|0|0.0|100
0|2022-01-07|36187.0|0|36187.0|0|369.0|0|0.0|100
0|2022-01-08|36187.0|0|36187.0|0|369.0|0|0.0|100
0|2022-01-09|36187.0|0|36187.0|0|369.0|0|0.0|100
0|2022-01-10|37989.0|0|37989.0|0|371.0|0|0.0|100
0|2022-01-11|38316.0|0|38316.0|0|371.0|0|0.0|100
0|2022-01-12|39929.0|0|38881.0|0|372.0|0|0.0|100
0|2022-01-13|39929.0|0|39929.0|0|372.0|0|0.0|100
0|2022-01-14|40433.0|0|40433.0|0|374.0|0|0.0|100
0|2022-01-15|40433.0|0|40433.0|0|374.0|0|0.0|100
0|2022-01-16|40433.0|0|40433.0|0|374.0|0|0.0|100
0|2022-01-17|42315.0|0|0.0|100|379.0|0|0.0|100
