|dates|Lemhi_Idaho_UnitedStates.JHU_ConfirmedCases.data|Lemhi_Idaho_UnitedStates.JHU_ConfirmedCases.missing|Lemhi_Idaho_UnitedStates.NYT_ConfirmedCases.data|Lemhi_Idaho_UnitedStates.NYT_ConfirmedCases.missing|Lemhi_Idaho_UnitedStates.JHU_ConfirmedDeaths.data|Lemhi_Idaho_UnitedStates.JHU_ConfirmedDeaths.missing|Lemhi_Idaho_UnitedStates.JHU_ConfirmedRecoveries.data|Lemhi_Idaho_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-28|1015.0|0|1015.0|0|23.0|0|0.0|100
0|2021-12-29|1015.0|0|1015.0|0|23.0|0|0.0|100
0|2021-12-30|1017.0|0|1017.0|0|23.0|0|0.0|100
0|2021-12-31|1017.0|0|1017.0|0|23.0|0|0.0|100
0|2022-01-01|1017.0|0|1017.0|0|23.0|0|0.0|100
0|2022-01-02|1017.0|0|1017.0|0|23.0|0|0.0|100
0|2022-01-03|1021.0|0|1021.0|0|23.0|0|0.0|100
0|2022-01-04|1029.0|0|1029.0|0|23.0|0|0.0|100
0|2022-01-05|1036.0|0|1036.0|0|23.0|0|0.0|100
0|2022-01-06|1040.0|0|1040.0|0|25.0|0|0.0|100
0|2022-01-07|1042.0|0|1042.0|0|25.0|0|0.0|100
0|2022-01-08|1042.0|0|1042.0|0|25.0|0|0.0|100
0|2022-01-09|1042.0|0|1042.0|0|25.0|0|0.0|100
0|2022-01-10|1044.0|0|1044.0|0|25.0|0|0.0|100
0|2022-01-11|1048.0|0|1048.0|0|25.0|0|0.0|100
0|2022-01-12|1065.0|0|1065.0|0|25.0|0|0.0|100
0|2022-01-13|1065.0|0|1076.0|0|25.0|0|0.0|100
0|2022-01-14|1090.0|0|1090.0|0|25.0|0|0.0|100
0|2022-01-15|1091.0|0|1091.0|0|25.0|0|0.0|100
0|2022-01-16|1091.0|0|1091.0|0|25.0|0|0.0|100
0|2022-01-17|1091.0|0|0.0|100|25.0|0|0.0|100
