|dates|Unassigned_NewYork_UnitedStates.JHU_ConfirmedCases.data|Unassigned_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Unassigned_NewYork_UnitedStates.NYT_ConfirmedCases.data|Unassigned_NewYork_UnitedStates.NYT_ConfirmedCases.missing|Unassigned_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Unassigned_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Unassigned_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Unassigned_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-09|121.0|0|0.0|100|2.0|0|0.0|100
0|2021-11-10|121.0|0|0.0|100|2.0|0|0.0|100
0|2021-11-11|124.0|0|0.0|100|2.0|0|0.0|100
0|2021-11-12|127.0|0|0.0|100|2.0|0|0.0|100
0|2021-11-13|127.0|0|0.0|100|2.0|0|0.0|100
0|2021-11-14|127.0|0|0.0|100|2.0|0|0.0|100
0|2021-11-15|127.0|0|0.0|100|2.0|0|0.0|100
0|2021-11-16|123.0|0|0.0|100|2.0|0|0.0|100
0|2021-11-17|125.0|0|0.0|100|2.0|0|0.0|100
0|2021-11-18|135.0|0|0.0|100|2.0|0|0.0|100
0|2021-11-19|138.0|0|0.0|100|2.0|0|0.0|100
0|2021-11-20|138.0|0|0.0|100|2.0|0|0.0|100
0|2021-11-21|136.0|0|0.0|100|2.0|0|0.0|100
0|2021-11-22|136.0|0|0.0|100|2.0|0|0.0|100
0|2021-11-23|136.0|0|0.0|100|2.0|0|0.0|100
0|2021-11-24|136.0|0|0.0|100|2.0|0|0.0|100
0|2021-11-25|136.0|0|0.0|100|2.0|0|0.0|100
0|2021-11-26|142.0|0|0.0|100|2.0|0|0.0|100
0|2021-11-27|142.0|0|0.0|100|2.0|0|0.0|100
0|2021-11-28|142.0|0|0.0|100|2.0|0|0.0|100
0|2021-11-29|141.0|0|0.0|100|2.0|0|0.0|100
0|2021-11-30|143.0|0|0.0|100|2.0|0|0.0|100
0|2021-12-01|140.0|0|0.0|100|2.0|0|0.0|100
0|2021-12-02|145.0|0|0.0|100|2.0|0|0.0|100
0|2021-12-03|145.0|0|0.0|100|2.0|0|0.0|100
0|2021-12-04|148.0|0|0.0|100|2.0|0|0.0|100
0|2021-12-05|148.0|0|0.0|100|2.0|0|0.0|100
0|2021-12-06|147.0|0|0.0|100|2.0|0|0.0|100
0|2021-12-07|147.0|0|0.0|100|2.0|0|0.0|100
0|2021-12-08|144.0|0|0.0|100|1.0|0|0.0|100
0|2021-12-09|145.0|0|0.0|100|1.0|0|0.0|100
0|2021-12-10|145.0|0|0.0|100|1.0|0|0.0|100
0|2021-12-11|145.0|0|0.0|100|1.0|0|0.0|100
0|2021-12-12|145.0|0|0.0|100|1.0|0|0.0|100
0|2021-12-13|148.0|0|0.0|100|1.0|0|0.0|100
0|2021-12-14|148.0|0|0.0|100|1.0|0|0.0|100
0|2021-12-15|154.0|0|0.0|100|1.0|0|0.0|100
0|2021-12-16|160.0|0|0.0|100|1.0|0|0.0|100
0|2021-12-17|177.0|0|0.0|100|1.0|0|0.0|100
0|2021-12-18|177.0|0|0.0|100|1.0|0|0.0|100
0|2021-12-19|188.0|0|0.0|100|1.0|0|0.0|100
0|2021-12-20|178.0|0|0.0|100|1.0|0|0.0|100
0|2021-12-21|179.0|0|0.0|100|1.0|0|0.0|100
0|2021-12-22|176.0|0|0.0|100|1.0|0|0.0|100
0|2021-12-23|177.0|0|0.0|100|1.0|0|0.0|100
0|2021-12-24|177.0|0|0.0|100|1.0|0|0.0|100
0|2021-12-25|177.0|0|0.0|100|1.0|0|0.0|100
0|2021-12-26|177.0|0|0.0|100|1.0|0|0.0|100
0|2021-12-27|195.0|0|0.0|100|1.0|0|0.0|100
0|2021-12-28|212.0|0|0.0|100|1.0|0|0.0|100
0|2021-12-29|214.0|0|0.0|100|1.0|0|0.0|100
0|2021-12-30|234.0|0|0.0|100|1.0|0|0.0|100
0|2021-12-31|250.0|0|0.0|100|1.0|0|0.0|100
0|2022-01-01|254.0|0|0.0|100|1.0|0|0.0|100
0|2022-01-02|254.0|0|0.0|100|1.0|0|0.0|100
0|2022-01-03|254.0|0|0.0|100|1.0|0|0.0|100
0|2022-01-04|235.0|0|0.0|100|1.0|0|0.0|100
0|2022-01-05|242.0|0|0.0|100|1.0|0|0.0|100
0|2022-01-06|303.0|0|0.0|100|1.0|0|0.0|100
0|2022-01-07|306.0|0|0.0|100|1.0|0|0.0|100
0|2022-01-08|306.0|0|0.0|100|1.0|0|0.0|100
0|2022-01-09|306.0|0|0.0|100|1.0|0|0.0|100
0|2022-01-10|309.0|0|0.0|100|1.0|0|0.0|100
0|2022-01-11|304.0|0|0.0|100|1.0|0|0.0|100
0|2022-01-12|306.0|0|0.0|100|1.0|0|0.0|100
0|2022-01-13|306.0|0|0.0|100|1.0|0|0.0|100
0|2022-01-14|370.0|0|0.0|100|1.0|0|0.0|100
0|2022-01-15|370.0|0|0.0|100|1.0|0|0.0|100
0|2022-01-16|370.0|0|0.0|100|1.0|0|0.0|100
0|2022-01-17|370.0|0|0.0|100|1.0|0|0.0|100
