|dates|SanBernardino_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|SanBernardino_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|SanBernardino_California_UnitedStates.Male_Total_Population.data|SanBernardino_California_UnitedStates.Male_Total_Population.missing|SanBernardino_California_UnitedStates.Female_Total_Population.data|SanBernardino_California_UnitedStates.Female_Total_Population.missing|SanBernardino_California_UnitedStates.MaleAndFemale_Under18_Population.data|SanBernardino_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-06|251361.0|0|1080950.0|0|1090653.0|0|572278.0|0
0|2021-12-07|251361.0|0|1080950.0|0|1090653.0|0|572278.0|0
0|2021-12-08|251361.0|0|1080950.0|0|1090653.0|0|572278.0|0
0|2021-12-09|251361.0|0|1080950.0|0|1090653.0|0|572278.0|0
0|2021-12-10|251361.0|0|1080950.0|0|1090653.0|0|572278.0|0
0|2021-12-11|251361.0|0|1080950.0|0|1090653.0|0|572278.0|0
0|2021-12-12|251361.0|0|1080950.0|0|1090653.0|0|572278.0|0
0|2021-12-13|251361.0|0|1080950.0|0|1090653.0|0|572278.0|0
0|2021-12-14|251361.0|0|1080950.0|0|1090653.0|0|572278.0|0
0|2021-12-15|251361.0|0|1080950.0|0|1090653.0|0|572278.0|0
0|2021-12-16|251361.0|0|1080950.0|0|1090653.0|0|572278.0|0
0|2021-12-17|251361.0|0|1080950.0|0|1090653.0|0|572278.0|0
0|2021-12-18|251361.0|0|1080950.0|0|1090653.0|0|572278.0|0
0|2021-12-19|251361.0|0|1080950.0|0|1090653.0|0|572278.0|0
0|2021-12-20|251361.0|0|1080950.0|0|1090653.0|0|572278.0|0
0|2021-12-21|251361.0|0|1080950.0|0|1090653.0|0|572278.0|0
0|2021-12-22|251361.0|0|1080950.0|0|1090653.0|0|572278.0|0
0|2021-12-23|251361.0|0|1080950.0|0|1090653.0|0|572278.0|0
0|2021-12-24|251361.0|0|1080950.0|0|1090653.0|0|572278.0|0
0|2021-12-25|251361.0|0|1080950.0|0|1090653.0|0|572278.0|0
0|2021-12-26|251361.0|0|1080950.0|0|1090653.0|0|572278.0|0
0|2021-12-27|251361.0|0|1080950.0|0|1090653.0|0|572278.0|0
0|2021-12-28|251361.0|0|1080950.0|0|1090653.0|0|572278.0|0
0|2021-12-29|251361.0|0|1080950.0|0|1090653.0|0|572278.0|0
0|2021-12-30|251361.0|0|1080950.0|0|1090653.0|0|572278.0|0
0|2021-12-31|251361.0|0|1080950.0|0|1090653.0|0|572278.0|0
0|2022-01-01|251361.0|0|1080950.0|0|1090653.0|0|572278.0|0
0|2022-01-02|251361.0|0|1080950.0|0|1090653.0|0|572278.0|0
0|2022-01-03|251361.0|0|1080950.0|0|1090653.0|0|572278.0|0
0|2022-01-04|251361.0|0|1080950.0|0|1090653.0|0|572278.0|0
0|2022-01-05|251361.0|0|1080950.0|0|1090653.0|0|572278.0|0
0|2022-01-06|251361.0|0|1080950.0|0|1090653.0|0|572278.0|0
0|2022-01-07|251361.0|0|1080950.0|0|1090653.0|0|572278.0|0
0|2022-01-08|251361.0|0|1080950.0|0|1090653.0|0|572278.0|0
0|2022-01-09|251361.0|0|1080950.0|0|1090653.0|0|572278.0|0
0|2022-01-10|251361.0|0|1080950.0|0|1090653.0|0|572278.0|0
0|2022-01-11|251361.0|0|1080950.0|0|1090653.0|0|572278.0|0
0|2022-01-12|251361.0|0|1080950.0|0|1090653.0|0|572278.0|0
0|2022-01-13|251361.0|0|1080950.0|0|1090653.0|0|572278.0|0
0|2022-01-14|251361.0|0|1080950.0|0|1090653.0|0|572278.0|0
0|2022-01-15|251361.0|0|1080950.0|0|1090653.0|0|572278.0|0
0|2022-01-16|251361.0|0|1080950.0|0|1090653.0|0|572278.0|0
0|2022-01-17|251361.0|0|1080950.0|0|1090653.0|0|572278.0|0
