|dates|Stanislaus_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Stanislaus_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Stanislaus_California_UnitedStates.Male_Total_Population.data|Stanislaus_California_UnitedStates.Male_Total_Population.missing|Stanislaus_California_UnitedStates.Female_Total_Population.data|Stanislaus_California_UnitedStates.Female_Total_Population.missing|Stanislaus_California_UnitedStates.MaleAndFemale_Under18_Population.data|Stanislaus_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-22|72319.0|0|272316.0|0|277499.0|0|148801.0|0
0|2021-11-23|72319.0|0|272316.0|0|277499.0|0|148801.0|0
0|2021-11-24|72319.0|0|272316.0|0|277499.0|0|148801.0|0
0|2021-11-25|72319.0|0|272316.0|0|277499.0|0|148801.0|0
0|2021-11-26|72319.0|0|272316.0|0|277499.0|0|148801.0|0
0|2021-11-27|72319.0|0|272316.0|0|277499.0|0|148801.0|0
0|2021-11-28|72319.0|0|272316.0|0|277499.0|0|148801.0|0
0|2021-11-29|72319.0|0|272316.0|0|277499.0|0|148801.0|0
0|2021-11-30|72319.0|0|272316.0|0|277499.0|0|148801.0|0
0|2021-12-01|72319.0|0|272316.0|0|277499.0|0|148801.0|0
0|2021-12-02|72319.0|0|272316.0|0|277499.0|0|148801.0|0
0|2021-12-03|72319.0|0|272316.0|0|277499.0|0|148801.0|0
0|2021-12-04|72319.0|0|272316.0|0|277499.0|0|148801.0|0
0|2021-12-05|72319.0|0|272316.0|0|277499.0|0|148801.0|0
0|2021-12-06|72319.0|0|272316.0|0|277499.0|0|148801.0|0
0|2021-12-07|72319.0|0|272316.0|0|277499.0|0|148801.0|0
0|2021-12-08|72319.0|0|272316.0|0|277499.0|0|148801.0|0
0|2021-12-09|72319.0|0|272316.0|0|277499.0|0|148801.0|0
0|2021-12-10|72319.0|0|272316.0|0|277499.0|0|148801.0|0
0|2021-12-11|72319.0|0|272316.0|0|277499.0|0|148801.0|0
0|2021-12-12|72319.0|0|272316.0|0|277499.0|0|148801.0|0
0|2021-12-13|72319.0|0|272316.0|0|277499.0|0|148801.0|0
0|2021-12-14|72319.0|0|272316.0|0|277499.0|0|148801.0|0
0|2021-12-15|72319.0|0|272316.0|0|277499.0|0|148801.0|0
0|2021-12-16|72319.0|0|272316.0|0|277499.0|0|148801.0|0
0|2021-12-17|72319.0|0|272316.0|0|277499.0|0|148801.0|0
0|2021-12-18|72319.0|0|272316.0|0|277499.0|0|148801.0|0
0|2021-12-19|72319.0|0|272316.0|0|277499.0|0|148801.0|0
0|2021-12-20|72319.0|0|272316.0|0|277499.0|0|148801.0|0
0|2021-12-21|72319.0|0|272316.0|0|277499.0|0|148801.0|0
0|2021-12-22|72319.0|0|272316.0|0|277499.0|0|148801.0|0
0|2021-12-23|72319.0|0|272316.0|0|277499.0|0|148801.0|0
0|2021-12-24|72319.0|0|272316.0|0|277499.0|0|148801.0|0
0|2021-12-25|72319.0|0|272316.0|0|277499.0|0|148801.0|0
0|2021-12-26|72319.0|0|272316.0|0|277499.0|0|148801.0|0
0|2021-12-27|72319.0|0|272316.0|0|277499.0|0|148801.0|0
0|2021-12-28|72319.0|0|272316.0|0|277499.0|0|148801.0|0
0|2021-12-29|72319.0|0|272316.0|0|277499.0|0|148801.0|0
0|2021-12-30|72319.0|0|272316.0|0|277499.0|0|148801.0|0
0|2021-12-31|72319.0|0|272316.0|0|277499.0|0|148801.0|0
0|2022-01-01|72319.0|0|272316.0|0|277499.0|0|148801.0|0
0|2022-01-02|72319.0|0|272316.0|0|277499.0|0|148801.0|0
0|2022-01-03|72319.0|0|272316.0|0|277499.0|0|148801.0|0
0|2022-01-04|72319.0|0|272316.0|0|277499.0|0|148801.0|0
0|2022-01-05|72319.0|0|272316.0|0|277499.0|0|148801.0|0
0|2022-01-06|72319.0|0|272316.0|0|277499.0|0|148801.0|0
0|2022-01-07|72319.0|0|272316.0|0|277499.0|0|148801.0|0
0|2022-01-08|72319.0|0|272316.0|0|277499.0|0|148801.0|0
0|2022-01-09|72319.0|0|272316.0|0|277499.0|0|148801.0|0
0|2022-01-10|72319.0|0|272316.0|0|277499.0|0|148801.0|0
0|2022-01-11|72319.0|0|272316.0|0|277499.0|0|148801.0|0
0|2022-01-12|72319.0|0|272316.0|0|277499.0|0|148801.0|0
0|2022-01-13|72319.0|0|272316.0|0|277499.0|0|148801.0|0
0|2022-01-14|72319.0|0|272316.0|0|277499.0|0|148801.0|0
0|2022-01-15|72319.0|0|272316.0|0|277499.0|0|148801.0|0
0|2022-01-16|72319.0|0|272316.0|0|277499.0|0|148801.0|0
0|2022-01-17|72319.0|0|272316.0|0|277499.0|0|148801.0|0
