|dates|Franklin_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Franklin_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Franklin_Nebraska_UnitedStates.Male_Total_Population.data|Franklin_Nebraska_UnitedStates.Male_Total_Population.missing|Franklin_Nebraska_UnitedStates.Female_Total_Population.data|Franklin_Nebraska_UnitedStates.Female_Total_Population.missing|Franklin_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Franklin_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-08|853.0|0|1488.0|0|1535.0|0|586.0|0
0|2021-12-09|853.0|0|1488.0|0|1535.0|0|586.0|0
0|2021-12-10|853.0|0|1488.0|0|1535.0|0|586.0|0
0|2021-12-11|853.0|0|1488.0|0|1535.0|0|586.0|0
0|2021-12-12|853.0|0|1488.0|0|1535.0|0|586.0|0
0|2021-12-13|853.0|0|1488.0|0|1535.0|0|586.0|0
0|2021-12-14|853.0|0|1488.0|0|1535.0|0|586.0|0
0|2021-12-15|853.0|0|1488.0|0|1535.0|0|586.0|0
0|2021-12-16|853.0|0|1488.0|0|1535.0|0|586.0|0
0|2021-12-17|853.0|0|1488.0|0|1535.0|0|586.0|0
0|2021-12-18|853.0|0|1488.0|0|1535.0|0|586.0|0
0|2021-12-19|853.0|0|1488.0|0|1535.0|0|586.0|0
0|2021-12-20|853.0|0|1488.0|0|1535.0|0|586.0|0
0|2021-12-21|853.0|0|1488.0|0|1535.0|0|586.0|0
0|2021-12-22|853.0|0|1488.0|0|1535.0|0|586.0|0
0|2021-12-23|853.0|0|1488.0|0|1535.0|0|586.0|0
0|2021-12-24|853.0|0|1488.0|0|1535.0|0|586.0|0
0|2021-12-25|853.0|0|1488.0|0|1535.0|0|586.0|0
0|2021-12-26|853.0|0|1488.0|0|1535.0|0|586.0|0
0|2021-12-27|853.0|0|1488.0|0|1535.0|0|586.0|0
0|2021-12-28|853.0|0|1488.0|0|1535.0|0|586.0|0
0|2021-12-29|853.0|0|1488.0|0|1535.0|0|586.0|0
0|2021-12-30|853.0|0|1488.0|0|1535.0|0|586.0|0
0|2021-12-31|853.0|0|1488.0|0|1535.0|0|586.0|0
0|2022-01-01|853.0|0|1488.0|0|1535.0|0|586.0|0
0|2022-01-02|853.0|0|1488.0|0|1535.0|0|586.0|0
0|2022-01-03|853.0|0|1488.0|0|1535.0|0|586.0|0
0|2022-01-04|853.0|0|1488.0|0|1535.0|0|586.0|0
0|2022-01-05|853.0|0|1488.0|0|1535.0|0|586.0|0
0|2022-01-06|853.0|0|1488.0|0|1535.0|0|586.0|0
0|2022-01-07|853.0|0|1488.0|0|1535.0|0|586.0|0
0|2022-01-08|853.0|0|1488.0|0|1535.0|0|586.0|0
0|2022-01-09|853.0|0|1488.0|0|1535.0|0|586.0|0
0|2022-01-10|853.0|0|1488.0|0|1535.0|0|586.0|0
0|2022-01-11|853.0|0|1488.0|0|1535.0|0|586.0|0
0|2022-01-12|853.0|0|1488.0|0|1535.0|0|586.0|0
0|2022-01-13|853.0|0|1488.0|0|1535.0|0|586.0|0
0|2022-01-14|853.0|0|1488.0|0|1535.0|0|586.0|0
0|2022-01-15|853.0|0|1488.0|0|1535.0|0|586.0|0
0|2022-01-16|853.0|0|1488.0|0|1535.0|0|586.0|0
0|2022-01-17|853.0|0|1488.0|0|1535.0|0|586.0|0
