|dates|Goochland_Virginia_UnitedStates.JHU_ConfirmedCases.data|Goochland_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Goochland_Virginia_UnitedStates.NYT_ConfirmedCases.data|Goochland_Virginia_UnitedStates.NYT_ConfirmedCases.missing|Goochland_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Goochland_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Goochland_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Goochland_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-04|2708.0|0|2708.0|0|35.0|0|0.0|100
0|2022-01-05|2738.0|0|2738.0|0|35.0|0|0.0|100
0|2022-01-06|2769.0|0|2769.0|0|35.0|0|0.0|100
0|2022-01-07|2796.0|0|2796.0|0|35.0|0|0.0|100
0|2022-01-08|2796.0|0|2796.0|0|35.0|0|0.0|100
0|2022-01-09|2796.0|0|2796.0|0|35.0|0|0.0|100
0|2022-01-10|2901.0|0|2901.0|0|35.0|0|0.0|100
0|2022-01-11|2940.0|0|2940.0|0|35.0|0|0.0|100
0|2022-01-12|3000.0|0|3000.0|0|35.0|0|0.0|100
0|2022-01-13|3000.0|0|3026.0|0|35.0|0|0.0|100
0|2022-01-14|3058.0|0|3058.0|0|36.0|0|0.0|100
0|2022-01-15|3058.0|0|3058.0|0|36.0|0|0.0|100
0|2022-01-16|3058.0|0|3058.0|0|36.0|0|0.0|100
0|2022-01-17|3136.0|0|0.0|100|36.0|0|0.0|100
