|dates|Sheridan_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sheridan_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sheridan_Kansas_UnitedStates.Male_Total_Population.data|Sheridan_Kansas_UnitedStates.Male_Total_Population.missing|Sheridan_Kansas_UnitedStates.Female_Total_Population.data|Sheridan_Kansas_UnitedStates.Female_Total_Population.missing|Sheridan_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Sheridan_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-22|584.0|0|1274.0|0|1259.0|0|637.0|0
0|2021-11-23|584.0|0|1274.0|0|1259.0|0|637.0|0
0|2021-11-24|584.0|0|1274.0|0|1259.0|0|637.0|0
0|2021-11-25|584.0|0|1274.0|0|1259.0|0|637.0|0
0|2021-11-26|584.0|0|1274.0|0|1259.0|0|637.0|0
0|2021-11-27|584.0|0|1274.0|0|1259.0|0|637.0|0
0|2021-11-28|584.0|0|1274.0|0|1259.0|0|637.0|0
0|2021-11-29|584.0|0|1274.0|0|1259.0|0|637.0|0
0|2021-11-30|584.0|0|1274.0|0|1259.0|0|637.0|0
0|2021-12-01|584.0|0|1274.0|0|1259.0|0|637.0|0
0|2021-12-02|584.0|0|1274.0|0|1259.0|0|637.0|0
0|2021-12-03|584.0|0|1274.0|0|1259.0|0|637.0|0
0|2021-12-04|584.0|0|1274.0|0|1259.0|0|637.0|0
0|2021-12-05|584.0|0|1274.0|0|1259.0|0|637.0|0
0|2021-12-06|584.0|0|1274.0|0|1259.0|0|637.0|0
0|2021-12-07|584.0|0|1274.0|0|1259.0|0|637.0|0
0|2021-12-08|584.0|0|1274.0|0|1259.0|0|637.0|0
0|2021-12-09|584.0|0|1274.0|0|1259.0|0|637.0|0
0|2021-12-10|584.0|0|1274.0|0|1259.0|0|637.0|0
0|2021-12-11|584.0|0|1274.0|0|1259.0|0|637.0|0
0|2021-12-12|584.0|0|1274.0|0|1259.0|0|637.0|0
0|2021-12-13|584.0|0|1274.0|0|1259.0|0|637.0|0
0|2021-12-14|584.0|0|1274.0|0|1259.0|0|637.0|0
0|2021-12-15|584.0|0|1274.0|0|1259.0|0|637.0|0
0|2021-12-16|584.0|0|1274.0|0|1259.0|0|637.0|0
0|2021-12-17|584.0|0|1274.0|0|1259.0|0|637.0|0
0|2021-12-18|584.0|0|1274.0|0|1259.0|0|637.0|0
0|2021-12-19|584.0|0|1274.0|0|1259.0|0|637.0|0
0|2021-12-20|584.0|0|1274.0|0|1259.0|0|637.0|0
0|2021-12-21|584.0|0|1274.0|0|1259.0|0|637.0|0
0|2021-12-22|584.0|0|1274.0|0|1259.0|0|637.0|0
0|2021-12-23|584.0|0|1274.0|0|1259.0|0|637.0|0
0|2021-12-24|584.0|0|1274.0|0|1259.0|0|637.0|0
0|2021-12-25|584.0|0|1274.0|0|1259.0|0|637.0|0
0|2021-12-26|584.0|0|1274.0|0|1259.0|0|637.0|0
0|2021-12-27|584.0|0|1274.0|0|1259.0|0|637.0|0
0|2021-12-28|584.0|0|1274.0|0|1259.0|0|637.0|0
0|2021-12-29|584.0|0|1274.0|0|1259.0|0|637.0|0
0|2021-12-30|584.0|0|1274.0|0|1259.0|0|637.0|0
0|2021-12-31|584.0|0|1274.0|0|1259.0|0|637.0|0
0|2022-01-01|584.0|0|1274.0|0|1259.0|0|637.0|0
0|2022-01-02|584.0|0|1274.0|0|1259.0|0|637.0|0
0|2022-01-03|584.0|0|1274.0|0|1259.0|0|637.0|0
0|2022-01-04|584.0|0|1274.0|0|1259.0|0|637.0|0
0|2022-01-05|584.0|0|1274.0|0|1259.0|0|637.0|0
0|2022-01-06|584.0|0|1274.0|0|1259.0|0|637.0|0
0|2022-01-07|584.0|0|1274.0|0|1259.0|0|637.0|0
0|2022-01-08|584.0|0|1274.0|0|1259.0|0|637.0|0
0|2022-01-09|584.0|0|1274.0|0|1259.0|0|637.0|0
0|2022-01-10|584.0|0|1274.0|0|1259.0|0|637.0|0
0|2022-01-11|584.0|0|1274.0|0|1259.0|0|637.0|0
0|2022-01-12|584.0|0|1274.0|0|1259.0|0|637.0|0
0|2022-01-13|584.0|0|1274.0|0|1259.0|0|637.0|0
0|2022-01-14|584.0|0|1274.0|0|1259.0|0|637.0|0
0|2022-01-15|584.0|0|1274.0|0|1259.0|0|637.0|0
0|2022-01-16|584.0|0|1274.0|0|1259.0|0|637.0|0
0|2022-01-17|584.0|0|1274.0|0|1259.0|0|637.0|0
