|dates|Robertson_Texas_UnitedStates.JHU_ConfirmedCases.data|Robertson_Texas_UnitedStates.JHU_ConfirmedCases.missing|Robertson_Texas_UnitedStates.NYT_ConfirmedCases.data|Robertson_Texas_UnitedStates.NYT_ConfirmedCases.missing|Robertson_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Robertson_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Robertson_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Robertson_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-12|2961.0|0|2961.0|0|66.0|0|0.0|100
0|2021-11-13|2961.0|0|2961.0|0|66.0|0|0.0|100
0|2021-11-14|2961.0|0|2961.0|0|66.0|0|0.0|100
0|2021-11-15|2961.0|0|2961.0|0|66.0|0|0.0|100
0|2021-11-16|2966.0|0|2966.0|0|66.0|0|0.0|100
0|2021-11-17|2968.0|0|2968.0|0|66.0|0|0.0|100
0|2021-11-18|2968.0|0|2968.0|0|66.0|0|0.0|100
0|2021-11-19|2968.0|0|2968.0|0|66.0|0|0.0|100
0|2021-11-20|2968.0|0|2968.0|0|66.0|0|0.0|100
0|2021-11-21|2968.0|0|2968.0|0|66.0|0|0.0|100
0|2021-11-22|2968.0|0|2968.0|0|66.0|0|0.0|100
0|2021-11-23|2968.0|0|2968.0|0|66.0|0|0.0|100
0|2021-11-24|2969.0|0|2969.0|0|66.0|0|0.0|100
0|2021-11-25|2969.0|0|2969.0|0|66.0|0|0.0|100
0|2021-11-26|2969.0|0|2969.0|0|66.0|0|0.0|100
0|2021-11-27|2969.0|0|2969.0|0|66.0|0|0.0|100
0|2021-11-28|2969.0|0|2969.0|0|66.0|0|0.0|100
0|2021-11-29|2976.0|0|2976.0|0|66.0|0|0.0|100
0|2021-11-30|2976.0|0|2976.0|0|66.0|0|0.0|100
0|2021-12-01|2976.0|0|2976.0|0|66.0|0|0.0|100
0|2021-12-02|2981.0|0|2981.0|0|66.0|0|0.0|100
0|2021-12-03|2983.0|0|2983.0|0|66.0|0|0.0|100
0|2021-12-04|2983.0|0|2983.0|0|66.0|0|0.0|100
0|2021-12-05|2983.0|0|2983.0|0|67.0|0|0.0|100
0|2021-12-06|2984.0|0|2984.0|0|67.0|0|0.0|100
0|2021-12-07|2984.0|0|2984.0|0|68.0|0|0.0|100
0|2021-12-08|2984.0|0|2984.0|0|68.0|0|0.0|100
0|2021-12-09|2984.0|0|2984.0|0|68.0|0|0.0|100
0|2021-12-10|2987.0|0|2987.0|0|68.0|0|0.0|100
0|2021-12-11|2987.0|0|2987.0|0|68.0|0|0.0|100
0|2021-12-12|2989.0|0|2989.0|0|68.0|0|0.0|100
0|2021-12-13|2989.0|0|2989.0|0|68.0|0|0.0|100
0|2021-12-14|2989.0|0|2990.0|0|68.0|0|0.0|100
0|2021-12-15|2991.0|0|2991.0|0|68.0|0|0.0|100
0|2021-12-16|2992.0|0|2992.0|0|68.0|0|0.0|100
0|2021-12-17|2992.0|0|2992.0|0|68.0|0|0.0|100
0|2021-12-18|2994.0|0|2994.0|0|68.0|0|0.0|100
0|2021-12-19|2996.0|0|2996.0|0|68.0|0|0.0|100
0|2021-12-20|2997.0|0|2997.0|0|68.0|0|0.0|100
0|2021-12-21|2999.0|0|2999.0|0|68.0|0|0.0|100
0|2021-12-22|3000.0|0|3000.0|0|68.0|0|0.0|100
0|2021-12-23|3001.0|0|3001.0|0|68.0|0|0.0|100
0|2021-12-24|3001.0|0|3001.0|0|68.0|0|0.0|100
0|2021-12-25|3001.0|0|3001.0|0|68.0|0|0.0|100
0|2021-12-26|3001.0|0|3001.0|0|68.0|0|0.0|100
0|2021-12-27|3020.0|0|3020.0|0|68.0|0|0.0|100
0|2021-12-28|3024.0|0|3024.0|0|68.0|0|0.0|100
0|2021-12-29|3028.0|0|3028.0|0|68.0|0|0.0|100
0|2021-12-30|3031.0|0|3031.0|0|68.0|0|0.0|100
0|2021-12-31|3031.0|0|3031.0|0|68.0|0|0.0|100
0|2022-01-01|3031.0|0|3031.0|0|68.0|0|0.0|100
0|2022-01-02|3031.0|0|3031.0|0|68.0|0|0.0|100
0|2022-01-03|3117.0|0|3117.0|0|68.0|0|0.0|100
0|2022-01-04|3147.0|0|3147.0|0|68.0|0|0.0|100
0|2022-01-05|3178.0|0|3178.0|0|68.0|0|0.0|100
0|2022-01-06|3215.0|0|3215.0|0|68.0|0|0.0|100
0|2022-01-07|3248.0|0|3248.0|0|68.0|0|0.0|100
0|2022-01-08|3275.0|0|3275.0|0|68.0|0|0.0|100
0|2022-01-09|3290.0|0|3290.0|0|68.0|0|0.0|100
0|2022-01-10|3305.0|0|3305.0|0|68.0|0|0.0|100
0|2022-01-11|3342.0|0|3342.0|0|68.0|0|0.0|100
0|2022-01-12|3361.0|0|3361.0|0|68.0|0|0.0|100
0|2022-01-13|3361.0|0|3404.0|0|68.0|0|0.0|100
0|2022-01-14|3404.0|0|3930.0|0|68.0|0|0.0|100
0|2022-01-15|4000.0|0|4000.0|0|68.0|0|0.0|100
0|2022-01-16|4023.0|0|4023.0|0|68.0|0|0.0|100
0|2022-01-17|4050.0|0|0.0|100|68.0|0|0.0|100
