|dates|Clinton_Iowa_UnitedStates.JHU_ConfirmedCases.data|Clinton_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Clinton_Iowa_UnitedStates.NYT_ConfirmedCases.data|Clinton_Iowa_UnitedStates.NYT_ConfirmedCases.missing|Clinton_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Clinton_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Clinton_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Clinton_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-13|8497.0|0|8421.0|0|116.0|0|0.0|100
0|2021-12-14|8497.0|0|8421.0|0|116.0|0|0.0|100
0|2021-12-15|8653.0|0|8658.0|0|118.0|0|0.0|100
0|2021-12-16|8653.0|0|8658.0|0|118.0|0|0.0|100
0|2021-12-17|8653.0|0|8658.0|0|118.0|0|0.0|100
0|2021-12-18|8653.0|0|8658.0|0|118.0|0|0.0|100
0|2021-12-19|8653.0|0|8658.0|0|118.0|0|0.0|100
0|2021-12-20|8653.0|0|8658.0|0|118.0|0|0.0|100
0|2021-12-21|8653.0|0|8658.0|0|118.0|0|0.0|100
0|2021-12-22|8842.0|0|8860.0|0|119.0|0|0.0|100
0|2021-12-23|8842.0|0|8860.0|0|119.0|0|0.0|100
0|2021-12-24|8842.0|0|8860.0|0|119.0|0|0.0|100
0|2021-12-25|8842.0|0|8860.0|0|119.0|0|0.0|100
0|2021-12-26|8842.0|0|8860.0|0|119.0|0|0.0|100
0|2021-12-27|8842.0|0|8860.0|0|119.0|0|0.0|100
0|2021-12-28|8842.0|0|8860.0|0|119.0|0|0.0|100
0|2021-12-29|8991.0|0|9014.0|0|121.0|0|0.0|100
0|2021-12-30|8991.0|0|9014.0|0|121.0|0|0.0|100
0|2021-12-31|8991.0|0|9014.0|0|121.0|0|0.0|100
0|2022-01-01|8991.0|0|9014.0|0|121.0|0|0.0|100
0|2022-01-02|8991.0|0|9014.0|0|121.0|0|0.0|100
0|2022-01-03|8991.0|0|9014.0|0|121.0|0|0.0|100
0|2022-01-04|8991.0|0|9014.0|0|121.0|0|0.0|100
0|2022-01-05|9258.0|0|9293.0|0|122.0|0|0.0|100
0|2022-01-06|9258.0|0|9293.0|0|122.0|0|0.0|100
0|2022-01-07|9258.0|0|9293.0|0|122.0|0|0.0|100
0|2022-01-08|9258.0|0|9293.0|0|122.0|0|0.0|100
0|2022-01-09|9258.0|0|9293.0|0|122.0|0|0.0|100
0|2022-01-10|9258.0|0|9293.0|0|122.0|0|0.0|100
0|2022-01-11|9258.0|0|9293.0|0|122.0|0|0.0|100
0|2022-01-12|9540.0|0|9579.0|0|124.0|0|0.0|100
0|2022-01-13|9540.0|0|9579.0|0|124.0|0|0.0|100
0|2022-01-14|9540.0|0|9579.0|0|124.0|0|0.0|100
0|2022-01-15|9540.0|0|9579.0|0|124.0|0|0.0|100
0|2022-01-16|9540.0|0|9579.0|0|124.0|0|0.0|100
0|2022-01-17|9540.0|0|0.0|100|124.0|0|0.0|100
