|dates|SanLuisObispo_California_UnitedStates.AveragePrecipitationTotal.data|SanLuisObispo_California_UnitedStates.AveragePrecipitationTotal.missing|SanLuisObispo_California_UnitedStates.AveragePrecipitation.data|SanLuisObispo_California_UnitedStates.AveragePrecipitation.missing|SanLuisObispo_California_UnitedStates.AverageWindDirection.data|SanLuisObispo_California_UnitedStates.AverageWindDirection.missing|SanLuisObispo_California_UnitedStates.AverageWindSpeed.data|SanLuisObispo_California_UnitedStates.AverageWindSpeed.missing
0|2021-11-24|0.0|0|0.0|0|138.75|0|5.0|0
0|2021-11-25|0.0|0|0.0|0|80.41666666666667|0|3.0|0
0|2021-11-26|0.0|0|0.0|0|129.16666666666666|0|4.791666666666667|0
0|2021-11-27|0.0|0|0.0|0|61.25|0|2.375|0
0|2021-11-28|0.0|0|0.0|0|55.0|0|2.0|0
0|2021-11-29|0.0|0|0.0|0|114.58333333333333|0|3.875|0
0|2021-11-30|0.0|0|0.0|0|125.83333333333333|0|4.354166666666667|0
0|2021-12-01|0.0|0|0.0|0|61.875|0|1.9166666666666667|0
0|2021-12-02|0.0|0|0.0|0|69.04861111111111|0|1.892361111111111|0
0|2021-12-03|0.0|0|0.0|0|167.1875|0|4.211805555555556|0
0|2021-12-04|0.0|0|0.0|0|188.75|0|6.166666666666667|0
0|2021-12-05|0.0|0|0.0|0|172.91666666666666|0|8.041666666666666|0
0|2021-12-06|0.0|0|0.0|0|162.5|0|6.625|0
0|2021-12-07|0.0|0|0.0|0|121.97916666666667|0|2.9756944444444446|0
0|2021-12-08|0.0|0|0.0|0|189.11904761904762|0|5.6571428571428575|0
0|2021-12-09|0.0|0|0.0015277777777777779|0|255.06944444444443|0|8.805555555555555|0
0|2021-12-10|0.0020833333333333333|0|0.0|0|202.5|0|4.833333333333333|0
0|2021-12-11|0.0|0|0.0|0|82.91666666666667|0|3.2083333333333335|0
0|2021-12-12|0.0|0|0.0|0|102.60416666666667|0|3.451388888888889|0
0|2021-12-13|0.0|0|0.04792063492063492|0|136.84027777777777|0|15.406150793650793|0
0|2021-12-14|0.02625|0|0.023416666666666665|0|214.0873015873016|0|9.098809523809523|0
0|2021-12-15|0.022083333333333333|0|0.0|0|73.33333333333333|0|2.7083333333333335|0
0|2021-12-16|0.0|0|0.0011666666666666668|0|185.35416666666666|0|6.32361111111111|0
0|2021-12-17|0.0020833333333333333|0|0.0|0|123.75|0|3.6666666666666665|0
0|2021-12-18|0.0|0|0.0|0|117.08333333333333|0|3.0416666666666665|0
0|2021-12-19|0.0|0|0.0|0|32.708333333333336|0|1.3333333333333333|0
0|2021-12-20|0.0|0|0.0|0|62.5|0|2.2083333333333335|0
0|2021-12-21|0.0|0|0.0|0|78.75|0|2.8333333333333335|0
0|2021-12-22|0.0|0|0.013604166666666667|0|86.75694444444444|0|4.209027777777778|0
0|2021-12-23|0.008333333333333333|0|0.04330555555555556|0|141.16666666666669|0|10.1625|0
0|2021-12-24|0.022777777777777775|0|0.012743055555555556|0|167.77777777777777|0|7.006944444444444|0
0|2021-12-25|0.007916666666666667|0|0.02215277777777778|0|106.1111111111111|0|7.124999999999999|0
0|2021-12-26|0.02666666666666667|0|0.0004166666666666667|0|123.33333333333333|0|3.25|0
0|2021-12-27|0.0|0|0.011486111111111112|0|173.875|0|6.395833333333333|0
0|2021-12-28|0.015416666666666667|0|0.0|0|149.58333333333334|0|4.083333333333333|0
0|2021-12-29|0.0|0|0.011798611111111112|0|105.15972222222223|0|5.275|0
0|2021-12-30|0.004479166666666667|0|0.0|0|145.6875|0|3.4020833333333336|0
0|2021-12-31|0.0|0|0.0|0|195.83333333333334|0|7.416666666666667|0
0|2022-01-01|0.0|0|0.0|0|152.08333333333334|0|4.75|0
0|2022-01-02|0.0|0|0.0|0|92.08333333333333|0|2.5833333333333335|0
0|2022-01-03|0.0|0|0.0|0|156.25|0|4.541666666666667|0
0|2022-01-04|0.0|0|0.0|0|219.375|0|8.208333333333334|0
0|2022-01-05|0.0|0|0.0|0|120.0|0|5.166666666666667|0
0|2022-01-06|0.0|0|0.0|0|208.05555555555557|0|6.966666666666666|0
0|2022-01-07|0.0|0|0.0|0|206.97916666666666|0|5.076388888888889|0
0|2022-01-08|0.0|0|0.0|0|100.20833333333333|0|4.645833333333333|0
0|2022-01-09|0.0|0|0.0|0|86.66666666666667|0|1.9166666666666667|0
0|2022-01-10|0.0|0|0.0|0|47.291666666666664|0|2.0625|0
0|2022-01-11|0.0|0|0.0|0|153.75|0|4.083333333333333|0
0|2022-01-12|0.0|0|0.0|0|94.58333333333333|0|1.9583333333333333|0
0|2022-01-13|0.0|0|0.0|0|88.75|0|3.1666666666666665|0
0|2022-01-14|0.0|0|0.0|0|74.58333333333333|0|2.3333333333333335|0
0|2022-01-15|0.0|0|0.0|0|87.91666666666667|0|2.4166666666666665|0
0|2022-01-16|0.0|0|0.0|0|127.91666666666667|0|2.8333333333333335|0
0|2022-01-17|0.0|29|0.0|29|94.66666666666667|0|2.0416666666666665|0
