|dates|Waukesha_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Waukesha_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Waukesha_Wisconsin_UnitedStates.Male_Total_Population.data|Waukesha_Wisconsin_UnitedStates.Male_Total_Population.missing|Waukesha_Wisconsin_UnitedStates.Female_Total_Population.data|Waukesha_Wisconsin_UnitedStates.Female_Total_Population.missing|Waukesha_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Waukesha_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-05|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2021-11-06|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2021-11-07|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2021-11-08|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2021-11-09|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2021-11-10|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2021-11-11|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2021-11-12|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2021-11-13|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2021-11-14|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2021-11-15|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2021-11-16|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2021-11-17|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2021-11-18|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2021-11-19|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2021-11-20|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2021-11-21|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2021-11-22|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2021-11-23|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2021-11-24|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2021-11-25|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2021-11-26|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2021-11-27|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2021-11-28|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2021-11-29|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2021-11-30|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2021-12-01|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2021-12-02|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2021-12-03|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2021-12-04|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2021-12-05|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2021-12-06|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2021-12-07|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2021-12-08|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2021-12-09|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2021-12-10|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2021-12-11|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2021-12-12|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2021-12-13|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2021-12-14|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2021-12-15|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2021-12-16|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2021-12-17|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2021-12-18|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2021-12-19|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2021-12-20|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2021-12-21|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2021-12-22|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2021-12-23|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2021-12-24|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2021-12-25|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2021-12-26|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2021-12-27|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2021-12-28|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2021-12-29|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2021-12-30|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2021-12-31|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2022-01-01|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2022-01-02|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2022-01-03|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2022-01-04|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2022-01-05|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2022-01-06|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2022-01-07|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2022-01-08|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2022-01-09|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2022-01-10|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2022-01-11|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2022-01-12|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2022-01-13|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2022-01-14|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2022-01-15|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2022-01-16|75190.0|0|198189.0|0|204883.0|0|86695.0|0
0|2022-01-17|75190.0|0|198189.0|0|204883.0|0|86695.0|0
