|dates|Blaine_Idaho_UnitedStates.JHU_ConfirmedCases.data|Blaine_Idaho_UnitedStates.JHU_ConfirmedCases.missing|Blaine_Idaho_UnitedStates.NYT_ConfirmedCases.data|Blaine_Idaho_UnitedStates.NYT_ConfirmedCases.missing|Blaine_Idaho_UnitedStates.JHU_ConfirmedDeaths.data|Blaine_Idaho_UnitedStates.JHU_ConfirmedDeaths.missing|Blaine_Idaho_UnitedStates.JHU_ConfirmedRecoveries.data|Blaine_Idaho_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-19|3134.0|0|3127.0|0|27.0|0|0.0|100
0|2021-11-20|3137.0|0|3137.0|0|27.0|0|0.0|100
0|2021-11-21|3137.0|0|3137.0|0|27.0|0|0.0|100
0|2021-11-22|3146.0|0|3146.0|0|27.0|0|0.0|100
0|2021-11-23|3156.0|0|3156.0|0|27.0|0|0.0|100
0|2021-11-24|3163.0|0|3163.0|0|27.0|0|0.0|100
0|2021-11-25|3163.0|0|3163.0|0|27.0|0|0.0|100
0|2021-11-26|3163.0|0|3163.0|0|27.0|0|0.0|100
0|2021-11-27|3165.0|0|3165.0|0|27.0|0|0.0|100
0|2021-11-28|3165.0|0|3165.0|0|27.0|0|0.0|100
0|2021-11-29|3175.0|0|3175.0|0|27.0|0|0.0|100
0|2021-11-30|3184.0|0|3184.0|0|27.0|0|0.0|100
0|2021-12-01|3200.0|0|3200.0|0|27.0|0|0.0|100
0|2021-12-02|3200.0|0|3213.0|0|27.0|0|0.0|100
0|2021-12-03|3217.0|0|3213.0|0|27.0|0|0.0|100
0|2021-12-04|3216.0|0|3216.0|0|27.0|0|0.0|100
0|2021-12-05|3216.0|0|3216.0|0|27.0|0|0.0|100
0|2021-12-06|3218.0|0|3218.0|0|27.0|0|0.0|100
0|2021-12-07|3227.0|0|3227.0|0|27.0|0|0.0|100
0|2021-12-08|3231.0|0|3231.0|0|27.0|0|0.0|100
0|2021-12-09|3235.0|0|3235.0|0|27.0|0|0.0|100
0|2021-12-10|3238.0|0|3238.0|0|27.0|0|0.0|100
0|2021-12-11|3241.0|0|3241.0|0|27.0|0|0.0|100
0|2021-12-12|3241.0|0|3241.0|0|27.0|0|0.0|100
0|2021-12-13|3243.0|0|3243.0|0|27.0|0|0.0|100
0|2021-12-14|3243.0|0|3247.0|0|27.0|0|0.0|100
0|2021-12-15|3249.0|0|3249.0|0|27.0|0|0.0|100
0|2021-12-16|3250.0|0|3250.0|0|27.0|0|0.0|100
0|2021-12-17|3257.0|0|3257.0|0|27.0|0|0.0|100
0|2021-12-18|3261.0|0|3261.0|0|27.0|0|0.0|100
0|2021-12-19|3261.0|0|3261.0|0|27.0|0|0.0|100
0|2021-12-20|3270.0|0|3270.0|0|27.0|0|0.0|100
0|2021-12-21|3280.0|0|3280.0|0|27.0|0|0.0|100
0|2021-12-22|3296.0|0|3296.0|0|27.0|0|0.0|100
0|2021-12-23|3314.0|0|3314.0|0|27.0|0|0.0|100
0|2021-12-24|3314.0|0|3314.0|0|27.0|0|0.0|100
0|2021-12-25|3314.0|0|3314.0|0|27.0|0|0.0|100
0|2021-12-26|3314.0|0|3314.0|0|27.0|0|0.0|100
0|2021-12-27|3346.0|0|3346.0|0|27.0|0|0.0|100
0|2021-12-28|3381.0|0|3381.0|0|27.0|0|0.0|100
0|2021-12-29|3462.0|0|3462.0|0|27.0|0|0.0|100
0|2021-12-30|3540.0|0|3540.0|0|27.0|0|0.0|100
0|2021-12-31|3540.0|0|3540.0|0|27.0|0|0.0|100
0|2022-01-01|3540.0|0|3540.0|0|27.0|0|0.0|100
0|2022-01-02|3540.0|0|3540.0|0|27.0|0|0.0|100
0|2022-01-03|3617.0|0|3617.0|0|27.0|0|0.0|100
0|2022-01-04|3713.0|0|3713.0|0|27.0|0|0.0|100
0|2022-01-05|3780.0|0|3780.0|0|27.0|0|0.0|100
0|2022-01-06|3953.0|0|3953.0|0|27.0|0|0.0|100
0|2022-01-07|4025.0|0|4025.0|0|27.0|0|0.0|100
0|2022-01-08|4045.0|0|4045.0|0|27.0|0|0.0|100
0|2022-01-09|4045.0|0|4045.0|0|27.0|0|0.0|100
0|2022-01-10|4085.0|0|4085.0|0|27.0|0|0.0|100
0|2022-01-11|4130.0|0|4130.0|0|27.0|0|0.0|100
0|2022-01-12|4210.0|0|4210.0|0|27.0|0|0.0|100
0|2022-01-13|4210.0|0|4258.0|0|27.0|0|0.0|100
0|2022-01-14|4302.0|0|4302.0|0|27.0|0|0.0|100
0|2022-01-15|4343.0|0|4343.0|0|27.0|0|0.0|100
0|2022-01-16|4343.0|0|4343.0|0|27.0|0|0.0|100
0|2022-01-17|4343.0|0|0.0|100|27.0|0|0.0|100
