|dates|Jackson_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Jackson_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Jackson_WestVirginia_UnitedStates.NYT_ConfirmedCases.data|Jackson_WestVirginia_UnitedStates.NYT_ConfirmedCases.missing|Jackson_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Jackson_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Jackson_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Jackson_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-13|4392.0|0|4392.0|0|99.0|0|0.0|100
0|2021-12-14|4392.0|0|4396.0|0|99.0|0|0.0|100
0|2021-12-15|4405.0|0|4405.0|0|101.0|0|0.0|100
0|2021-12-16|4426.0|0|4426.0|0|101.0|0|0.0|100
0|2021-12-17|4441.0|0|4441.0|0|103.0|0|0.0|100
0|2021-12-18|4449.0|0|4449.0|0|103.0|0|0.0|100
0|2021-12-19|4452.0|0|4452.0|0|103.0|0|0.0|100
0|2021-12-20|4471.0|0|4471.0|0|106.0|0|0.0|100
0|2021-12-21|4480.0|0|4480.0|0|106.0|0|0.0|100
0|2021-12-22|4493.0|0|4493.0|0|107.0|0|0.0|100
0|2021-12-23|4493.0|0|4506.0|0|108.0|0|0.0|100
0|2021-12-24|4506.0|0|4506.0|0|108.0|0|0.0|100
0|2021-12-25|4506.0|0|4506.0|0|108.0|0|0.0|100
0|2021-12-26|4506.0|0|4506.0|0|108.0|0|0.0|100
0|2021-12-27|4536.0|0|4536.0|0|108.0|0|0.0|100
0|2021-12-28|4546.0|0|4546.0|0|108.0|0|0.0|100
0|2021-12-29|4563.0|0|4563.0|0|108.0|0|0.0|100
0|2021-12-30|4584.0|0|4584.0|0|109.0|0|0.0|100
0|2021-12-31|4584.0|0|4584.0|0|109.0|0|0.0|100
0|2022-01-01|4584.0|0|4584.0|0|109.0|0|0.0|100
0|2022-01-02|4584.0|0|4584.0|0|109.0|0|0.0|100
0|2022-01-03|4673.0|0|4673.0|0|110.0|0|0.0|100
0|2022-01-04|4699.0|0|4699.0|0|111.0|0|0.0|100
0|2022-01-05|4731.0|0|4731.0|0|111.0|0|0.0|100
0|2022-01-06|4774.0|0|4774.0|0|111.0|0|0.0|100
0|2022-01-07|4853.0|0|4853.0|0|111.0|0|0.0|100
0|2022-01-08|4892.0|0|4892.0|0|111.0|0|0.0|100
0|2022-01-09|4920.0|0|4920.0|0|111.0|0|0.0|100
0|2022-01-10|4953.0|0|4953.0|0|111.0|0|0.0|100
0|2022-01-11|4982.0|0|4982.0|0|111.0|0|0.0|100
0|2022-01-12|5027.0|0|5027.0|0|111.0|0|0.0|100
0|2022-01-13|5027.0|0|5096.0|0|111.0|0|0.0|100
0|2022-01-14|5144.0|0|5144.0|0|112.0|0|0.0|100
0|2022-01-15|5242.0|0|5242.0|0|112.0|0|0.0|100
0|2022-01-16|5323.0|0|5323.0|0|112.0|0|0.0|100
0|2022-01-17|5398.0|0|0.0|100|113.0|0|0.0|100
