|dates|Roane_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Roane_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Roane_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Roane_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Roane_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Roane_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Roane_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Roane_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-01|10372.0|0|10372.0|0|162.0|0|0.0|100
0|2021-12-02|10393.0|0|10393.0|0|163.0|0|0.0|100
0|2021-12-03|10410.0|0|10410.0|0|163.0|0|0.0|100
0|2021-12-04|10410.0|0|10410.0|0|163.0|0|0.0|100
0|2021-12-05|10410.0|0|10410.0|0|163.0|0|0.0|100
0|2021-12-06|10429.0|0|10429.0|0|165.0|0|0.0|100
0|2021-12-07|10442.0|0|10442.0|0|167.0|0|0.0|100
0|2021-12-08|10456.0|0|10456.0|0|168.0|0|0.0|100
0|2021-12-09|10456.0|0|10456.0|0|168.0|0|0.0|100
0|2021-12-10|10483.0|0|10483.0|0|168.0|0|0.0|100
0|2021-12-11|10483.0|0|10483.0|0|168.0|0|0.0|100
0|2021-12-12|10483.0|0|10483.0|0|168.0|0|0.0|100
0|2021-12-13|10500.0|0|10500.0|0|168.0|0|0.0|100
0|2021-12-14|10500.0|0|10513.0|0|168.0|0|0.0|100
0|2021-12-15|10526.0|0|10526.0|0|169.0|0|0.0|100
0|2021-12-16|10537.0|0|10537.0|0|170.0|0|0.0|100
0|2021-12-17|10545.0|0|10545.0|0|171.0|0|0.0|100
0|2021-12-18|10545.0|0|10545.0|0|171.0|0|0.0|100
0|2021-12-19|10545.0|0|10545.0|0|171.0|0|0.0|100
0|2021-12-20|10571.0|0|10571.0|0|171.0|0|0.0|100
0|2021-12-21|10585.0|0|10585.0|0|172.0|0|0.0|100
0|2021-12-22|10595.0|0|10595.0|0|172.0|0|0.0|100
0|2021-12-23|10614.0|0|10614.0|0|180.0|0|0.0|100
0|2021-12-24|10614.0|0|10614.0|0|180.0|0|0.0|100
0|2021-12-25|10614.0|0|10614.0|0|180.0|0|0.0|100
0|2021-12-26|10614.0|0|10614.0|0|180.0|0|0.0|100
0|2021-12-27|10646.0|0|10646.0|0|181.0|0|0.0|100
0|2021-12-28|10646.0|0|10670.0|0|183.0|0|0.0|100
0|2021-12-29|10717.0|0|10717.0|0|183.0|0|0.0|100
0|2021-12-30|10791.0|0|10791.0|0|184.0|0|0.0|100
0|2021-12-31|10791.0|0|10791.0|0|184.0|0|0.0|100
0|2022-01-01|10791.0|0|10791.0|0|184.0|0|0.0|100
0|2022-01-02|10791.0|0|10791.0|0|184.0|0|0.0|100
0|2022-01-03|10921.0|0|10921.0|0|184.0|0|0.0|100
0|2022-01-04|10965.0|0|10965.0|0|184.0|0|0.0|100
0|2022-01-05|10965.0|0|10965.0|0|184.0|0|0.0|100
0|2022-01-06|10965.0|0|10965.0|0|184.0|0|0.0|100
0|2022-01-07|10965.0|0|10965.0|0|184.0|0|0.0|100
0|2022-01-08|10965.0|0|10965.0|0|184.0|0|0.0|100
0|2022-01-09|10965.0|0|10965.0|0|184.0|0|0.0|100
0|2022-01-10|10965.0|0|10965.0|0|184.0|0|0.0|100
0|2022-01-11|10965.0|0|10965.0|0|184.0|0|0.0|100
0|2022-01-12|11378.0|0|11378.0|0|185.0|0|0.0|100
0|2022-01-13|11378.0|0|11378.0|0|185.0|0|0.0|100
0|2022-01-14|11378.0|0|11378.0|0|185.0|0|0.0|100
0|2022-01-15|11378.0|0|11378.0|0|185.0|0|0.0|100
0|2022-01-16|11378.0|0|11378.0|0|185.0|0|0.0|100
0|2022-01-17|11378.0|0|0.0|100|185.0|0|0.0|100
