|dates|Pierce_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pierce_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pierce_NorthDakota_UnitedStates.Male_Total_Population.data|Pierce_NorthDakota_UnitedStates.Male_Total_Population.missing|Pierce_NorthDakota_UnitedStates.Female_Total_Population.data|Pierce_NorthDakota_UnitedStates.Female_Total_Population.missing|Pierce_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Pierce_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2022-01-07|962.0|0|2089.0|0|1992.0|0|915.0|0
0|2022-01-08|962.0|0|2089.0|0|1992.0|0|915.0|0
0|2022-01-09|962.0|0|2089.0|0|1992.0|0|915.0|0
0|2022-01-10|962.0|0|2089.0|0|1992.0|0|915.0|0
0|2022-01-11|962.0|0|2089.0|0|1992.0|0|915.0|0
0|2022-01-12|962.0|0|2089.0|0|1992.0|0|915.0|0
0|2022-01-13|962.0|0|2089.0|0|1992.0|0|915.0|0
0|2022-01-14|962.0|0|2089.0|0|1992.0|0|915.0|0
0|2022-01-15|962.0|0|2089.0|0|1992.0|0|915.0|0
0|2022-01-16|962.0|0|2089.0|0|1992.0|0|915.0|0
0|2022-01-17|962.0|0|2089.0|0|1992.0|0|915.0|0
