|dates|McCreary_Kentucky_UnitedStates.JHU_ConfirmedCases.data|McCreary_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|McCreary_Kentucky_UnitedStates.NYT_ConfirmedCases.data|McCreary_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|McCreary_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|McCreary_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|McCreary_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|McCreary_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-25|3638.0|0|3919.0|0|59.0|0|0.0|100
0|2021-11-26|3638.0|0|3919.0|0|59.0|0|0.0|100
0|2021-11-27|3638.0|0|3919.0|0|59.0|0|0.0|100
0|2021-11-28|3638.0|0|3919.0|0|59.0|0|0.0|100
0|2021-11-29|3669.0|0|3929.0|0|59.0|0|0.0|100
0|2021-11-30|3669.0|0|3929.0|0|59.0|0|0.0|100
0|2021-12-01|3677.0|0|3936.0|0|60.0|0|0.0|100
0|2021-12-02|3677.0|0|3945.0|0|60.0|0|0.0|100
0|2021-12-03|3717.0|0|3955.0|0|60.0|0|0.0|100
0|2021-12-04|3717.0|0|3968.0|0|60.0|0|0.0|100
0|2021-12-05|3717.0|0|3968.0|0|60.0|0|0.0|100
0|2021-12-06|3760.0|0|3977.0|0|63.0|0|0.0|100
0|2021-12-07|3795.0|0|3993.0|0|63.0|0|0.0|100
0|2021-12-08|3819.0|0|3993.0|0|64.0|0|0.0|100
0|2021-12-09|3845.0|0|4007.0|0|64.0|0|0.0|100
0|2021-12-10|3868.0|0|4028.0|0|65.0|0|0.0|100
0|2021-12-11|3868.0|0|4028.0|0|65.0|0|0.0|100
0|2021-12-12|3868.0|0|4028.0|0|65.0|0|0.0|100
0|2021-12-13|3888.0|0|4028.0|0|66.0|0|0.0|100
0|2021-12-14|3888.0|0|4032.0|0|66.0|0|0.0|100
0|2021-12-15|3912.0|0|4042.0|0|66.0|0|0.0|100
0|2021-12-16|3930.0|0|4042.0|0|66.0|0|0.0|100
0|2021-12-17|3958.0|0|4071.0|0|66.0|0|0.0|100
0|2021-12-18|3958.0|0|4071.0|0|66.0|0|0.0|100
0|2021-12-19|3958.0|0|4071.0|0|66.0|0|0.0|100
0|2021-12-20|3975.0|0|4080.0|0|66.0|0|0.0|100
0|2021-12-21|3991.0|0|4095.0|0|66.0|0|0.0|100
0|2021-12-22|4007.0|0|4095.0|0|66.0|0|0.0|100
0|2021-12-23|4007.0|0|4100.0|0|66.0|0|0.0|100
0|2021-12-24|4007.0|0|4100.0|0|66.0|0|0.0|100
0|2021-12-25|4007.0|0|4100.0|0|66.0|0|0.0|100
0|2021-12-26|4007.0|0|4100.0|0|66.0|0|0.0|100
0|2021-12-27|4053.0|0|4100.0|0|66.0|0|0.0|100
0|2021-12-28|4057.0|0|4125.0|0|66.0|0|0.0|100
0|2021-12-29|4063.0|0|4125.0|0|66.0|0|0.0|100
0|2021-12-30|4063.0|0|4151.0|0|66.0|0|0.0|100
0|2021-12-31|4063.0|0|4151.0|0|66.0|0|0.0|100
0|2022-01-01|4063.0|0|4151.0|0|66.0|0|0.0|100
0|2022-01-02|4063.0|0|4151.0|0|66.0|0|0.0|100
0|2022-01-03|4085.0|0|4180.0|0|66.0|0|0.0|100
0|2022-01-04|4085.0|0|4180.0|0|66.0|0|0.0|100
0|2022-01-05|4092.0|0|4216.0|0|66.0|0|0.0|100
0|2022-01-06|4096.0|0|4222.0|0|66.0|0|0.0|100
0|2022-01-07|4112.0|0|4235.0|0|66.0|0|0.0|100
0|2022-01-08|4112.0|0|4235.0|0|66.0|0|0.0|100
0|2022-01-09|4112.0|0|4235.0|0|66.0|0|0.0|100
0|2022-01-10|4124.0|0|4235.0|0|66.0|0|0.0|100
0|2022-01-11|4130.0|0|4235.0|0|66.0|0|0.0|100
0|2022-01-12|4149.0|0|4235.0|0|66.0|0|0.0|100
0|2022-01-13|4149.0|0|4235.0|0|66.0|0|0.0|100
0|2022-01-14|4170.0|0|4235.0|0|66.0|0|0.0|100
0|2022-01-15|4170.0|0|4235.0|0|66.0|0|0.0|100
0|2022-01-16|4170.0|0|4235.0|0|66.0|0|0.0|100
0|2022-01-17|4170.0|0|0.0|100|66.0|0|0.0|100
