|dates|Campbell_Virginia_UnitedStates.JHU_ConfirmedCases.data|Campbell_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Campbell_Virginia_UnitedStates.NYT_ConfirmedCases.data|Campbell_Virginia_UnitedStates.NYT_ConfirmedCases.missing|Campbell_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Campbell_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Campbell_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Campbell_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-04|7673.0|0|7673.0|0|149.0|0|0.0|100
0|2021-12-05|7673.0|0|7673.0|0|149.0|0|0.0|100
0|2021-12-06|7721.0|0|7721.0|0|150.0|0|0.0|100
0|2021-12-07|7751.0|0|7751.0|0|150.0|0|0.0|100
0|2021-12-08|7776.0|0|7776.0|0|151.0|0|0.0|100
0|2021-12-09|7808.0|0|7808.0|0|151.0|0|0.0|100
0|2021-12-10|7837.0|0|7837.0|0|152.0|0|0.0|100
0|2021-12-11|7837.0|0|7837.0|0|152.0|0|0.0|100
0|2021-12-12|7837.0|0|7837.0|0|152.0|0|0.0|100
0|2021-12-13|7890.0|0|7890.0|0|152.0|0|0.0|100
0|2021-12-14|7890.0|0|7909.0|0|152.0|0|0.0|100
0|2021-12-15|7933.0|0|7933.0|0|152.0|0|0.0|100
0|2021-12-16|7952.0|0|7952.0|0|153.0|0|0.0|100
0|2021-12-17|7974.0|0|7974.0|0|153.0|0|0.0|100
0|2021-12-18|7974.0|0|7974.0|0|153.0|0|0.0|100
0|2021-12-19|7974.0|0|7974.0|0|153.0|0|0.0|100
0|2021-12-20|7974.0|0|8022.0|0|153.0|0|0.0|100
0|2021-12-21|8040.0|0|8040.0|0|154.0|0|0.0|100
0|2021-12-22|8055.0|0|8055.0|0|155.0|0|0.0|100
0|2021-12-23|8089.0|0|8089.0|0|155.0|0|0.0|100
0|2021-12-24|8119.0|0|8119.0|0|156.0|0|0.0|100
0|2021-12-25|8119.0|0|8119.0|0|156.0|0|0.0|100
0|2021-12-26|8119.0|0|8119.0|0|156.0|0|0.0|100
0|2021-12-27|8154.0|0|8154.0|0|156.0|0|0.0|100
0|2021-12-28|8170.0|0|8170.0|0|157.0|0|0.0|100
0|2021-12-29|8214.0|0|8214.0|0|157.0|0|0.0|100
0|2021-12-30|8275.0|0|8275.0|0|157.0|0|0.0|100
0|2021-12-31|8364.0|0|8364.0|0|157.0|0|0.0|100
0|2022-01-01|8364.0|0|8364.0|0|157.0|0|0.0|100
0|2022-01-02|8364.0|0|8364.0|0|157.0|0|0.0|100
0|2022-01-03|8473.0|0|8473.0|0|157.0|0|0.0|100
0|2022-01-04|8541.0|0|8541.0|0|157.0|0|0.0|100
0|2022-01-05|8571.0|0|8571.0|0|157.0|0|0.0|100
0|2022-01-06|8650.0|0|8650.0|0|157.0|0|0.0|100
0|2022-01-07|8726.0|0|8726.0|0|158.0|0|0.0|100
0|2022-01-08|8726.0|0|8726.0|0|158.0|0|0.0|100
0|2022-01-09|8726.0|0|8726.0|0|158.0|0|0.0|100
0|2022-01-10|8912.0|0|8912.0|0|160.0|0|0.0|100
0|2022-01-11|8960.0|0|8960.0|0|160.0|0|0.0|100
0|2022-01-12|9045.0|0|9045.0|0|161.0|0|0.0|100
0|2022-01-13|9045.0|0|9116.0|0|161.0|0|0.0|100
0|2022-01-14|9200.0|0|9200.0|0|163.0|0|0.0|100
0|2022-01-15|9200.0|0|9200.0|0|163.0|0|0.0|100
0|2022-01-16|9200.0|0|9200.0|0|163.0|0|0.0|100
0|2022-01-17|9389.0|0|0.0|100|163.0|0|0.0|100
