|dates|Maries_Missouri_UnitedStates.JHU_ConfirmedCases.data|Maries_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Maries_Missouri_UnitedStates.NYT_ConfirmedCases.data|Maries_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Maries_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Maries_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Maries_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Maries_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-10|1118.0|0|1118.0|0|21.0|0|0.0|100
0|2021-12-11|1121.0|0|1121.0|0|21.0|0|0.0|100
0|2021-12-12|1121.0|0|1121.0|0|21.0|0|0.0|100
0|2021-12-13|1124.0|0|1124.0|0|21.0|0|0.0|100
0|2021-12-14|1124.0|0|1126.0|0|21.0|0|0.0|100
0|2021-12-15|1129.0|0|1129.0|0|22.0|0|0.0|100
0|2021-12-16|1134.0|0|1134.0|0|22.0|0|0.0|100
0|2021-12-17|1138.0|0|1138.0|0|22.0|0|0.0|100
0|2021-12-18|1140.0|0|1140.0|0|22.0|0|0.0|100
0|2021-12-19|1142.0|0|1142.0|0|22.0|0|0.0|100
0|2021-12-20|1142.0|0|1142.0|0|22.0|0|0.0|100
0|2021-12-21|1151.0|0|1151.0|0|22.0|0|0.0|100
0|2021-12-22|1154.0|0|1154.0|0|22.0|0|0.0|100
0|2021-12-23|1157.0|0|1157.0|0|22.0|0|0.0|100
0|2021-12-24|1157.0|0|1157.0|0|22.0|0|0.0|100
0|2021-12-25|1157.0|0|1157.0|0|22.0|0|0.0|100
0|2021-12-26|1157.0|0|1157.0|0|22.0|0|0.0|100
0|2021-12-27|1159.0|0|1159.0|0|22.0|0|0.0|100
0|2021-12-28|1163.0|0|1163.0|0|22.0|0|0.0|100
0|2021-12-29|1171.0|0|1171.0|0|22.0|0|0.0|100
0|2021-12-30|1178.0|0|1178.0|0|22.0|0|0.0|100
0|2021-12-31|1178.0|0|1178.0|0|22.0|0|0.0|100
0|2022-01-01|1178.0|0|1178.0|0|22.0|0|0.0|100
0|2022-01-02|1178.0|0|1178.0|0|22.0|0|0.0|100
0|2022-01-03|1178.0|0|1187.0|0|22.0|0|0.0|100
0|2022-01-04|1189.0|0|1189.0|0|22.0|0|0.0|100
0|2022-01-05|1196.0|0|1196.0|0|23.0|0|0.0|100
0|2022-01-06|1203.0|0|1203.0|0|23.0|0|0.0|100
0|2022-01-07|1213.0|0|1213.0|0|23.0|0|0.0|100
0|2022-01-08|1224.0|0|1224.0|0|25.0|0|0.0|100
0|2022-01-09|1224.0|0|1224.0|0|25.0|0|0.0|100
0|2022-01-10|1227.0|0|1227.0|0|25.0|0|0.0|100
0|2022-01-11|1238.0|0|1238.0|0|25.0|0|0.0|100
0|2022-01-12|1247.0|0|1247.0|0|25.0|0|0.0|100
0|2022-01-13|1247.0|0|1271.0|0|25.0|0|0.0|100
0|2022-01-14|1279.0|0|1279.0|0|26.0|0|0.0|100
0|2022-01-15|1306.0|0|1306.0|0|26.0|0|0.0|100
0|2022-01-16|1306.0|0|1306.0|0|26.0|0|0.0|100
0|2022-01-17|1306.0|0|0.0|100|26.0|0|0.0|100
