|dates|Tyrrell_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Tyrrell_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Tyrrell_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Tyrrell_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Tyrrell_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Tyrrell_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Tyrrell_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Tyrrell_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-31|618.0|0|624.0|0|7.0|0|0.0|100
0|2022-01-01|618.0|0|624.0|0|7.0|0|0.0|100
0|2022-01-02|618.0|0|624.0|0|7.0|0|0.0|100
0|2022-01-03|629.0|0|629.0|0|7.0|0|0.0|100
0|2022-01-04|630.0|0|630.0|0|7.0|0|0.0|100
0|2022-01-05|636.0|0|636.0|0|7.0|0|0.0|100
0|2022-01-06|639.0|0|639.0|0|7.0|0|0.0|100
0|2022-01-07|648.0|0|648.0|0|7.0|0|0.0|100
0|2022-01-08|648.0|0|648.0|0|7.0|0|0.0|100
0|2022-01-09|648.0|0|648.0|0|7.0|0|0.0|100
0|2022-01-10|668.0|0|668.0|0|7.0|0|0.0|100
0|2022-01-11|670.0|0|670.0|0|7.0|0|0.0|100
0|2022-01-12|679.0|0|679.0|0|7.0|0|0.0|100
0|2022-01-13|679.0|0|710.0|0|7.0|0|0.0|100
0|2022-01-14|733.0|0|733.0|0|7.0|0|0.0|100
0|2022-01-15|733.0|0|733.0|0|7.0|0|0.0|100
0|2022-01-16|733.0|0|733.0|0|7.0|0|0.0|100
0|2022-01-17|733.0|0|0.0|100|7.0|0|0.0|100
