|dates|SweetGrass_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|SweetGrass_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|SweetGrass_Montana_UnitedStates.Male_Total_Population.data|SweetGrass_Montana_UnitedStates.Male_Total_Population.missing|SweetGrass_Montana_UnitedStates.Female_Total_Population.data|SweetGrass_Montana_UnitedStates.Female_Total_Population.missing|SweetGrass_Montana_UnitedStates.MaleAndFemale_Under18_Population.data|SweetGrass_Montana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-09|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-11-10|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-11-11|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-11-12|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-11-13|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-11-14|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-11-15|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-11-16|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-11-17|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-11-18|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-11-19|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-11-20|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-11-21|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-11-22|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-11-23|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-11-24|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-11-25|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-11-26|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-11-27|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-11-28|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-11-29|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-11-30|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-12-01|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-12-02|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-12-03|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-12-04|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-12-05|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-12-06|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-12-07|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-12-08|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-12-09|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-12-10|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-12-11|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-12-12|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-12-13|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-12-14|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-12-15|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-12-16|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-12-17|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-12-18|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-12-19|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-12-20|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-12-21|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-12-22|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-12-23|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-12-24|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-12-25|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-12-26|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-12-27|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-12-28|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-12-29|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-12-30|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2021-12-31|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2022-01-01|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2022-01-02|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2022-01-03|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2022-01-04|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2022-01-05|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2022-01-06|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2022-01-07|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2022-01-08|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2022-01-09|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2022-01-10|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2022-01-11|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2022-01-12|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2022-01-13|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2022-01-14|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2022-01-15|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2022-01-16|986.0|0|1895.0|0|1815.0|0|734.0|0
0|2022-01-17|986.0|0|1895.0|0|1815.0|0|734.0|0
