|dates|Fentress_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Fentress_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Fentress_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Fentress_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Fentress_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Fentress_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Fentress_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Fentress_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-07|3691.0|0|3691.0|0|67.0|0|0.0|100
0|2021-11-08|3691.0|0|3691.0|0|67.0|0|0.0|100
0|2021-11-09|3714.0|0|3714.0|0|67.0|0|0.0|100
0|2021-11-10|3714.0|0|3725.0|0|67.0|0|0.0|100
0|2021-11-11|3725.0|0|3725.0|0|67.0|0|0.0|100
0|2021-11-12|3731.0|0|3731.0|0|68.0|0|0.0|100
0|2021-11-13|3731.0|0|3731.0|0|68.0|0|0.0|100
0|2021-11-14|3731.0|0|3731.0|0|68.0|0|0.0|100
0|2021-11-15|3735.0|0|3735.0|0|68.0|0|0.0|100
0|2021-11-16|3738.0|0|3738.0|0|68.0|0|0.0|100
0|2021-11-17|3741.0|0|3741.0|0|68.0|0|0.0|100
0|2021-11-18|3745.0|0|3745.0|0|68.0|0|0.0|100
0|2021-11-19|3747.0|0|3747.0|0|68.0|0|0.0|100
0|2021-11-20|3747.0|0|3747.0|0|68.0|0|0.0|100
0|2021-11-21|3747.0|0|3747.0|0|68.0|0|0.0|100
0|2021-11-22|3754.0|0|3754.0|0|68.0|0|0.0|100
0|2021-11-23|3759.0|0|3759.0|0|68.0|0|0.0|100
0|2021-11-24|3763.0|0|3763.0|0|69.0|0|0.0|100
0|2021-11-25|3763.0|0|3763.0|0|69.0|0|0.0|100
0|2021-11-26|3763.0|0|3763.0|0|69.0|0|0.0|100
0|2021-11-27|3763.0|0|3763.0|0|69.0|0|0.0|100
0|2021-11-28|3763.0|0|3763.0|0|69.0|0|0.0|100
0|2021-11-29|3779.0|0|3779.0|0|69.0|0|0.0|100
0|2021-11-30|3788.0|0|3788.0|0|70.0|0|0.0|100
0|2021-12-01|3792.0|0|3792.0|0|70.0|0|0.0|100
0|2021-12-02|3816.0|0|3816.0|0|71.0|0|0.0|100
0|2021-12-03|3828.0|0|3828.0|0|71.0|0|0.0|100
0|2021-12-04|3828.0|0|3828.0|0|71.0|0|0.0|100
0|2021-12-05|3828.0|0|3828.0|0|71.0|0|0.0|100
0|2021-12-06|3851.0|0|3851.0|0|72.0|0|0.0|100
0|2021-12-07|3860.0|0|3860.0|0|72.0|0|0.0|100
0|2021-12-08|3867.0|0|3867.0|0|72.0|0|0.0|100
0|2021-12-09|3867.0|0|3867.0|0|72.0|0|0.0|100
0|2021-12-10|3888.0|0|3888.0|0|72.0|0|0.0|100
0|2021-12-11|3888.0|0|3888.0|0|72.0|0|0.0|100
0|2021-12-12|3888.0|0|3888.0|0|72.0|0|0.0|100
0|2021-12-13|3902.0|0|3902.0|0|72.0|0|0.0|100
0|2021-12-14|3902.0|0|3912.0|0|72.0|0|0.0|100
0|2021-12-15|3923.0|0|3923.0|0|73.0|0|0.0|100
0|2021-12-16|3925.0|0|3925.0|0|73.0|0|0.0|100
0|2021-12-17|3933.0|0|3933.0|0|75.0|0|0.0|100
0|2021-12-18|3933.0|0|3933.0|0|75.0|0|0.0|100
0|2021-12-19|3933.0|0|3933.0|0|75.0|0|0.0|100
0|2021-12-20|3945.0|0|3945.0|0|75.0|0|0.0|100
0|2021-12-21|3950.0|0|3950.0|0|75.0|0|0.0|100
0|2021-12-22|3955.0|0|3955.0|0|75.0|0|0.0|100
0|2021-12-23|3968.0|0|3968.0|0|87.0|0|0.0|100
0|2021-12-24|3968.0|0|3968.0|0|87.0|0|0.0|100
0|2021-12-25|3968.0|0|3968.0|0|87.0|0|0.0|100
0|2021-12-26|3968.0|0|3968.0|0|87.0|0|0.0|100
0|2021-12-27|3984.0|0|3984.0|0|87.0|0|0.0|100
0|2021-12-28|3997.0|0|3997.0|0|87.0|0|0.0|100
0|2021-12-29|4009.0|0|4009.0|0|87.0|0|0.0|100
0|2021-12-30|4033.0|0|4033.0|0|89.0|0|0.0|100
0|2021-12-31|4033.0|0|4033.0|0|89.0|0|0.0|100
0|2022-01-01|4033.0|0|4033.0|0|89.0|0|0.0|100
0|2022-01-02|4033.0|0|4033.0|0|89.0|0|0.0|100
0|2022-01-03|4086.0|0|4086.0|0|91.0|0|0.0|100
0|2022-01-04|4098.0|0|4098.0|0|92.0|0|0.0|100
0|2022-01-05|4098.0|0|4098.0|0|92.0|0|0.0|100
0|2022-01-06|4098.0|0|4098.0|0|92.0|0|0.0|100
0|2022-01-07|4098.0|0|4098.0|0|92.0|0|0.0|100
0|2022-01-08|4098.0|0|4098.0|0|92.0|0|0.0|100
0|2022-01-09|4098.0|0|4098.0|0|92.0|0|0.0|100
0|2022-01-10|4098.0|0|4098.0|0|92.0|0|0.0|100
0|2022-01-11|4098.0|0|4098.0|0|92.0|0|0.0|100
0|2022-01-12|4201.0|0|4201.0|0|96.0|0|0.0|100
0|2022-01-13|4201.0|0|4201.0|0|96.0|0|0.0|100
0|2022-01-14|4201.0|0|4201.0|0|96.0|0|0.0|100
0|2022-01-15|4201.0|0|4201.0|0|96.0|0|0.0|100
0|2022-01-16|4201.0|0|4201.0|0|96.0|0|0.0|100
0|2022-01-17|4201.0|0|0.0|100|96.0|0|0.0|100
